zipcode,state,totalValidRegistrations,ihpReferrals,ihpEligible,ihpAmount,FIP_disaster_count,average_project,approved_rate,pop_total,pop_white,pop_black,pop_latino,median_income,application_per_thousand,approval_per_thousand,pct_black,pct_white,pct_latino,non_white
70449,LA,4676.0,4180.0,2483.0,9838889.87,458.0,3962.500954490536,0.5310094097519247,3438.0,3406.0,32.0,24.0,32914.0,0.001360093077370564,0.0007222222222222222,0.009307737056428156,0.9906922629435718,0.006980802792321117,0.009307737056428156
70450,LA,2318.0,2163.0,1369.0,3520247.61,129.0,2571.400737764792,0.590595340811044,2617.0,1515.0,1081.0,0.0,25938.0,0.0008857470385938097,0.0005231180741306841,0.4130683989300726,0.5789071455865494,0.0,0.4210928544134505
70451,LA,986.0,934.0,565.0,1951083.26,124.0,3453.2447079646017,0.5730223123732252,0.0,0.0,0.0,0.0,,inf,inf,,,,
70452,LA,10950.0,9842.0,6433.0,22002202.44,462.0,3420.2086802425,0.5874885844748858,13385.0,12440.0,482.0,441.0,28125.0,0.0008180799402316026,0.0004806126260739634,0.03601045946955547,0.9293985805005603,0.032947329099738513,0.07060141949943967
70453,LA,1056.0,980.0,552.0,1567125.52,216.0,2838.9955072463767,0.5227272727272727,587.0,583.0,4.0,0.0,31280.0,0.0017989778534923339,0.0009403747870528108,0.0068143100511073255,0.9931856899488927,0.0,0.0068143100511073255
70454,LA,26966.0,24520.0,15711.0,42283172.82,534.0,2691.3100897460376,0.5826225617444188,28461.0,22363.0,4109.0,1414.0,29633.0,0.0009474719791996065,0.0005520185517023295,0.1443730016513826,0.7857418924141808,0.04968202101120832,0.2142581075858192
70455,LA,2389.0,2139.0,1444.0,5661459.31,136.0,3920.678192520775,0.6044370029300963,1071.0,1071.0,0.0,41.0,45030.0,0.00223062558356676,0.0013482726423902896,0.0,1.0,0.03828197945845005,0.0
70456,LA,4084.0,3877.0,2258.0,8054872.890000001,344.0,3567.259915854739,0.5528893241919687,2651.0,1301.0,1269.0,10.0,28580.0,0.0015405507355714825,0.0008517540550735572,0.4786872878159185,0.4907582044511505,0.003772161448509996,0.5092417955488495
70457,LA,17.0,12.0,6.0,19469.6,91.0,3244.933333333333,0.3529411764705882,,,,,,,,,,,
70458,LA,38795.0,35014.0,24091.0,117514562.79,940.0,4877.944576397826,0.6209820853202732,37164.0,28816.0,6259.0,1665.0,30996.0,0.0010438865568830052,0.0006482348509310085,0.16841567107953934,0.7753740178667528,0.04480142072973846,0.22462598213324722
70459,LA,72.0,65.0,36.0,385058.46,121.0,10696.068333333333,0.5,,,,,,,,,,,
70460,LA,23984.0,21454.0,14190.0,66153173.870000005,659.0,4661.957284707541,0.5916444296197465,22334.0,14546.0,5910.0,2058.0,26053.0,0.0010738783916898003,0.0006353541685322826,0.264618966598012,0.6512939912241426,0.09214650308946001,0.34870600877585745
70461,LA,27582.0,25011.0,17103.0,91606749.43,567.0,5356.180168976203,0.6200783119425712,32900.0,21690.0,6377.0,3013.0,38738.0,0.0008383586626139817,0.0005198480243161094,0.19382978723404257,0.6592705167173253,0.09158054711246201,0.34072948328267477
70462,LA,7905.0,7267.0,4558.0,20887308.02,305.0,4582.559899078543,0.5765970904490828,5317.0,4532.0,428.0,120.0,22415.0,0.001486740643219861,0.0008572503291329697,0.08049652059432011,0.8523603535828475,0.02256911792364115,0.14763964641715252
70463,LA,359.0,337.0,245.0,1110039.53,305.0,4530.773591836735,0.6824512534818942,84.0,54.0,30.0,0.0,14625.0,0.0042738095238095235,0.0029166666666666664,0.35714285714285715,0.6428571428571429,0.0,0.35714285714285715
70464,LA,283.0,271.0,179.0,787250.72,84.0,4398.048715083799,0.6325088339222615,532.0,532.0,0.0,0.0,22813.0,0.0005319548872180451,0.00033646616541353384,0.0,1.0,0.0,0.0
70465,LA,1520.0,1460.0,905.0,4087234.04,166.0,4516.280707182321,0.5953947368421053,633.0,14.0,619.0,0.0,12708.0,0.002401263823064771,0.001429699842022117,0.9778830963665087,0.022116903633491312,0.0,0.9778830963665087
70466,LA,8761.0,8082.0,5023.0,15122421.25,309.0,3010.63532749353,0.5733363771258989,10753.0,8110.0,2007.0,658.0,24841.0,0.0008147493722682042,0.0004671254533618525,0.18664558727796893,0.754208127964289,0.06119222542546266,0.24579187203571096
70467,LA,42.0,41.0,19.0,58032.38,124.0,3054.335789473684,0.4523809523809524,,,,,,,,,,,
70468,LA,6.0,5.0,2.0,19394.04,127.0,9697.02,0.3333333333333333,,,,,,,,,,,
70469,LA,23.0,21.0,12.0,63047.01,109.0,5253.9175000000005,0.5217391304347826,,,,,,,,,,,
70470,LA,35.0,26.0,10.0,39164.4,92.0,3916.44,0.2857142857142857,,,,,,,,,,,
70471,LA,16352.0,14404.0,8829.0,22745016.67,477.0,2576.1713297089136,0.5399339530332681,22284.0,20941.0,429.0,991.0,41934.0,0.0007338000359001975,0.00039620355411954764,0.019251480883144857,0.9397325435289894,0.044471369592532756,0.06026745647101059
70472,LA,4.0,3.0,2.0,1320.0,129.0,660.0,0.5,,,,,,,,,,,
70477,LA,1.0,1.0,1.0,10566.99,46.0,10566.99,1.0,,,,,,,,,,,
70479,LA,1.0,1.0,1.0,10241.36,44.0,10241.36,1.0,,,,,,,,,,,
70481,LA,1.0,1.0,1.0,2358.0,46.0,2358.0,1.0,,,,,,,,,,,
70485,LA,2.0,2.0,1.0,1561.0,46.0,1561.0,0.5,,,,,,,,,,,
70488,LA,1.0,1.0,1.0,2000.0,46.0,2000.0,1.0,,,,,,,,,,,
70495,LA,3.0,3.0,1.0,2000.0,95.0,2000.0,0.3333333333333333,,,,,,,,,,,
70497,LA,1.0,1.0,1.0,5743.94,46.0,5743.94,1.0,,,,,,,,,,,
70501,LA,8472.0,7331.0,2441.0,6269386.42,497.0,2568.3680540761984,0.2881255901794145,30044.0,7193.0,22109.0,744.0,17446.0,0.0002819864199174544,8.124750366129677e-05,0.73588736519771,0.23941552389828252,0.02476367993609373,0.7605844761017175
70502,LA,31.0,22.0,8.0,26106.4,81.0,3263.3,0.2580645161290322,,,,,,,,,,,
70503,LA,2224.0,1810.0,769.0,4703080.29,423.0,6115.839128738621,0.345773381294964,31542.0,25410.0,3254.0,1191.0,35411.0,7.050916238665905e-05,2.4380191490710797e-05,0.10316403525458119,0.8055925432756325,0.03775917823853909,0.19440745672436752
70504,LA,54.0,34.0,5.0,13310.49,128.0,2662.098,0.0925925925925925,,,,,,,,,,,
70505,LA,12.0,7.0,3.0,6106.3,85.0,2035.4333333333332,0.25,,,,,,,,,,,
70506,LA,6145.0,4899.0,1870.0,8581913.34,560.0,4589.258470588236,0.3043124491456468,41212.0,28635.0,9232.0,2699.0,29842.0,0.00014910705619722411,4.537513345627487e-05,0.22401242356595166,0.6948218965349898,0.06549063379598176,0.3051781034650102
70507,LA,3473.0,2988.0,1048.0,2968101.86,313.0,2832.158263358778,0.3017564065649294,18260.0,9332.0,7861.0,451.0,31311.0,0.00019019715224534504,5.739320920043812e-05,0.43050383351588173,0.5110624315443593,0.02469879518072289,0.48893756845564074
70508,LA,4666.0,3849.0,1899.0,12019834.72,519.0,6329.560147446024,0.4069867123874839,38704.0,32183.0,3906.0,1202.0,39734.0,0.00012055601488218271,4.906469615543613e-05,0.10091980157089707,0.8315161223646135,0.031056221579164944,0.16848387763538653
70509,LA,13.0,11.0,4.0,7644.719999999999,81.0,1911.18,0.3076923076923077,,,,,,,,,,,
70510,LA,15399.0,12653.0,5793.0,23487617.3,679.0,4054.482530640428,0.3761932593025521,25212.0,17158.0,6530.0,1125.0,27330.0,0.0006107805806758686,0.00022977153736316038,0.2590036490560051,0.6805489449468507,0.04462160875773441,0.3194510550531493
70511,LA,37.0,33.0,18.0,34158.619999999995,44.0,1897.7011111111108,0.4864864864864865,,,,,,,,,,,
70512,LA,2363.0,2141.0,814.0,2156967.95,311.0,2649.8377764127767,0.3444773592890393,10315.0,8182.0,1718.0,157.0,28667.0,0.0002290838584585555,7.891420261754726e-05,0.16655356277266117,0.7932137663596703,0.015220552593310713,0.2067862336403296
70513,LA,65.0,50.0,25.0,90027.70999999999,41.0,3601.1084,0.3846153846153846,215.0,145.0,0.0,0.0,55469.0,0.00030232558139534885,0.00011627906976744185,0.0,0.6744186046511628,0.0,0.32558139534883723
70514,LA,2117.0,1954.0,922.0,3258666.75,220.0,3534.345715835141,0.4355219650448748,1891.0,699.0,1126.0,28.0,28528.0,0.0011195134849286094,0.0004875727128503438,0.5954521417239556,0.36964569011105236,0.014806980433632998,0.6303543098889477
70515,LA,1408.0,1139.0,400.0,940601.95,321.0,2351.504875,0.2840909090909091,3953.0,2912.0,655.0,459.0,19191.0,0.0003561851758158361,0.00010118897040222615,0.16569693903364532,0.7366557045282064,0.11611434353655452,0.26334429547179355
70516,LA,561.0,493.0,208.0,753643.16,172.0,3623.2844230769233,0.3707664884135472,772.0,658.0,45.0,81.0,,0.0007266839378238342,0.0002694300518134715,0.05829015544041451,0.8523316062176166,0.10492227979274611,0.14766839378238342
70517,LA,11236.0,10221.0,4452.0,11626285.58,501.0,2611.474748427673,0.3962264150943396,27580.0,18133.0,8110.0,1188.0,25601.0,0.00040739666424945614,0.00016142131979695432,0.29405366207396666,0.6574691805656273,0.043074691805656276,0.34253081943437275
70518,LA,2520.0,2120.0,865.0,2905704.2,340.0,3359.1956069364164,0.3432539682539682,14721.0,11021.0,2500.0,434.0,40232.0,0.00017118402282453638,5.875959513619999e-05,0.1698254194687861,0.7486583791861966,0.029481692819781264,0.2513416208138034
70519,LA,183.0,171.0,85.0,217371.51,92.0,2557.311882352941,0.4644808743169399,195.0,103.0,92.0,0.0,29511.0,0.0009384615384615384,0.0004358974358974359,0.4717948717948718,0.5282051282051282,0.0,0.4717948717948718
70520,LA,3798.0,3248.0,1025.0,3033332.3200000003,417.0,2959.348604878049,0.2698788836229595,21805.0,14974.0,6510.0,1046.0,30574.0,0.00017418023389130933,4.7007567071772534e-05,0.2985553772070626,0.6867232286172896,0.0479706489337308,0.3132767713827104
70521,LA,53.0,42.0,16.0,36878.39,94.0,2304.899375,0.3018867924528302,,,,,,,,,,,
70522,LA,313.0,275.0,103.0,376036.98,82.0,3650.844466019417,0.329073482428115,,,,,,,,,,,
70523,LA,592.0,541.0,209.0,725560.0,130.0,3471.5789473684213,0.3530405405405405,778.0,190.0,279.0,6.0,24638.0,0.0007609254498714652,0.0002686375321336761,0.35861182519280205,0.2442159383033419,0.007712082262210797,0.7557840616966581
70524,LA,134.0,110.0,40.0,102593.42,33.0,2564.8355,0.2985074626865671,193.0,105.0,88.0,7.0,26923.0,0.0006943005181347151,0.00020725388601036267,0.45595854922279794,0.5440414507772021,0.03626943005181347,0.45595854922279794
70525,LA,4430.0,3807.0,1403.0,4658803.86,205.0,3320.6014682822524,0.3167042889390519,15467.0,11139.0,2897.0,780.0,21933.0,0.00028641624102928817,9.070925195577681e-05,0.1873019978017715,0.720178444430077,0.050429947630439,0.27982155556992305
70526,LA,11552.0,9893.0,4238.0,11006912.069999998,555.0,2597.194919773477,0.3668628808864266,18210.0,13529.0,3841.0,348.0,22337.0,0.0006343767160900604,0.0002327292696320703,0.21092806150466775,0.742943437671609,0.019110378912685338,0.25705656232839097
70527,LA,28.0,23.0,9.0,21745.98,40.0,2416.22,0.3214285714285714,,,,,,,,,,,
70528,LA,2365.0,2022.0,1326.0,8447106.120000001,255.0,6370.366606334843,0.560676532769556,2370.0,2129.0,194.0,28.0,23815.0,0.0009978902953586498,0.000559493670886076,0.08185654008438818,0.8983122362869198,0.01181434599156118,0.10168776371308016
70529,LA,3071.0,2670.0,1088.0,4968319.87,325.0,4566.47046875,0.3542819928362097,12999.0,9391.0,2570.0,1111.0,27406.0,0.0002362489422263251,8.369874605738903e-05,0.19770751596276637,0.7224401877067467,0.08546811293176398,0.2775598122932533
70530,LA,2.0,2.0,1.0,4491.87,82.0,4491.87,0.5,,,,,,,,,,,
70531,LA,646.0,539.0,226.0,665437.75,152.0,2944.414823008849,0.3498452012383901,1757.0,1757.0,0.0,0.0,59583.0,0.0003676721684689812,0.000128628343767786,0.0,1.0,0.0,0.0
70532,LA,2358.0,2007.0,1011.0,2516184.66,111.0,2488.8077744807124,0.4287531806615776,2278.0,1466.0,361.0,61.0,27388.0,0.0010351185250219491,0.0004438103599648815,0.1584723441615452,0.6435469710272168,0.026777875329236173,0.35645302897278314
70533,LA,5665.0,4804.0,2760.0,15472260.31,291.0,5605.891416666666,0.4872021182700794,7098.0,6326.0,370.0,160.0,25870.0,0.0007981121442659904,0.0003888419273034658,0.05212735981966751,0.891236968160045,0.022541561003099463,0.10876303183995492
70534,LA,559.0,483.0,253.0,783863.99,85.0,3098.276640316205,0.4525939177101968,676.0,671.0,0.0,5.0,32847.0,0.0008269230769230769,0.0003742603550295858,0.0,0.992603550295858,0.0073964497041420114,0.0073964497041420114
70535,LA,7039.0,5843.0,2061.0,6278851.0600000005,346.0,3046.507064531781,0.292797272339821,17344.0,12697.0,4002.0,808.0,21367.0,0.00040584640221402214,0.00011883071955719556,0.23074261992619927,0.7320687269372693,0.04658671586715867,0.2679312730627306
70536,LA,4.0,4.0,1.0,2552.12,81.0,2552.12,0.25,,,,,,,,,,,
70537,LA,381.0,324.0,144.0,346613.06,40.0,2407.035138888889,0.3779527559055118,387.0,381.0,0.0,20.0,28512.0,0.0009844961240310078,0.00037209302325581393,0.0,0.9844961240310077,0.05167958656330749,0.015503875968992248
70538,LA,10718.0,9671.0,4440.0,14223264.88,616.0,3203.438036036036,0.4142563911177458,14228.0,6831.0,6478.0,373.0,22572.0,0.0007533033455158842,0.0003120607253303346,0.455299409614844,0.4801096429575485,0.026215912285633962,0.5198903570424515
70540,LA,17.0,16.0,5.0,8720.49,89.0,1744.098,0.2941176470588235,,,,,,,,,,,
70541,LA,385.0,333.0,119.0,328227.73000000004,43.0,2758.2162184873955,0.3090909090909091,376.0,148.0,226.0,5.0,19213.0,0.001023936170212766,0.00031648936170212765,0.601063829787234,0.39361702127659576,0.013297872340425532,0.6063829787234043
70542,LA,2435.0,2077.0,1023.0,3081029.03,280.0,3011.7585826001955,0.4201232032854209,3958.0,3716.0,235.0,18.0,20714.0,0.0006152097018696311,0.00025846387064173824,0.05937342091965639,0.9388580090955028,0.004547751389590703,0.06114199090449722
70543,LA,1878.0,1590.0,643.0,1667145.84,242.0,2592.761804043546,0.3423855165069223,4738.0,4580.0,51.0,94.0,34083.0,0.0003963697762769101,0.0001357112705783031,0.010764035457999156,0.9666525960320811,0.019839594765723934,0.03334740396791895
70544,LA,7679.0,6951.0,2983.0,8027404.029999999,302.0,2691.0506302380154,0.3884620393280375,10990.0,4731.0,5700.0,91.0,26111.0,0.0006987261146496814,0.0002714285714285714,0.5186533212010919,0.43048225659690625,0.008280254777070064,0.5695177434030937
70546,LA,14027.0,11864.0,5628.0,13245033.0,424.0,2353.417377398721,0.4012262066015541,16752.0,13534.0,2464.0,224.0,24062.0,0.0008373328557784146,0.00033595988538681946,0.14708691499522444,0.8079035339063992,0.013371537726838587,0.19209646609360076
70548,LA,5477.0,4438.0,1911.0,7307886.400000001,334.0,3824.1163788592366,0.3489136388533869,10199.0,9328.0,546.0,458.0,19842.0,0.0005370134326894793,0.0001873713109128346,0.053534660260809885,0.9145994705363271,0.044906363368957744,0.08540052946367291
70549,LA,3898.0,3298.0,1703.0,4519762.32,377.0,2654.0001879036995,0.4368907131862493,3449.0,3063.0,244.0,247.0,19683.0,0.0011301826616410553,0.0004937663090750943,0.07074514351986083,0.8880835024644824,0.07161496085821978,0.11191649753551754
70550,LA,254.0,212.0,92.0,227088.18,87.0,2468.349782608696,0.3622047244094488,0.0,0.0,0.0,0.0,,inf,inf,,,,
70551,LA,149.0,136.0,42.0,119320.76,78.0,2840.970476190476,0.2818791946308724,,,,,,,,,,,
70552,LA,540.0,484.0,187.0,488651.2,92.0,2613.1080213903742,0.3462962962962962,1544.0,1001.0,504.0,0.0,17066.0,0.0003497409326424871,0.0001211139896373057,0.32642487046632124,0.6483160621761658,0.0,0.35168393782383417
70554,LA,1778.0,1519.0,534.0,1335527.27,408.0,2500.987397003745,0.3003374578177727,5611.0,3266.0,2107.0,46.0,18411.0,0.0003168775619319195,9.517020139012654e-05,0.3755123863838888,0.5820709320976653,0.008198182142220638,0.4179290679023347
70555,LA,2514.0,2191.0,909.0,5096448.2,321.0,5606.6536853685375,0.3615751789976134,8409.0,7174.0,917.0,152.0,34164.0,0.0002989653942204781,0.0001080984659293614,0.10904982756570342,0.8531335473897015,0.018075871090498276,0.1468664526102985
70556,LA,576.0,486.0,232.0,561234.46,166.0,2419.114051724138,0.4027777777777778,362.0,278.0,84.0,10.0,22602.0,0.001591160220994475,0.0006408839779005525,0.23204419889502761,0.7679558011049724,0.027624309392265192,0.23204419889502761
70558,LA,78.0,64.0,27.0,117713.51,166.0,4359.75962962963,0.3461538461538461,13.0,1.0,12.0,0.0,,0.006,0.002076923076923077,0.9230769230769231,0.07692307692307693,0.0,0.9230769230769231
70559,LA,1573.0,1338.0,616.0,2057817.49,259.0,3340.6128084415586,0.3916083916083916,3144.0,3037.0,52.0,1.0,25941.0,0.0005003180661577608,0.00019592875318066158,0.01653944020356234,0.9659669211195929,0.0003180661577608143,0.034033078880407124
70560,LA,27981.0,24679.0,10875.0,33955281.86,736.0,3122.324768735632,0.3886565883992709,39448.0,22322.0,13258.0,2216.0,23482.0,0.0007093135266680186,0.00027567937538024737,0.33608801460150073,0.5658588521598054,0.05617521800851754,0.4341411478401947
70561,LA,3.0,3.0,2.0,4000.0,137.0,2000.0,0.6666666666666666,,,,,,,,,,,
70562,LA,39.0,31.0,15.0,29925.18,41.0,1995.012,0.3846153846153846,,,,,,,,,,,
70563,LA,6849.0,6122.0,2184.0,3559507.18,354.0,1629.81097985348,0.3188786684187472,18381.0,13814.0,3561.0,815.0,36073.0,0.00037261302431858983,0.00011881834503019423,0.19373265872368206,0.7515369131168054,0.04433926336978401,0.2484630868831946
70568,LA,2.0,1.0,1.0,4358.0,86.0,4358.0,0.5,,,,,,,,,,,
70569,LA,127.0,109.0,52.0,265121.62,166.0,5098.492692307692,0.4094488188976378,,,,,,,,,,,
70570,LA,19228.0,17185.0,6572.0,16047419.42,515.0,2441.786278149726,0.3417932182234242,39184.0,15559.0,22937.0,727.0,22031.0,0.000490710494079216,0.00016772151898734178,0.5853664761126991,0.3970753368721927,0.018553491220906493,0.6029246631278072
70571,LA,27.0,22.0,9.0,18326.9,94.0,2036.3222222222223,0.3333333333333333,,,,,,,,,,,
70575,LA,73.0,60.0,20.0,65491.78,95.0,3274.589,0.273972602739726,0.0,0.0,0.0,0.0,,inf,inf,,,,
70576,LA,234.0,197.0,62.0,100772.13,33.0,1625.356935483871,0.2649572649572649,1576.0,1180.0,78.0,252.0,22407.0,0.00014847715736040609,3.934010152284264e-05,0.04949238578680203,0.748730964467005,0.1598984771573604,0.2512690355329949
70577,LA,1907.0,1706.0,626.0,1648712.45,218.0,2633.725958466453,0.3282642894598846,3272.0,2518.0,622.0,75.0,26222.0,0.0005828239608801956,0.000191320293398533,0.19009779951100245,0.769559902200489,0.022921760391198046,0.230440097799511
70578,LA,7153.0,6290.0,2587.0,8549382.01,480.0,3304.7475879396984,0.3616664336641968,17727.0,13158.0,3869.0,191.0,26812.0,0.00040350877192982455,0.00014593557849607944,0.2182546398149715,0.7422575731934338,0.010774524736277994,0.2577424268065662
70580,LA,37.0,34.0,6.0,12654.72,33.0,2109.1200000000003,0.1621621621621621,160.0,160.0,0.0,0.0,47595.0,0.00023125,3.75e-05,0.0,1.0,0.0,0.0
70581,LA,786.0,673.0,360.0,874686.3300000001,83.0,2429.68425,0.4580152671755725,918.0,733.0,185.0,0.0,14480.0,0.0008562091503267974,0.000392156862745098,0.20152505446623092,0.7984749455337691,0.0,0.20152505446623092
70582,LA,8682.0,7954.0,3239.0,9305353.4,256.0,2872.9093547391167,0.3730707210320202,19806.0,12584.0,6612.0,230.0,25509.0,0.00043835201454104814,0.00016353630213066748,0.33383823083913966,0.6353630213066748,0.011612642633545391,0.36463697869332523
70583,LA,2456.0,2160.0,742.0,2466651.12,217.0,3324.327654986523,0.3021172638436482,11072.0,8471.0,1945.0,1282.0,31369.0,0.0002218208092485549,6.701589595375724e-05,0.17566835260115607,0.7650830924855492,0.11578757225433527,0.23491690751445088
70584,LA,1721.0,1477.0,474.0,1177082.37,242.0,2483.2961392405064,0.2754212667054038,7051.0,4876.0,1985.0,173.0,22753.0,0.00024407885406325345,6.722450716210466e-05,0.2815203517231598,0.6915331158700894,0.02453552687562048,0.30846688412991063
70585,LA,141.0,127.0,57.0,164136.68,76.0,2879.590877192982,0.4042553191489361,340.0,340.0,0.0,0.0,20057.0,0.0004147058823529412,0.0001676470588235294,0.0,1.0,0.0,0.0
70586,LA,6088.0,5285.0,1755.0,4813061.949999999,320.0,2742.485441595441,0.2882720105124836,19374.0,12667.0,5818.0,461.0,18704.0,0.0003142355734489522,9.058532053267266e-05,0.30029937029007947,0.6538143904201508,0.023794776504593787,0.3461856095798493
70587,LA,2.0,2.0,1.0,95.6,79.0,95.6,0.5,,,,,,,,,,,
70589,LA,1295.0,1162.0,443.0,1473303.77,244.0,3325.742144469526,0.3420849420849421,2675.0,1563.0,1104.0,39.0,17713.0,0.00048411214953271025,0.000165607476635514,0.4127102803738318,0.5842990654205608,0.014579439252336448,0.41570093457943924
70591,LA,5087.0,4437.0,2334.0,6433264.48,327.0,2756.325826906598,0.4588165913111853,4929.0,4019.0,749.0,153.0,25231.0,0.0010320551836072226,0.00047352404138770545,0.15195780077094745,0.8153783728951106,0.0310407790626902,0.18462162710488944
70592,LA,3979.0,3435.0,1612.0,11535618.94,395.0,7156.091153846153,0.4051269163106308,26442.0,21878.0,3135.0,1171.0,46153.0,0.0001504802964979956,6.096361848574238e-05,0.11856137962332652,0.8273958096966947,0.044285606232508885,0.17260419030330534
70595,LA,10.0,6.0,1.0,366.13,82.0,366.13,0.1,,,,,,,,,,,
70596,LA,3.0,2.0,1.0,2000.0,85.0,2000.0,0.3333333333333333,,,,,,,,,,,
70598,LA,4.0,2.0,1.0,2000.0,41.0,2000.0,0.25,,,,,,,,,,,
70600,LA,2.0,2.0,1.0,1112.06,81.0,1112.06,0.5,,,,,,,,,,,
70601,LA,63501.0,53917.0,31641.0,93839517.28,1065.0,2965.757001358996,0.4982756177068078,31831.0,9745.0,21037.0,972.0,23875.0,0.0019949420376362665,0.0009940309760924884,0.6608966102227388,0.3061480946247369,0.030536269674216958,0.6938519053752631
70602,LA,91.0,75.0,42.0,96307.82,158.0,2293.043333333333,0.4615384615384615,,,,,,,,,,,
70605,LA,42016.0,37312.0,22244.0,57476275.49,723.0,2583.9001748786186,0.5294173648134044,38280.0,31845.0,3734.0,1555.0,36467.0,0.0010975966562173458,0.0005810867293625915,0.09754440961337513,0.8318965517241379,0.04062173458725183,0.16810344827586207
70606,LA,90.0,78.0,50.0,149011.6,126.0,2980.232,0.5555555555555556,,,,,,,,,,,
70607,LA,42401.0,36955.0,22484.0,76592433.79,810.0,3406.530590197474,0.530270512487913,29157.0,15261.0,11278.0,1227.0,23794.0,0.0014542305449806222,0.0007711355763624515,0.3868024831086875,0.5234077579997942,0.04208251877765202,0.4765922420002058
70609,LA,765.0,684.0,587.0,1410455.12,161.0,2402.819625212947,0.7673202614379085,,,,,,,,,,,
70610,LA,2.0,1.0,1.0,6719.97,40.0,6719.97,0.5,,,,,,,,,,,
70611,LA,21656.0,19177.0,11570.0,29750766.18,483.0,2571.371320656871,0.5342630217953453,19132.0,16763.0,1734.0,433.0,41816.0,0.0011319255697261133,0.0006047459753292912,0.090633493623249,0.8761760401421702,0.022632239180430693,0.12382395985782982
70612,LA,19.0,17.0,14.0,39386.3,80.0,2813.307142857143,0.7368421052631579,,,,,,,,,,,
70615,LA,20684.0,17751.0,10863.0,36804096.33,440.0,3388.0232283899472,0.5251885515374203,13473.0,5518.0,6954.0,686.0,18633.0,0.0015352185853187857,0.0008062792251169004,0.516143397906925,0.4095598604616641,0.05091664811103689,0.590440139538336
70616,LA,26.0,22.0,14.0,48581.77,84.0,3470.1264285714287,0.5384615384615384,,,,,,,,,,,
70617,LA,1.0,1.0,1.0,2000.0,51.0,2000.0,1.0,,,,,,,,,,,
70619,LA,1.0,1.0,1.0,251.14,40.0,251.14,1.0,,,,,,,,,,,
70629,LA,13.0,9.0,3.0,5141.14,40.0,1713.7133333333334,0.2307692307692307,,,,,,,,,,,
70630,LA,1514.0,1374.0,847.0,3141366.86,208.0,3708.815655253837,0.559445178335535,2504.0,2352.0,12.0,237.0,43478.0,0.000604632587859425,0.00033825878594249205,0.004792332268370607,0.939297124600639,0.09464856230031948,0.06070287539936102
70631,LA,4975.0,4310.0,2775.0,30416043.720000003,389.0,10960.736475675676,0.5577889447236181,457.0,449.0,2.0,1.0,26576.0,0.01088621444201313,0.006072210065645514,0.00437636761487965,0.9824945295404814,0.002188183807439825,0.0175054704595186
70632,LA,1115.0,1021.0,752.0,7594633.4,77.0,10099.246542553192,0.6744394618834081,465.0,338.0,100.0,0.0,48356.0,0.0023978494623655916,0.0016172043010752688,0.21505376344086022,0.7268817204301076,0.0,0.2731182795698925
70633,LA,9040.0,7769.0,4691.0,13730027.3,152.0,2926.8870816457043,0.5189159292035398,8506.0,7597.0,256.0,239.0,24778.0,0.0010627792146719963,0.0005514930637197273,0.030096402539383966,0.893134258170703,0.028097813308253,0.10686574182929696
70634,LA,18671.0,16121.0,8439.0,21424297.58,605.0,2538.724680649366,0.4519843607733919,28024.0,21657.0,4774.0,1609.0,27363.0,0.0006662503568369969,0.00030113474165001424,0.17035398230088494,0.7728018840993435,0.05741507279474736,0.22719811590065658
70635,LA,2.0,2.0,1.0,3352.0,73.0,3352.0,0.5,,,,,,,,,,,
70637,LA,621.0,546.0,300.0,1111204.92,150.0,3704.0164,0.4830917874396135,920.0,920.0,0.0,0.0,33800.0,0.000675,0.00032608695652173916,0.0,1.0,0.0,0.0
70638,LA,674.0,578.0,250.0,631382.09,198.0,2525.52836,0.3709198813056379,1322.0,1002.0,0.0,138.0,32000.0,0.0005098335854765507,0.00018910741301059,0.0,0.7579425113464447,0.1043872919818457,0.24205748865355523
70639,LA,529.0,441.0,308.0,2313694.79,74.0,7511.996071428572,0.5822306238185255,300.0,292.0,0.0,8.0,21852.0,0.0017633333333333333,0.0010266666666666666,0.0,0.9733333333333334,0.02666666666666667,0.02666666666666667
70640,LA,525.0,450.0,243.0,745158.48,167.0,3066.495802469136,0.4628571428571428,259.0,119.0,139.0,0.0,9970.0,0.002027027027027027,0.0009382239382239383,0.5366795366795367,0.4594594594594595,0.0,0.5405405405405406
70641,LA,4.0,4.0,2.0,4121.24,126.0,2060.62,0.5,,,,,,,,,,,
70642,LA,4.0,3.0,2.0,4247.4,135.0,2123.7,0.5,,,,,,,,,,,
70643,LA,804.0,704.0,538.0,5192418.81,153.0,9651.336078066914,0.6691542288557214,313.0,313.0,0.0,0.0,28301.0,0.0025686900958466455,0.001718849840255591,0.0,1.0,0.0,0.0
70644,LA,211.0,185.0,90.0,240990.96,113.0,2677.677333333333,0.4265402843601896,582.0,582.0,0.0,0.0,,0.00036254295532646045,0.00015463917525773197,0.0,1.0,0.0,0.0
70645,LA,2502.0,2229.0,1578.0,12428317.89,117.0,7875.993593155893,0.6306954436450839,1315.0,1315.0,0.0,83.0,17480.0,0.0019026615969581749,0.0012,0.0,1.0,0.06311787072243347,0.0
70646,LA,750.0,665.0,414.0,1413805.07,143.0,3414.98809178744,0.552,623.0,623.0,0.0,0.0,,0.001203852327447833,0.0006645264847512039,0.0,1.0,0.0,0.0
