zipcode,state,totalValidRegistrations,ihpReferrals,ihpEligible,ihpAmount,FIP_disaster_count,average_project,approved_rate,pop_total,pop_white,pop_black,pop_latino,median_income,application_per_thousand,approval_per_thousand,pct_black,pct_white,pct_latino,non_white
70116,LA,23639.0,21227.0,15091.0,105473777.9,654.0,6989.184142866609,0.6383941791107914,11950.0,6099.0,5299.0,699.0,29330.0,0.0019781589958158996,0.001262845188284519,0.44343096234309626,0.5103765690376569,0.05849372384937238,0.4896234309623431
70117,LA,69038.0,63368.0,44565.0,443666404.42,1257.0,9955.489833277235,0.6455140647179815,27404.0,8498.0,17755.0,1186.0,21918.0,0.0025192672602539776,0.0016262224492774777,0.6478981170632024,0.31010071522405486,0.04327835352503284,0.6898992847759451
70118,LA,48147.0,43241.0,30437.0,202407450.42,906.0,6650.04601044781,0.6321681517020791,36963.0,17467.0,15639.0,2395.0,22378.0,0.0013025728431133837,0.0008234450666883099,0.4230987744501258,0.47255363471579687,0.06479452425398372,0.5274463652842031
70119,LA,65956.0,59287.0,42091.0,359699477.49,1110.0,8545.757465729015,0.63816786948875,37779.0,16269.0,18955.0,2712.0,29916.0,0.001745837634664761,0.0011141374837872894,0.5017337674369359,0.43063606765663465,0.07178591280870325,0.5693639323433654
70120,LA,1.0,1.0,1.0,500.0,35.0,500.0,1.0,,,,,,,,,,,
70121,LA,18386.0,16320.0,10800.0,42951528.09,337.0,3976.993341666667,0.587403459153704,11361.0,8384.0,2419.0,1100.0,31924.0,0.0016183434556817182,0.0009506205439662001,0.21292139776428132,0.7379632074641317,0.09682246281137225,0.2620367925358683
70122,LA,62360.0,56874.0,40392.0,345431408.47,970.0,8551.975848435335,0.6477228992944195,38977.0,6561.0,30217.0,1405.0,25850.0,0.001599917900300177,0.0010363034610154707,0.7752520717346127,0.16833004079328834,0.03604689945352387,0.8316699592067116
70123,LA,33381.0,29667.0,20687.0,62924708.830000006,748.0,3041.751284864891,0.6197237949731883,27906.0,22808.0,3348.0,2053.0,40136.0,0.0011961943668028381,0.0007413101125206048,0.1199741990969684,0.8173152727012112,0.0735684082276213,0.1826847272987888
70124,LA,25553.0,23726.0,17988.0,113644416.59999998,534.0,6317.790560373581,0.7039486557351388,19362.0,16821.0,946.0,1396.0,49196.0,0.0013197500258237784,0.0009290362565850635,0.048858588988740834,0.868763557483731,0.07209998967048858,0.13123644251626898
70125,LA,30745.0,27992.0,19911.0,174380685.80999997,796.0,8758.007423534727,0.6476174987802895,18674.0,6786.0,10855.0,1219.0,24708.0,0.0016464067687694118,0.001066241833565385,0.5812894934133019,0.3633929527685552,0.06527792652886366,0.6366070472314448
70126,LA,56088.0,51308.0,36030.0,339866241.01,1044.0,9432.868193449902,0.6423833975181857,32024.0,1334.0,29555.0,1016.0,20505.0,0.0017514364226829877,0.0011250936797401949,0.9229015738196352,0.04165625780664502,0.03172620534599051,0.9583437421933549
70127,LA,44210.0,40286.0,27429.0,246492877.15,856.0,8986.579064129206,0.6204252431576567,24114.0,509.0,22987.0,207.0,20847.0,0.0018333748030189931,0.0011374720079621796,0.953263664261425,0.021108070000829395,0.008584224931575018,0.9788919299991706
70128,LA,29580.0,27013.0,18276.0,141821954.87,563.0,7760.010662617641,0.6178498985801217,19940.0,963.0,17073.0,314.0,24891.0,0.0014834503510531595,0.0009165496489468405,0.8562186559679037,0.04829488465396189,0.015747241725175526,0.9517051153460381
70129,LA,17017.0,15512.0,10516.0,91940252.1,627.0,8742.891983643973,0.6179702650290886,9892.0,1171.0,5080.0,1163.0,25967.0,0.0017202790133441163,0.0010630812778002425,0.5135463000404367,0.11837848766680145,0.11756975333602912,0.8816215123331985
70130,LA,22638.0,19647.0,14395.0,56937824.91,812.0,3955.389017714485,0.6358777277144624,14089.0,8970.0,4226.0,1068.0,41473.0,0.0016067854354460927,0.0010217190716161543,0.2999503158492441,0.6366669032578608,0.07580381858187238,0.36333309674213926
70131,LA,37533.0,33262.0,22005.0,94314814.21,691.0,4286.062904339922,0.5862840700183838,29456.0,7514.0,18372.0,2274.0,31937.0,0.0012742055947854427,0.000747046442151005,0.6237099402498643,0.25509234111895707,0.07719989136338946,0.7449076588810429
70132,LA,7.0,7.0,7.0,44574.45,121.0,6367.778571428571,1.0,,,,,,,,,,,
70133,LA,1.0,1.0,1.0,1861.0,35.0,1861.0,1.0,,,,,,,,,,,
70134,LA,3.0,3.0,1.0,2000.0,76.0,2000.0,0.3333333333333333,,,,,,,,,,,
70135,LA,2.0,1.0,1.0,1561.0,35.0,1561.0,0.5,,,,,,,,,,,
70136,LA,2.0,1.0,1.0,4358.0,35.0,4358.0,0.5,,,,,,,,,,,
70137,LA,4.0,3.0,3.0,5122.0,185.0,1707.3333333333333,0.75,,,,,,,,,,,
70138,LA,2.0,2.0,1.0,4688.9,35.0,4688.9,0.5,,,,,,,,,,,
70139,LA,44.0,36.0,23.0,49226.0,35.0,2140.260869565217,0.5227272727272727,0.0,0.0,0.0,0.0,,inf,inf,,,,
70140,LA,32.0,31.0,18.0,62500.64,35.0,3472.257777777778,0.5625,,,,,,,,,,,
70141,LA,10.0,9.0,6.0,19431.28,127.0,3238.5466666666666,0.6,,,,,,,,,,,
70142,LA,96.0,65.0,47.0,192213.74,121.0,4089.654042553191,0.4895833333333333,,,,,,,,,,,
70143,LA,50.0,38.0,26.0,93510.56,76.0,3596.56,0.52,,,,,,,,,,,
70144,LA,2.0,1.0,1.0,2000.0,35.0,2000.0,0.5,,,,,,,,,,,
70145,LA,11.0,7.0,4.0,10358.0,79.0,2589.5,0.3636363636363636,,,,,,,,,,,
70146,LA,49.0,37.0,28.0,142157.02000000002,155.0,5077.0364285714295,0.5714285714285714,,,,,,,,,,,
70147,LA,2.0,2.0,2.0,714.7,46.0,357.35,1.0,,,,,,,,,,,
70148,LA,1472.0,1304.0,996.0,4864614.78,382.0,4884.151385542169,0.6766304347826086,,,,,,,,,,,
70150,LA,10.0,6.0,4.0,23980.55,35.0,5995.1375,0.4,,,,,,,,,,,
70151,LA,7.0,6.0,2.0,13100.13,35.0,6550.065,0.2857142857142857,,,,,,,,,,,
70152,LA,9.0,7.0,3.0,6358.0,81.0,2119.333333333333,0.3333333333333333,,,,,,,,,,,
70153,LA,15.0,13.0,10.0,58981.71,35.0,5898.171,0.6666666666666666,,,,,,,,,,,
70154,LA,8.0,6.0,4.0,14716.0,35.0,3679.0,0.5,,,,,,,,,,,
70155,LA,1.0,1.0,1.0,4358.0,35.0,4358.0,1.0,,,,,,,,,,,
70156,LA,17.0,13.0,7.0,39672.23,81.0,5667.461428571429,0.4117647058823529,,,,,,,,,,,
70158,LA,15.0,14.0,13.0,33859.600000000006,35.0,2604.584615384616,0.8666666666666667,,,,,,,,,,,
70159,LA,7.0,7.0,5.0,27164.95,35.0,5432.99,0.7142857142857143,,,,,,,,,,,
70160,LA,25.0,20.0,14.0,63929.44,121.0,4566.388571428572,0.56,,,,,,,,,,,
70161,LA,19.0,19.0,11.0,34296.13,35.0,3117.83,0.5789473684210527,,,,,,,,,,,
70162,LA,54.0,52.0,32.0,226069.4,81.0,7064.66875,0.5925925925925926,,,,,,,,,,,
70163,LA,19.0,14.0,8.0,20432.0,81.0,2554.0,0.4210526315789473,0.0,0.0,0.0,0.0,,inf,inf,,,,
70164,LA,15.0,13.0,9.0,53852.0,81.0,5983.555555555556,0.6,,,,,,,,,,,
70165,LA,24.0,21.0,13.0,62501.19,81.0,4807.783846153847,0.5416666666666666,,,,,,,,,,,
70166,LA,27.0,27.0,21.0,136243.42,75.0,6487.781904761905,0.7777777777777778,,,,,,,,,,,
70167,LA,13.0,12.0,6.0,19074.0,35.0,3179.0,0.4615384615384615,,,,,,,,,,,
70170,LA,16.0,13.0,8.0,16088.0,35.0,2011.0,0.5,,,,,,,,,,,
70172,LA,9.0,9.0,8.0,39922.51,81.0,4990.31375,0.8888888888888888,,,,,,,,,,,
70174,LA,8.0,6.0,3.0,8716.0,35.0,2905.333333333333,0.375,,,,,,,,,,,
70175,LA,11.0,8.0,3.0,33513.08,35.0,11171.026666666668,0.2727272727272727,,,,,,,,,,,
70176,LA,4.0,4.0,4.0,13074.0,35.0,3268.5,1.0,,,,,,,,,,,
70177,LA,19.0,17.0,12.0,93432.67,81.0,7786.055833333333,0.631578947368421,,,,,,,,,,,
70178,LA,7.0,6.0,3.0,10744.0,35.0,3581.333333333333,0.4285714285714285,,,,,,,,,,,
70179,LA,11.0,10.0,6.0,35457.1,35.0,5909.516666666666,0.5454545454545454,,,,,,,,,,,
70180,LA,1.0,1.0,1.0,500.0,44.0,500.0,1.0,,,,,,,,,,,
70181,LA,16.0,15.0,10.0,35552.0,130.0,3555.2,0.625,,,,,,,,,,,
70182,LA,11.0,11.0,7.0,59278.96,81.0,8468.422857142858,0.6363636363636364,,,,,,,,,,,
70183,LA,2.0,2.0,1.0,2000.0,46.0,2000.0,0.5,,,,,,,,,,,
70184,LA,4.0,3.0,1.0,2000.0,79.0,2000.0,0.25,,,,,,,,,,,
70185,LA,9.0,9.0,6.0,24368.0,84.0,4061.3333333333335,0.6666666666666666,,,,,,,,,,,
70186,LA,10.0,10.0,3.0,15919.84,35.0,5306.613333333334,0.3,,,,,,,,,,,
70187,LA,6.0,5.0,3.0,11037.39,79.0,3679.13,0.5,,,,,,,,,,,
70188,LA,1.0,1.0,1.0,2686.33,41.0,2686.33,1.0,,,,,,,,,,,
70189,LA,10.0,9.0,4.0,24424.0,81.0,6106.0,0.4,,,,,,,,,,,
70190,LA,10.0,9.0,6.0,21488.9,35.0,3581.4833333333336,0.6,,,,,,,,,,,
70195,LA,7.0,7.0,4.0,8000.0,35.0,2000.0,0.5714285714285714,,,,,,,,,,,
70199,LA,1.0,1.0,1.0,4358.0,35.0,4358.0,1.0,,,,,,,,,,,
70204,LA,1.0,1.0,1.0,2000.0,40.0,2000.0,1.0,,,,,,,,,,,
70205,LA,1.0,1.0,1.0,31932.37,35.0,31932.37,1.0,,,,,,,,,,,
70211,LA,3.0,3.0,1.0,2000.0,75.0,2000.0,0.3333333333333333,,,,,,,,,,,
70214,LA,1.0,1.0,1.0,4358.0,46.0,4358.0,1.0,,,,,,,,,,,
70217,LA,2.0,1.0,1.0,2199.0,35.0,2199.0,0.5,,,,,,,,,,,
70227,LA,1.0,1.0,1.0,500.0,35.0,500.0,1.0,,,,,,,,,,,
70229,LA,1.0,1.0,1.0,28081.23,35.0,28081.23,1.0,,,,,,,,,,,
70233,LA,1.0,1.0,1.0,2000.0,46.0,2000.0,1.0,,,,,,,,,,,
70240,LA,1.0,1.0,1.0,2358.0,46.0,2358.0,1.0,,,,,,,,,,,
70247,LA,4.0,2.0,1.0,8172.38,78.0,8172.38,0.25,,,,,,,,,,,
70259,LA,1.0,1.0,1.0,1910.0,49.0,1910.0,1.0,,,,,,,,,,,
70260,LA,2.0,2.0,2.0,4000.0,40.0,2000.0,1.0,,,,,,,,,,,
70301,LA,35972.0,33141.0,19154.0,46962645.690000005,722.0,2451.845342487209,0.5324696986545091,45099.0,31977.0,10203.0,1381.0,30348.0,0.0007976230071620213,0.0004247100822634648,0.2262356149803765,0.709040111754141,0.030621521541497596,0.2909598882458591
70302,LA,30.0,26.0,13.0,55213.7,50.0,4247.207692307692,0.4333333333333333,,,,,,,,,,,
70304,LA,5.0,5.0,2.0,6921.0,134.0,3460.5,0.4,,,,,,,,,,,
70306,LA,1.0,1.0,1.0,799.0,49.0,799.0,1.0,,,,,,,,,,,
70310,LA,108.0,71.0,25.0,48157.47,180.0,1926.2988,0.2314814814814814,,,,,,,,,,,
70311,LA,2.0,2.0,2.0,5006.1,75.0,2503.05,1.0,,,,,,,,,,,
70313,LA,3.0,3.0,1.0,1300.0,81.0,1300.0,0.3333333333333333,,,,,,,,,,,
70314,LA,3.0,3.0,2.0,6433.04,135.0,3216.52,0.6666666666666666,,,,,,,,,,,
70339,LA,2552.0,2298.0,934.0,2267866.9400000004,326.0,2428.1230620985016,0.365987460815047,4423.0,4290.0,0.0,72.0,26353.0,0.0005769839475469139,0.00021116888989373728,0.0,0.9699299118245535,0.01627854397467782,0.03007008817544653
70340,LA,553.0,509.0,232.0,774551.3699999999,140.0,3338.5834913793096,0.4195298372513562,187.0,0.0,187.0,0.0,,0.0029572192513368984,0.0012406417112299467,1.0,0.0,0.0,1.0
70341,LA,3334.0,3155.0,1842.0,6064969.41,462.0,3292.6001140065146,0.55248950209958,4635.0,1498.0,3024.0,302.0,26612.0,0.0007193096008629989,0.00039741100323624593,0.6524271844660194,0.32319309600863,0.0651564185544768,0.67680690399137
70342,LA,2258.0,1979.0,827.0,1896326.07,85.0,2293.0182224909317,0.3662533215234721,4636.0,3689.0,700.0,315.0,23744.0,0.00048705780845556513,0.00017838654012079376,0.15099223468507333,0.7957290767903364,0.067946505608283,0.2042709232096635
70343,LA,4252.0,3947.0,2163.0,9559566.98,242.0,4419.587138233935,0.5087017873941675,5073.0,4868.0,14.0,1.0,36250.0,0.0008381628227873053,0.00042637492607924306,0.0027597082594125765,0.9595899862014587,0.00019712201852946975,0.0404100137985413
70344,LA,9049.0,8344.0,5217.0,33644586.96,335.0,6449.029511213341,0.5765277931263123,5651.0,5002.0,234.0,194.0,18987.0,0.0016013095027428775,0.0009231994337285436,0.04140860024774376,0.8851530702530526,0.034330207043001236,0.11484692974694745
70345,LA,9359.0,8760.0,4885.0,22625033.49,315.0,4631.531932446263,0.5219574740891121,9269.0,7467.0,127.0,1251.0,27692.0,0.0010097097853058582,0.0005270255691013053,0.013701585931599957,0.8055885208760384,0.1349660157514295,0.1944114791239616
70346,LA,9810.0,9111.0,4956.0,13963340.44,459.0,2817.4617514124293,0.5051987767584097,11177.0,2825.0,8110.0,268.0,19303.0,0.0008776952670662969,0.00044341057528853896,0.725597208553279,0.25275118547016195,0.023977811577346336,0.747248814529838
70347,LA,1.0,1.0,1.0,2000.0,46.0,2000.0,1.0,,,,,,,,,,,
70348,LA,2.0,2.0,2.0,1000.0,50.0,500.0,1.0,,,,,,,,,,,
70352,LA,96.0,84.0,41.0,53260.8,135.0,1299.0439024390244,0.4270833333333333,354.0,336.0,0.0,18.0,18545.0,0.0002711864406779661,0.00011581920903954802,0.0,0.9491525423728814,0.05084745762711865,0.05084745762711865
70353,LA,2801.0,2559.0,1714.0,12915312.29,224.0,7535.188033838973,0.611924312745448,798.0,386.0,0.0,11.0,12519.0,0.003510025062656642,0.0021478696741854637,0.0,0.48370927318295737,0.013784461152882205,0.5162907268170426
70354,LA,4888.0,4585.0,2677.0,16340466.99,266.0,6104.022035861039,0.5476677577741408,4334.0,3337.0,119.0,622.0,19340.0,0.0011278264882325798,0.0006176742039686201,0.027457314259344716,0.769958467928011,0.1435163820950623,0.23004153207198894
70355,LA,762.0,707.0,395.0,1306854.89,90.0,3308.493392405063,0.5183727034120735,1044.0,1044.0,0.0,0.0,31228.0,0.0007298850574712644,0.0003783524904214559,0.0,1.0,0.0,0.0
70356,LA,3234.0,3027.0,1685.0,6446628.650000001,296.0,3825.892373887241,0.5210265924551639,1685.0,927.0,738.0,118.0,28036.0,0.0019192878338278932,0.001,0.4379821958456973,0.5501483679525223,0.07002967359050445,0.44985163204747775
70357,LA,3843.0,3497.0,2105.0,12691411.41,232.0,6029.174066508313,0.5477491543065314,2622.0,2096.0,123.0,71.0,22733.0,0.001465675057208238,0.0008028222730739893,0.04691075514874142,0.7993897787948131,0.02707856598016781,0.20061022120518687
70358,LA,3339.0,2809.0,1797.0,13620347.64,394.0,7579.492287145243,0.5381850853548967,672.0,638.0,6.0,21.0,25345.0,0.00496875,0.002674107142857143,0.008928571428571428,0.9494047619047619,0.03125,0.050595238095238096
70359,LA,8227.0,7654.0,4365.0,14182824.01,306.0,3249.215122565865,0.5305700741461042,9893.0,5989.0,2932.0,557.0,24161.0,0.0008315980996664308,0.0004412210653997776,0.2963711715354291,0.6053775396745174,0.05630243606590519,0.39462246032548265
70360,LA,21560.0,19763.0,10787.0,24054573.82,728.0,2229.9595642903496,0.5003246753246753,29286.0,21667.0,4798.0,1381.0,30725.0,0.0007361879396298573,0.00036833299187325,0.1638325479751417,0.7398415625213413,0.04715563750597555,0.26015843747865874
70361,LA,91.0,78.0,34.0,115907.65,136.0,3409.0485294117643,0.3736263736263736,,,,,,,,,,,
70362,LA,2.0,2.0,2.0,17211.41,86.0,8605.705,1.0,,,,,,,,,,,
70363,LA,30999.0,28579.0,16400.0,77280200.16000001,421.0,4712.207326829269,0.5290493241717474,25210.0,15095.0,7169.0,1787.0,23154.0,0.001229631098770329,0.000650535501785006,0.28437128123760413,0.5987703292344307,0.07088456961523205,0.4012296707655692
70364,LA,26813.0,24356.0,13672.0,44295884.620000005,596.0,3239.8979388531307,0.509901913251035,31491.0,23630.0,4318.0,1407.0,28731.0,0.0008514496205264996,0.0004341557905433299,0.13711854180559524,0.7503731224794385,0.04467943221872916,0.24962687752056142
70365,LA,2.0,1.0,1.0,5234.17,89.0,5234.17,0.5,,,,,,,,,,,
70366,LA,2.0,2.0,2.0,4000.0,89.0,2000.0,1.0,,,,,,,,,,,
70367,LA,2.0,2.0,1.0,500.0,94.0,500.0,0.5,,,,,,,,,,,
70369,LA,1.0,1.0,1.0,2000.0,50.0,2000.0,1.0,,,,,,,,,,,
70370,LA,1.0,1.0,1.0,500.0,50.0,500.0,1.0,,,,,,,,,,,
70371,LA,1.0,1.0,1.0,2421.0,50.0,2421.0,1.0,,,,,,,,,,,
70372,LA,2003.0,1882.0,1000.0,2418942.32,205.0,2418.94232,0.4992511233150274,2176.0,1816.0,351.0,70.0,23661.0,0.0009204963235294118,0.00045955882352941176,0.16130514705882354,0.8345588235294118,0.03216911764705882,0.16544117647058823
70373,LA,3256.0,3109.0,2249.0,12000102.95,50.0,5335.750533570476,0.6907248157248157,6225.0,5418.0,101.0,338.0,26389.0,0.0005230522088353414,0.000361285140562249,0.016224899598393575,0.8703614457831326,0.05429718875502008,0.12963855421686746
70374,LA,6902.0,6350.0,3443.0,11922100.05,243.0,3462.706956142899,0.4988409156766155,7003.0,6458.0,148.0,514.0,25510.0,0.0009855776095958875,0.0004916464372411824,0.021133799800085677,0.9221762101956305,0.07339711552191917,0.07782378980436956
70375,LA,132.0,122.0,54.0,82589.18,91.0,1529.4292592592592,0.4090909090909091,75.0,75.0,0.0,0.0,30972.0,0.00176,0.0007199999999999999,0.0,1.0,0.0,0.0
70377,LA,5583.0,5200.0,3180.0,21035381.15,185.0,6614.899732704402,0.569586243954863,4574.0,3857.0,0.0,0.0,23531.0,0.0012205946655006559,0.0006952339309138609,0.0,0.8432444250109313,0.0,0.15675557498906864
70378,LA,1.0,1.0,1.0,500.0,50.0,500.0,1.0,,,,,,,,,,,
70380,LA,11810.0,10361.0,4297.0,10407031.45,569.0,2421.929590411916,0.3638441998306519,21351.0,15782.0,2731.0,2862.0,26804.0,0.0005531356845112641,0.00020125521052878083,0.1279096997798698,0.739169125567889,0.13404524378249263,0.2608308744321109
70381,LA,44.0,38.0,16.0,49416.88,86.0,3088.555,0.3636363636363636,,,,,,,,,,,
70388,LA,1.0,1.0,1.0,500.0,45.0,500.0,1.0,,,,,,,,,,,
70390,LA,5752.0,5366.0,2985.0,9168758.39,453.0,3071.610850921273,0.5189499304589708,7527.0,4436.0,2915.0,138.0,23728.0,0.000764182277135645,0.0003965723395775209,0.3872724857180816,0.5893450245781852,0.018333997608609008,0.4106549754218148
70391,LA,529.0,495.0,229.0,687591.85,46.0,3002.5844978165937,0.4328922495274102,366.0,196.0,170.0,73.0,42941.0,0.0014453551912568306,0.0006256830601092896,0.4644808743169399,0.5355191256830601,0.1994535519125683,0.4644808743169399
70392,LA,4728.0,4189.0,1782.0,4497134.44,144.0,2523.644466891133,0.3769035532994924,8447.0,4611.0,3237.0,121.0,26635.0,0.0005597253462767847,0.00021096247188350894,0.38321297502071744,0.5458742748904937,0.014324612288386409,0.45412572510950633
70393,LA,433.0,410.0,193.0,562267.86,90.0,2913.3049740932643,0.4457274826789838,729.0,539.0,189.0,0.0,42838.0,0.0005939643347050755,0.00026474622770919064,0.25925925925925924,0.7393689986282579,0.0,0.2606310013717421
70394,LA,13143.0,12297.0,6871.0,23666633.91,357.0,3444.423506039878,0.5227877957848285,14935.0,10892.0,3655.0,230.0,21885.0,0.0008800133913625712,0.0004600602611315701,0.244727150987613,0.7292936056243723,0.015400066956812855,0.2707063943756277
70395,LA,3896.0,3631.0,1993.0,5116721.699999999,230.0,2567.346562970396,0.5115503080082136,3944.0,3312.0,219.0,96.0,27094.0,0.0009878296146044626,0.0005053245436105477,0.05552738336713996,0.8397565922920892,0.02434077079107505,0.16024340770791076
70397,LA,1969.0,1799.0,1200.0,7481457.6,137.0,6234.548,0.6094464195022854,894.0,711.0,0.0,22.0,31553.0,0.0022024608501118566,0.001342281879194631,0.0,0.7953020134228188,0.024608501118568233,0.20469798657718122
70398,LA,1.0,1.0,1.0,500.0,51.0,500.0,1.0,,,,,,,,,,,
70401,LA,20756.0,18531.0,11123.0,28458666.289999995,734.0,2558.542325811381,0.5358932356908845,21172.0,10771.0,9566.0,1022.0,22845.0,0.0009803514075193652,0.0005253636878896656,0.4518231626676743,0.5087379557906669,0.04827130171925184,0.49126204420933306
70402,LA,275.0,201.0,74.0,154900.41,139.0,2093.248783783784,0.2690909090909091,1804.0,877.0,860.0,54.0,3974.0,0.0001524390243902439,4.1019955654102e-05,0.47671840354767187,0.4861419068736142,0.02993348115299335,0.5138580931263859
70403,LA,27934.0,25489.0,15535.0,41567472.18,624.0,2675.730426778243,0.5561323118779982,30825.0,19688.0,10453.0,1892.0,25132.0,0.0009062124898621249,0.0005039740470397405,0.33910786699107864,0.6387023519870235,0.06137875101378751,0.3612976480129765
70404,LA,116.0,107.0,53.0,150489.71,91.0,2839.428490566037,0.4568965517241379,,,,,,,,,,,
70405,LA,3.0,2.0,1.0,2000.0,129.0,2000.0,0.3333333333333333,,,,,,,,,,,
70406,LA,4.0,3.0,1.0,2000.0,135.0,2000.0,0.25,,,,,,,,,,,
70411,LA,3.0,3.0,1.0,8352.58,130.0,8352.58,0.3333333333333333,,,,,,,,,,,
70416,LA,1.0,1.0,1.0,2000.0,40.0,2000.0,1.0,,,,,,,,,,,
70417,LA,2.0,2.0,2.0,12922.5,46.0,6461.25,1.0,,,,,,,,,,,
70418,LA,2.0,2.0,1.0,2000.0,75.0,2000.0,0.5,,,,,,,,,,,
70420,LA,6478.0,5817.0,3744.0,10603367.070000002,385.0,2832.0959054487184,0.5779561593084285,9558.0,8347.0,925.0,517.0,36413.0,0.0006777568528980959,0.00039171374764595103,0.09677756852898096,0.8732998535258423,0.054090813977819625,0.12670014647415778
70421,LA,257.0,223.0,152.0,1142635.09,134.0,7517.336118421053,0.5914396887159533,,,,,,,,,,,
70422,LA,15340.0,14287.0,8711.0,28349609.61,608.0,3254.4609815176213,0.5678617992177314,12352.0,6728.0,5130.0,232.0,26133.0,0.00124190414507772,0.0007052299222797927,0.41531735751295334,0.5446891191709845,0.01878238341968912,0.45531088082901555
70424,LA,2.0,2.0,1.0,6834.08,83.0,6834.08,0.5,,,,,,,,,,,
70426,LA,4410.0,4063.0,2532.0,7283875.96,359.0,2876.728262243286,0.5741496598639456,5990.0,3234.0,2454.0,63.0,17856.0,0.0007362270450751253,0.00042270450751252087,0.40968280467445745,0.5398998330550918,0.010517529215358931,0.4601001669449082
70427,LA,19327.0,17912.0,11387.0,30688935.15,548.0,2695.0851980328443,0.5891757644745692,19327.0,12467.0,6318.0,476.0,20400.0,0.001,0.0005891757644745692,0.3269001914420241,0.6450561390800434,0.02462875769648678,0.35494386091995656
70428,LA,1.0,1.0,1.0,5564.0,46.0,5564.0,1.0,,,,,,,,,,,
70429,LA,19.0,17.0,14.0,39309.95,84.0,2807.8535714285717,0.7368421052631579,,,,,,,,,,,
70430,LA,1.0,1.0,1.0,382.38,46.0,382.38,1.0,,,,,,,,,,,
70431,LA,4228.0,3911.0,2502.0,7783424.38,119.0,3110.88104716227,0.5917691579943235,4937.0,4613.0,38.0,156.0,24916.0,0.000856390520559044,0.0005067854972655458,0.007696981972858011,0.9343731010735264,0.03159813652015394,0.06562689892647357
70432,LA,5.0,5.0,3.0,7577.88,169.0,2525.96,0.6,,,,,,,,,,,
70433,LA,27530.0,24403.0,15419.0,40165166.34,617.0,2604.9138296906417,0.5600799128223756,38203.0,31269.0,4490.0,2421.0,35449.0,0.0007206240347616679,0.0004036070465670235,0.11753003690809623,0.8184959296390336,0.06337198649320734,0.1815040703609664
70434,LA,173.0,154.0,102.0,363427.89,177.0,3563.018529411765,0.5895953757225434,,,,,,,,,,,
70435,LA,14133.0,12865.0,8455.0,22863157.6,385.0,2704.099065641632,0.5982452416330574,17339.0,15321.0,1544.0,443.0,31883.0,0.0008150989099717401,0.00048762904435088527,0.08904781129246207,0.8836149720283754,0.025549339638964184,0.11638502797162466
70436,LA,825.0,803.0,440.0,1648615.1,269.0,3746.8525,0.5333333333333333,602.0,46.0,556.0,0.0,20625.0,0.0013704318936877075,0.0007308970099667774,0.9235880398671097,0.07641196013289037,0.0,0.9235880398671097
70437,LA,6833.0,6263.0,4167.0,12366696.760000002,459.0,2967.769800815935,0.6098346260793209,8011.0,7671.0,213.0,343.0,39403.0,0.0008529521907377356,0.0005201597803020846,0.026588440893771065,0.9575583572587691,0.04281612782424167,0.04244164274123081
70438,LA,15187.0,14067.0,9074.0,23961562.62,517.0,2640.683559620895,0.5974846908540199,19028.0,14189.0,4249.0,579.0,23129.0,0.0007981395837712845,0.000476876182467942,0.22330250157662393,0.7456905612781165,0.030428841706958167,0.25430943872188355
70440,LA,2.0,2.0,2.0,6006.97,95.0,3003.485,1.0,,,,,,,,,,,
70441,LA,6577.0,6148.0,3525.0,11433284.02,297.0,3243.4848283687943,0.5359586437585525,5047.0,1824.0,3109.0,163.0,20665.0,0.0013031503863681396,0.0006984347136913018,0.6160095106003567,0.3614028135526055,0.03229641371111552,0.6385971864473945
70442,LA,300.0,274.0,180.0,395883.56,130.0,2199.353111111111,0.6,408.0,315.0,0.0,93.0,48272.0,0.0007352941176470589,0.00044117647058823526,0.0,0.7720588235294118,0.22794117647058823,0.22794117647058823
70443,LA,12536.0,11683.0,7272.0,29272528.75,428.0,4025.375240649065,0.580089342693044,8897.0,5889.0,2614.0,305.0,21839.0,0.001409014274474542,0.0008173541643250534,0.29380690120265257,0.6619085084860065,0.03428121838822075,0.3380914915139935
70444,LA,10257.0,9604.0,5794.0,16723624.11,417.0,2886.3693665861238,0.5648825192551429,11521.0,7778.0,3600.0,155.0,27169.0,0.0008902873014495269,0.0005029077337036716,0.3124728756184359,0.6751150073778318,0.013453693255793767,0.3248849926221682
70445,LA,11288.0,10213.0,6748.0,27015151.81,290.0,4003.430914344991,0.5978029766123317,9348.0,6865.0,1601.0,512.0,29389.0,0.0012075310226786478,0.0007218656397090286,0.1712665810868635,0.7343816859221224,0.05477107402652974,0.2656183140778776
70446,LA,5081.0,4696.0,3049.0,7372544.330000001,204.0,2418.020442768121,0.6000787246604999,7241.0,6254.0,686.0,254.0,35711.0,0.0007016986604060213,0.00042107443723242644,0.0947382958154951,0.8636928601021958,0.03507802789669935,0.13630713989780416
70447,LA,9258.0,8371.0,5167.0,11362318.31,449.0,2199.0165105477067,0.5581119032188377,16496.0,15029.0,481.0,606.0,47176.0,0.0005612269641125121,0.0003132274490785645,0.029158583899127063,0.9110693501454898,0.03673617846750728,0.08893064985451019
70448,LA,21278.0,19014.0,11960.0,34751853.85,389.0,2905.673398829432,0.5620829025284331,26236.0,23158.0,1555.0,1719.0,37422.0,0.000811023021802104,0.0004558621741119073,0.05926970574782741,0.8826802866290593,0.06552065863698735,0.11731971337094069
