pop_total,pop_white,pop_black,pop_latino,median_income,state,zip code tabulation area,zipcode
3462,3382,80,0,31935,42,15846,15846
300,284,16,0,20313,42,15847,15847
1241,1241,0,33,22350,42,15848,15848
1155,1135,0,12,23242,42,15849,15849
6733,6528,76,27,25689,42,15851,15851
6318,6081,115,85,28443,42,15853,15853
852,837,8,6,27950,42,15856,15856
12567,12405,23,114,31333,42,15857,15857
1077,1068,0,6,28750,42,15860,15860
160,156,0,0,21667,42,15861,15861
208,208,0,0,17438,42,15863,15863
1623,1615,0,6,25617,42,15864,15864
1259,1242,7,7,25865,42,15865,15865
259,259,0,0,24375,42,15866,15866
1357,1327,0,0,26393,42,15868,15868
1198,1165,0,0,31463,42,15870,15870
3572,2606,737,155,13712,42,15901,15901
10969,8815,1326,181,20075,42,15902,15902
15943,14975,333,505,28328,42,15904,15904
19739,18879,297,323,28551,42,15905,15905
10803,8983,1011,336,20010,42,15906,15906
5201,5041,104,54,28563,42,15909,15909
672,656,0,2,27016,42,15920,15920
54,54,0,0,17125,42,15921,15921
222,221,1,0,21458,42,15922,15922
1672,1650,0,53,25930,42,15923,15923
1087,1012,7,3,29318,42,15924,15924
211,209,0,0,23000,42,15925,15925
2452,2438,0,9,25273,42,15926,15926
956,956,0,27,28380,42,15927,15927
1762,1549,0,15,31111,42,15928,15928
28,28,0,0,9250,42,15929,15929
183,183,0,0,13190,42,15930,15930
8834,8523,173,82,30929,42,15931,15931
24,24,0,0,,42,15934,15934
3460,3379,1,34,28671,42,15935,15935
1215,1179,0,12,27163,42,15936,15936
667,667,0,0,25461,42,15937,15937
2310,2277,15,4,27173,42,15938,15938
3964,3343,456,234,10553,42,15940,15940
1789,1775,0,29,30382,42,15942,15942
3476,3403,35,26,23824,42,15943,15943
2924,2824,3,115,25641,42,15944,15944
81,68,0,0,27589,42,15945,15945
6532,6446,20,45,28202,42,15946,15946
552,552,0,0,28269,42,15948,15948
444,444,0,0,22500,42,15949,15949
507,498,9,6,28494,42,15951,15951
1706,1706,0,0,24949,42,15952,15952
190,190,0,0,31319,42,15953,15953
2159,2151,3,11,24920,42,15954,15954
2392,2358,7,3,26554,42,15955,15955
2675,2642,0,3,25442,42,15956,15956
626,601,0,0,33162,42,15957,15957
2231,2197,0,3,32835,42,15958,15958
378,378,0,0,25924,42,15960,15960
766,761,0,9,23450,42,15961,15961
173,173,0,1,30000,42,15962,15962
10476,10370,27,151,26956,42,15963,15963
38847,36920,669,679,30768,42,16001,16001
15257,14988,119,99,33349,42,16002,16002
1153,1141,1,6,26691,42,16020,16020
386,384,0,3,27054,42,16022,16022
4460,4440,0,0,25406,42,16023,16023
232,231,0,0,41591,42,16024,16024
5194,5098,24,24,34740,42,16025,16025
256,256,0,20,31528,42,16027,16027
1615,1591,0,5,27750,42,16028,16028
742,734,0,6,26172,42,16029,16029
297,274,0,0,23636,42,16030,16030
6260,6091,6,55,35146,42,16033,16033
1906,1886,2,4,31543,42,16034,16034
146,146,0,0,27500,42,16035,16035
164,164,0,6,21250,42,16036,16036
4573,4474,0,77,38558,42,16037,16037
3592,3528,11,6,30853,42,16038,16038
1023,1016,0,24,26534,42,16040,16040
2112,2057,8,0,25747,42,16041,16041
996,923,35,21,26507,42,16045,16045
16699,15628,204,283,56457,42,16046,16046
142,139,0,0,30833,42,16048,16048
3080,3022,4,6,25300,42,16049,16049
1373,1321,20,3,30475,42,16050,16050
2834,2789,2,15,29291,42,16051,16051
2534,2388,1,68,30428,42,16052,16052
4518,4511,0,23,41951,42,16053,16053
377,377,0,0,26324,42,16054,16054
7996,7827,87,108,40169,42,16055,16055
4785,4709,1,5,31982,42,16056,16056
14624,13803,198,169,14878,42,16057,16057
8242,7937,5,31,41144,42,16059,16059
2556,2542,11,16,27313,42,16061,16061
7005,6888,8,89,40391,42,16063,16063
30719,28347,463,1036,51021,42,16066,16066
32616,28804,2437,448,23249,42,16101,16101
5581,5134,165,17,25377,42,16102,16102
15016,14289,262,480,32813,42,16105,16105
340,340,0,0,29559,42,16110,16110
1249,1229,0,0,23785,42,16111,16111
1512,1474,0,0,31354,42,16112,16112
475,467,1,0,30885,42,16113,16113
627,604,0,0,24907,42,16114,16114
3324,3261,3,0,28106,42,16115,16115
2741,2741,0,0,25262,42,16116,16116
16999,16673,60,87,27795,42,16117,16117
2245,2178,16,61,27230,42,16120,16120
4668,2253,2117,332,18402,42,16121,16121
2207,2204,0,0,34178,42,16123,16123
1938,1924,0,49,28472,42,16124,16124
16974,16362,252,263,25414,42,16125,16125
15599,14718,437,363,23100,42,16127,16127
2119,2064,0,10,23608,42,16130,16130
979,973,0,37,27727,42,16131,16131
390,390,0,0,21250,42,16132,16132
1621,1615,0,0,32689,42,16133,16133
3774,3722,3,29,25063,42,16134,16134
740,706,4,17,28080,42,16136,16136
12363,11402,634,100,27536,42,16137,16137
170,170,0,0,27125,42,16140,16140
1609,1526,20,13,29952,42,16141,16141
6771,6428,149,77,22258,42,16142,16142
2427,2388,0,6,30500,42,16143,16143
2750,2637,15,39,27366,42,16145,16145
13242,10368,1984,193,20345,42,16146,16146
16120,14825,766,173,30332,42,16148,16148
6960,6766,88,47,30404,42,16150,16150
134,134,0,0,23750,42,16151,16151
2341,2312,0,0,30361,42,16153,16153
2390,2331,0,0,33343,42,16154,16154
125,125,0,0,16964,42,16155,16155
2912,2876,4,42,30259,42,16156,16156
3071,2977,32,53,27232,42,16157,16157
4689,4565,19,86,28398,42,16159,16159
743,718,18,4,25388,42,16160,16160
606,551,48,5,22875,42,16161,16161
16971,16604,86,130,27574,42,16201,16201
931,887,0,0,23426,42,16210,16210
110,110,0,0,24412,42,16211,16211
312,309,0,0,25000,42,16212,16212
114,114,0,0,19722,42,16213,16213
10114,9362,439,272,19856,42,16214,16214
73,73,0,0,27500,42,16217,16217
1135,1039,96,0,24172,42,16218,16218
2671,2631,0,7,25662,42,16222,16222
183,183,0,0,19313,42,16223,16223
1221,1198,3,13,25130,42,16224,16224
7567,7467,50,99,25843,42,16226,16226
424,412,4,8,26750,42,16228,16228
5269,5114,33,0,33690,42,16229,16229
419,415,4,0,22619,42,16230,16230
4201,4146,0,23,26569,42,16232,16232
1084,1044,0,0,28162,42,16233,16233
1157,1102,0,0,31392,42,16235,16235
288,266,0,0,22574,42,16236,16236
434,430,4,0,32232,42,16238,16238
4952,2751,1893,378,13557,42,16239,16239
1541,1514,10,6,26929,42,16240,16240
4233,4203,12,30,26217,42,16242,16242
376,376,0,0,30769,42,16244,16244
213,213,0,0,25093,42,16245,16245
257,257,0,0,21029,42,16246,16246
3052,2945,7,22,21602,42,16248,16248
2005,2000,0,38,29889,42,16249,16249
544,544,0,0,14943,42,16250,16250
95,95,0,0,43125,42,16253,16253
3264,3104,48,10,28663,42,16254,16254
1573,1563,2,4,24120,42,16255,16255
2138,2132,0,3,23726,42,16256,16256
1876,1810,2,7,28231,42,16258,16258
1994,1984,0,7,26029,42,16259,16259
377,377,0,0,24526,42,16260,16260
2888,2883,1,4,31422,42,16262,16262
261,261,0,0,23533,42,16263,16263
15418,15061,80,208,24552,42,16301,16301
516,515,0,8,31528,42,16311,16311
0,0,0,0,,42,16312,16312
1776,1759,4,0,24409,42,16313,16313
5365,5205,38,22,30892,42,16314,16314
5159,5067,3,29,31426,42,16316,16316
1321,1295,0,3,30000,42,16317,16317
1374,1369,0,3,27863,42,16319,16319
47,47,0,0,,42,16321,16321
81,81,0,0,25833,42,16322,16322
15624,14962,200,182,26677,42,16323,16323
380,354,0,0,31467,42,16326,16326
2916,2821,34,26,28391,42,16327,16327
346,323,8,5,,42,16328,16328
511,489,0,0,26346,42,16329,16329
58,58,0,0,,42,16331,16331
61,61,0,0,25521,42,16332,16332
309,306,0,2,25000,42,16333,16333
327,327,0,0,27500,42,16334,16334
27419,25176,831,492,25252,42,16335,16335
1705,1674,0,5,27125,42,16340,16340
1831,1761,9,60,25500,42,16341,16341
2139,1951,74,18,25987,42,16342,16342
571,556,8,0,26250,42,16343,16343
458,450,0,4,22100,42,16344,16344
3541,3421,23,43,32715,42,16345,16345
3214,3108,17,49,26953,42,16346,16346
2121,2076,34,21,26233,42,16347,16347
2577,2536,6,0,25333,42,16350,16350
1518,1483,3,34,22596,42,16351,16351
206,206,0,0,27031,42,16352,16352
2753,2738,0,4,23066,42,16353,16353
10539,10214,146,94,22649,42,16354,16354
1305,1290,2,4,27135,42,16360,16360
22,22,0,0,13500,42,16361,16361
968,940,2,5,28304,42,16362,16362
1261,1260,0,11,30175,42,16364,16364
17639,17229,77,246,27311,42,16365,16365
234,234,0,0,23527,42,16370,16370
3115,3055,12,31,25381,42,16371,16371
448,405,0,0,25179,42,16372,16372
3325,3162,66,38,30625,42,16373,16373
1846,1796,1,11,24283,42,16374,16374
6780,5375,1173,265,22609,42,16401,16401
855,849,0,0,29427,42,16402,16402
6790,6339,242,177,26910,42,16403,16403
3433,3400,3,19,23519,42,16404,16404
801,782,10,0,25735,42,16405,16405
3069,3022,20,12,27741,42,16406,16406
11034,10385,301,225,23605,42,16407,16407
1727,1667,0,3,30110,42,16410,16410
1590,1462,0,7,31081,42,16411,16411
10629,10170,165,199,31508,42,16412,16412
9596,8976,47,158,41999,42,16415,16415
206,180,0,0,23229,42,16416,16416
7861,7610,80,478,29091,42,16417,16417
634,623,0,0,21307,42,16420,16420
2618,2569,25,12,28963,42,16421,16421
410,410,0,11,23083,42,16422,16422
4204,4073,9,108,30284,42,16423,16423
4662,4564,0,46,26196,42,16424,16424
3548,3376,25,24,30917,42,16426,16426
176,174,0,0,18977,42,16427,16427
12279,11747,207,325,29988,42,16428,16428
5148,4978,21,73,30691,42,16433,16433
3217,3149,38,26,26250,42,16434,16434
1785,1733,13,33,25000,42,16435,16435
865,861,0,5,21948,42,16436,16436
7568,7469,9,96,25365,42,16438,16438
888,870,2,5,28309,42,16440,16440
10562,10295,27,141,29855,42,16441,16441
3061,2978,11,11,28583,42,16442,16442
1247,1157,16,0,26324,42,16443,16443
1101,866,153,17,2780,42,16444,16444
1829,1148,567,72,10765,42,16501,16501
15752,11204,2192,1867,20305,42,16502,16502
16089,8424,5369,2630,14872,42,16503,16503
15572,12672,1835,325,24088,42,16504,16504
15911,14716,394,153,31826,42,16505,16505
24438,22759,538,488,33053,42,16506,16506
9572,6532,1751,671,18698,42,16507,16507
16182,14080,1040,580,28295,42,16508,16508
26863,24828,548,466,33688,42,16509,16509
25952,21819,2200,1553,27524,42,16510,16510
11207,9864,868,622,28548,42,16511,16511
762,619,60,53,3410,42,16546,16546
1626,1210,69,26,2951,42,16563,16563
31545,29762,762,413,25435,42,16601,16601
28968,26920,1039,755,24364,42,16602,16602
2512,2448,26,37,29830,42,16611,16611
1370,1359,11,7,31425,42,16613,16613
127,127,0,0,18333,42,16616,16616
2851,2804,3,36,31156,42,16617,16617
313,313,0,0,27778,42,16619,16619
358,341,14,32,27083,42,16620,16620
716,712,0,16,26786,42,16621,16621
185,185,0,0,29583,42,16622,16622
553,550,0,0,26198,42,16623,16623
218,218,0,1,38542,42,16624,16624
4060,3980,7,33,27536,42,16625,16625
2063,2008,8,17,21408,42,16627,16627
4869,4609,68,47,24914,42,16630,16630
96,96,0,0,41250,42,16631,16631
278,278,0,0,26563,42,16633,16633
348,348,0,0,24896,42,16634,16634
12477,12030,0,61,30235,42,16635,16635
982,969,5,0,34688,42,16636,16636
2157,2128,0,28,25444,42,16637,16637
39,39,0,0,48125,42,16638,16638
1534,1531,0,17,24773,42,16639,16639
670,656,3,6,33636,42,16640,16640
2464,2454,0,40,28038,42,16641,16641
138,138,0,0,22344,42,16645,16645
2271,2249,0,9,27973,42,16646,16646
682,665,9,9,26538,42,16647,16647
14648,14209,99,17,32493,42,16648,16648
1749,1719,1,5,26679,42,16650,16650
5834,4318,1155,321,21601,42,16651,16651
17916,14954,2097,488,22053,42,16652,16652
1451,1440,0,25,27217,42,16655,16655
1293,1274,0,45,22198,42,16656,16656
1380,1319,29,9,25882,42,16657,16657
259,259,0,0,23125,42,16659,16659
873,851,19,0,22893,42,16661,16661
5561,5504,12,54,28571,42,16662,16662
2091,2004,5,28,25734,42,16664,16664
328,328,0,5,30603,42,16665,16665
3067,2979,2,77,24221,42,16666,16666
1454,1368,56,0,21013,42,16667,16667
3307,3252,0,30,26238,42,16668,16668
2231,2173,0,94,27433,42,16669,16669
47,47,0,0,22917,42,16670,16670
504,498,0,5,28269,42,16671,16671
214,214,0,0,20104,42,16672,16672
5470,5327,18,78,30224,42,16673,16673
689,671,9,0,24412,42,16674,16674
337,337,0,0,17583,42,16677,16677
2488,2410,3,48,25534,42,16678,16678
767,758,0,0,21356,42,16679,16679
292,292,0,0,31618,42,16680,16680
39,39,0,0,47784,42,16682,16682
337,334,3,0,29408,42,16683,16683
148,148,0,0,30750,42,16685,16685
13198,12770,114,83,27258,42,16686,16686
466,455,2,9,30724,42,16689,16689
299,299,0,4,20625,42,16691,16691
655,653,0,0,22941,42,16692,16692
4228,4076,7,80,25422,42,16693,16693
106,106,0,0,18750,42,16694,16694
1193,1171,0,2,26356,42,16695,16695
0,0,0,0,,42,16699,16699
17126,16365,126,434,24193,42,16701,16701
1294,1270,0,6,25658,42,16720,16720
118,118,0,0,18750,42,16724,16724
268,260,1,0,19091,42,16725,16725
737,706,0,0,33472,42,16726,16726
250,250,0,0,,42,16727,16727
52,37,0,0,44583,42,16728,16728
917,915,0,0,22442,42,16729,16729
76,76,0,0,37031,42,16730,16730
2341,2317,4,0,27544,42,16731,16731
238,238,0,5,38229,42,16732,16732
161,160,1,0,21364,42,16733,16733
264,264,0,0,26818,42,16734,16734
5875,5742,35,48,26309,42,16735,16735
2498,1495,818,285,23919,42,16738,16738
1034,947,2,14,22143,42,16740,16740
3808,3735,8,30,27646,42,16743,16743
172,172,0,0,28750,42,16744,16744
552,538,0,0,27841,42,16745,16745
1248,1165,0,39,26375,42,16746,16746
2718,2701,0,30,19990,42,16748,16748
4031,3929,51,45,26545,42,16749,16749
505,478,2,0,25035,42,16750,16750
45280,38106,1520,1674,20934,42,16801,16801
11485,9124,576,594,2499,42,16802,16802
25708,19598,1431,985,29640,42,16803,16803
1327,1305,0,1,28625,42,16820,16820
321,321,0,0,,42,16821,16821
2202,2184,16,27,24219,42,16822,16822
30367,27206,2342,1006,32510,42,16823,16823
257,216,0,41,32500,42,16825,16825
461,461,0,0,38387,42,16826,16826
4693,4310,46,121,41807,42,16827,16827
4427,4387,40,8,38101,42,16828,16828
730,730,0,0,26295,42,16829,16829
13264,13056,32,98,25124,42,16830,16830
526,505,3,22,31157,42,16832,16832
5332,5255,6,31,23941,42,16833,16833
280,280,0,0,25526,42,16834,16834
203,203,0,0,27083,42,16835,16835
1098,1089,5,0,30863,42,16836,16836
197,197,0,0,22946,42,16837,16837
1792,1720,11,115,24755,42,16838,16838
800,800,0,0,19704,42,16839,16839
504,504,0,0,22644,42,16840,16840
6300,6206,10,16,29888,42,16841,16841
578,555,23,0,21146,42,16843,16843
2699,2663,8,3,32865,42,16844,16844
970,895,69,29,27583,42,16845,16845
263,241,16,74,30130,42,16847,16847
375,368,0,0,26818,42,16848,16848
236,236,0,0,29010,42,16849,16849
593,567,26,16,31875,42,16851,16851
321,317,0,4,23750,42,16852,16852
161,161,0,0,22031,42,16853,16853
614,597,0,4,32500,42,16854,16854
146,146,0,0,17177,42,16855,16855
3737,3730,0,28,26622,42,16858,16858
566,529,0,37,30089,42,16859,16859
194,194,0,0,36189,42,16860,16860
303,297,0,0,20156,42,16861,16861
648,634,7,7,25731,42,16863,16863
1949,1798,104,0,48231,42,16865,16865
10072,8904,726,950,25108,42,16866,16866
400,400,0,0,30625,42,16868,16868
7298,7065,5,95,41224,42,16870,16870
30,30,0,0,32500,42,16871,16871
1893,1886,0,11,24699,42,16872,16872
1327,1306,0,0,31544,42,16874,16874
4081,3949,36,95,35620,42,16875,16875
267,267,0,0,21250,42,16876,16876
2092,2072,12,31,34310,42,16877,16877
1756,1729,12,0,26386,42,16878,16878
411,404,0,0,18281,42,16879,16879
2379,2340,0,42,28232,42,16881,16881
387,373,0,45,35602,42,16882,16882
10245,9958,121,38,26349,42,16901,16901
479,479,0,0,27841,42,16911,16911
2358,2267,8,80,27283,42,16912,16912
2224,2181,15,29,25100,42,16914,16914
6134,5919,35,75,26851,42,16915,16915
1112,1108,0,0,24595,42,16917,16917
1976,1845,45,43,22717,42,16920,16920
408,402,0,6,22656,42,16921,16921
1868,1845,0,5,25246,42,16922,16922
1482,1482,0,32,24563,42,16923,16923
3484,3400,9,16,27718,42,16925,16925
886,877,3,8,31574,42,16926,16926
494,464,2,12,23654,42,16927,16927
1479,1436,14,16,24509,42,16928,16928
2529,2422,5,47,26698,42,16929,16929
1237,1212,11,0,25903,42,16930,16930
867,833,16,29,25575,42,16932,16932
6518,6215,52,142,22871,42,16933,16933
1177,1139,0,11,29717,42,16935,16935
2008,1950,6,17,27994,42,16936,16936
151,151,0,0,23750,42,16937,16937
696,687,4,3,30132,42,16938,16938
279,278,1,2,31985,42,16939,16939
222,222,0,0,34375,42,16940,16940
69,69,0,0,17500,42,16941,16941
830,812,0,3,27128,42,16942,16942
505,498,0,3,21310,42,16943,16943
2389,2335,12,21,23763,42,16946,16946
4699,4613,25,49,24577,42,16947,16947
1540,1479,30,32,22486,42,16948,16948
3190,3121,0,58,20510,42,16950,16950
815,810,5,0,30417,42,17002,17002
11903,11292,219,535,26810,42,17003,17003
4934,4851,51,2,25679,42,17004,17004
339,327,0,26,31597,42,17005,17005
1105,1064,0,20,25156,42,17006,17006
6228,5971,30,97,43745,42,17007,17007
1958,1931,22,0,32978,42,17009,17009
373,373,0,0,,42,17010,17010
36532,29784,2364,2333,37502,42,17011,17011
36184,30962,2572,2192,30404,42,17013,17013
20923,20028,195,83,38614,42,17015,17015
963,894,69,0,40700,42,17016,17016
1589,1575,0,0,33525,42,17017,17017
4239,4151,47,26,39569,42,17018,17018
18237,16997,266,335,36106,42,17019,17019
9147,8854,42,161,34381,42,17020,17020
855,850,0,0,24491,42,17021,17021
30855,28877,664,871,31577,42,17022,17022
3500,3457,17,85,29785,42,17023,17023
1935,1877,0,5,33311,42,17024,17024
16651,15037,657,389,37187,42,17025,17025
4105,4042,11,133,38571,42,17026,17026
1980,1731,105,75,20313,42,17027,17027
3703,3541,32,161,28750,42,17028,17028
192,192,0,0,20370,42,17029,17029
859,826,16,39,31125,42,17030,17030
8123,7892,23,109,33913,42,17032,17032
17751,14807,578,1838,41430,42,17033,17033
2492,1865,519,286,27700,42,17034,17034
934,924,10,3,25444,42,17035,17035
22390,19413,605,1563,42601,42,17036,17036
1006,997,0,19,26923,42,17037,17037
8334,7903,42,328,32197,42,17038,17038
67,67,0,0,41250,42,17039,17039
2376,2333,1,30,33255,42,17040,17040
386,386,0,0,,42,17041,17041
38400,31966,1404,5763,31740,42,17042,17042
5720,4603,411,300,40983,42,17043,17043
20986,19968,127,601,25121,42,17044,17044
3316,3242,20,15,30528,42,17045,17045
31040,22177,1354,9915,25689,42,17046,17046
2654,2515,77,49,27875,42,17047,17047
4220,4135,7,89,26787,42,17048,17048
3609,3497,90,18,28656,42,17049,17049
38141,31784,551,1142,48794,42,17050,17050
4831,4758,7,25,24659,42,17051,17051
1635,1613,8,10,27561,42,17052,17052
4948,4715,97,145,34919,42,17053,17053
37232,33402,1345,1252,38984,42,17055,17055
45,45,0,0,31250,42,17056,17056
23029,19353,1522,1823,32638,42,17057,17057
1832,1739,25,348,24764,42,17058,17058
7943,7770,16,412,26274,42,17059,17059
1095,1090,4,0,26034,42,17060,17060
7188,7013,36,76,32467,42,17061,17061
4462,4403,1,85,31511,42,17062,17062
3265,3172,0,64,26273,42,17063,17063
788,788,0,20,54135,42,17064,17064
3782,3406,183,257,33958,42,17065,17065
5387,4851,345,133,25338,42,17066,17066
15389,15023,152,444,32003,42,17067,17067
4223,3987,96,146,30212,42,17068,17068
158,158,0,2,29375,42,17069,17069
16119,14285,686,870,38890,42,17070,17070
121,120,0,0,35750,42,17071,17071
244,189,38,0,16372,42,17072,17072
5566,5461,65,34,33038,42,17073,17073
7296,7128,30,267,30119,42,17074,17074
100,95,0,0,25000,42,17075,17075
13,13,0,0,,42,17076,17076
106,106,0,0,26384,42,17077,17077
21646,19811,121,1123,33342,42,17078,17078
320,285,28,7,37639,42,17080,17080
406,406,0,0,28641,42,17081,17081
3097,2925,95,88,29161,42,17082,17082
97,97,0,0,20000,42,17083,17083
4524,4459,0,18,31867,42,17084,17084
2377,2296,0,37,29583,42,17086,17086
2739,2642,7,98,31250,42,17087,17087
943,943,0,0,36792,42,17088,17088
5645,5484,88,0,33922,42,17090,17090
1386,1171,22,159,22301,42,17093,17093
2427,2379,20,48,25806,42,17094,17094
801,777,0,0,27548,42,17097,17097
2265,2122,67,192,27262,42,17098,17098
1031,1031,0,0,25707,42,17099,17099
1936,1045,610,46,31198,42,17101,17101
7434,4289,2477,495,31419,42,17102,17102
12317,3620,7371,2704,22109,42,17103,17103
20208,7003,10312,6012,24029,42,17104,17104
24351,13900,6506,2081,30457,42,17109,17109
24743,12677,9039,2331,33271,42,17110,17110
32624,20724,7570,2571,36908,42,17111,17111
35818,30356,3016,1245,42818,42,17112,17112
10852,5769,3428,1608,25827,42,17113,17113
0,0,0,0,,42,17120,17120
26330,21761,2453,4578,30150,42,17201,17201
29278,26859,1123,1406,35150,42,17202,17202
163,152,0,0,53125,42,17210,17210
439,427,3,6,28750,42,17211,17211
734,703,0,0,34479,42,17212,17212
627,627,0,0,26420,42,17213,17213
819,801,18,0,29929,42,17214,17214
286,286,0,0,31683,42,17215,17215
220,220,0,0,25417,42,17217,17217
406,402,0,0,25125,42,17219,17219
415,415,0,9,20474,42,17220,17220
577,577,0,0,26844,42,17221,17221
11576,10901,134,638,32307,42,17222,17222
233,229,4,0,30278,42,17223,17223
1743,1714,0,0,28445,42,17224,17224
20844,19771,363,647,34379,42,17225,17225
1154,1147,0,0,30909,42,17228,17228
1206,1167,0,18,25913,42,17229,17229
5311,4983,182,101,28998,42,17233,17233
949,511,289,0,46250,42,17235,17235
7939,7723,130,156,31691,42,17236,17236
1998,1848,60,52,23879,42,17237,17237
1685,1678,3,14,26838,42,17238,17238
219,219,0,0,32019,42,17239,17239
4001,3991,1,8,34508,42,17240,17240
12127,11705,102,152,30692,42,17241,17241
1193,1174,3,9,29044,42,17243,17243
2216,2144,11,19,28496,42,17244,17244
216,216,0,0,23167,42,17246,17246
501,477,14,5,23327,42,17247,17247
401,401,0,0,26250,42,17249,17249
34,34,0,0,,42,17250,17250
111,111,0,0,34773,42,17251,17251
3844,3797,1,6,31030,42,17252,17252
281,269,0,0,26250,42,17253,17253
80,78,2,1,2535,42,17254,17254
1114,1093,0,4,31646,42,17255,17255
186,186,0,0,22431,42,17256,17256
29524,26794,1337,909,26366,42,17257,17257
1123,1115,8,0,22074,42,17260,17260
277,183,79,16,9980,42,17261,17261
1455,1455,0,0,31492,42,17262,17262
573,573,0,0,30466,42,17263,17263
2423,2415,5,13,27012,42,17264,17264
667,667,0,0,30529,42,17265,17265
507,498,5,0,30000,42,17266,17266
2697,2635,25,23,31046,42,17267,17267
29374,27963,926,1012,30931,42,17268,17268
85,85,0,0,,42,17270,17270
259,259,0,0,33250,42,17271,17271
376,376,0,0,16997,42,17272,17272
4479,4375,19,171,32606,42,17301,17301
2431,2340,42,32,29673,42,17302,17302
2736,2604,34,468,34174,42,17304,17304
353,234,26,104,28125,42,17306,17306
5854,5090,78,808,31545,42,17307,17307
2162,1794,267,0,31722,42,17309,17309
193,193,0,0,21205,42,17311,17311
10907,10164,389,407,32733,42,17313,17313
6304,6015,140,105,35340,42,17314,17314
26610,25195,687,1273,31779,42,17315,17315
8408,8227,28,564,37682,42,17316,17316
649,628,9,36,35081,42,17317,17317
455,455,0,36,23068,42,17318,17318
11440,10745,129,445,38206,42,17319,17319
7861,7584,38,185,39187,42,17320,17320
2347,2211,16,42,35319,42,17321,17321
5705,5525,6,39,32124,42,17322,17322
4549,4230,30,495,33085,42,17324,17324
28391,25654,638,2170,26512,42,17325,17325
7590,7408,78,152,36429,42,17327,17327
2599,2498,0,44,40676,42,17329,17329
51893,48946,1070,2172,32472,42,17331,17331
6930,6665,51,114,40412,42,17339,17339
11083,10418,169,278,32665,42,17340,17340
35,35,0,0,,42,17343,17343
3567,3299,0,147,28758,42,17344,17344
7551,7110,98,353,31830,42,17345,17345
6644,6226,76,230,40875,42,17347,17347
7183,6633,357,85,37163,42,17349,17349
13019,12089,268,873,30519,42,17350,17350
1348,1327,0,0,31211,42,17352,17352
3410,3321,5,123,32485,42,17353,17353
259,244,11,4,42550,42,17355,17355
21302,20420,505,516,32279,42,17356,17356
7150,6813,196,284,38985,42,17360,17360
6315,5985,161,266,39769,42,17361,17361
13040,12354,263,445,34686,42,17362,17362
9476,9243,64,107,36506,42,17363,17363
3474,3322,12,112,36116,42,17364,17364
2462,2453,0,1,30326,42,17365,17365
5472,4930,178,363,33485,42,17366,17366
7539,7189,19,266,33231,42,17368,17368
5664,5257,195,254,36782,42,17370,17370
216,216,0,0,37857,42,17371,17371
4075,3440,36,733,29259,42,17372,17372
17100,9416,5518,5954,16917,42,17401,17401
38078,31045,3223,2938,33191,42,17402,17402
40216,30571,5520,8050,25856,42,17403,17403
35899,28710,3524,4628,32132,42,17404,17404
23651,21105,1596,1714,32992,42,17406,17406
2292,2074,42,84,37898,42,17407,17407
23778,21251,1237,1229,35468,42,17408,17408
4425,4359,25,371,32864,42,17501,17501
2677,2542,25,191,34081,42,17502,17502
1742,1742,0,34,26735,42,17505,17505
117,117,0,0,33839,42,17507,17507
485,429,0,44,27644,42,17508,17508
4822,4651,73,39,31194,42,17509,17509
18027,15789,1423,2210,29313,42,17512,17512
4469,4389,0,153,34973,42,17516,17516
16745,16074,79,1160,30583,42,17517,17517
1615,1589,6,9,33553,42,17518,17518
6762,6443,31,166,31145,42,17519,17519
4691,4344,165,449,40877,42,17520,17520
34163,32162,666,2097,29765,42,17522,17522
6134,5825,84,230,29927,42,17527,17527
4866,4592,50,190,29254,42,17529,17529
2925,2885,0,83,36513,42,17532,17532
2703,2474,110,132,33668,42,17535,17535
2987,2987,0,0,31324,42,17536,17536
6669,6293,179,693,36985,42,17538,17538
10875,9721,359,1103,31915,42,17540,17540
45051,42064,497,1928,36899,42,17543,17543
21792,20873,141,814,34140,42,17545,17545
7377,7116,80,330,33138,42,17547,17547
953,841,10,10,18409,42,17550,17550
11538,9930,504,766,22560,42,17551,17551
20071,18610,459,1726,36019,42,17552,17552
7877,6981,472,1184,34614,42,17554,17554
7547,7442,45,93,30018,42,17555,17555
14668,14019,142,688,27067,42,17557,17557
4560,4388,0,120,31270,42,17560,17560
4640,4397,22,316,30800,42,17562,17562
4094,4007,24,235,28022,42,17563,17563
2675,2660,0,40,40284,42,17565,17565
12468,11798,178,540,31422,42,17566,17566
5834,5639,0,162,37836,42,17569,17569
117,117,0,36,,42,17570,17570
4671,4624,0,106,27631,42,17572,17572
272,259,0,0,51096,42,17576,17576
7438,7414,11,260,34795,42,17578,17578
6236,6166,28,394,29639,42,17579,17579
775,760,10,49,31701,42,17581,17581
2266,2266,0,0,37521,42,17582,17582
10585,10097,5,845,31788,42,17584,17584
52552,45313,2164,5053,36656,42,17601,17601
50417,34844,7451,14067,26249,42,17602,17602
64242,46020,6360,16797,28794,42,17603,17603
413,413,0,0,20991,42,17606,17606
43218,36646,4736,1308,22960,42,17701,17701
10384,9792,161,72,31063,42,17702,17702
1579,1547,1,0,28054,42,17721,17721
50,50,0,0,27500,42,17723,17723
4740,4696,16,66,25807,42,17724,17724
74,74,0,0,28929,42,17727,17727
4972,4838,55,128,30450,42,17728,17728
63,62,0,0,21250,42,17729,17729
