pop_total,pop_white,pop_black,pop_latino,median_income,state,zip code tabulation area,zipcode
566,544,0,19,26131,08,80860,80860
288,288,0,31,32500,08,80861,80861
48,48,0,0,55417,08,80862,80862
13034,12239,124,629,39539,08,80863,80863
1489,1348,12,155,25585,08,80864,80864
12443,9348,2010,2024,29417,08,80902,80902
16248,13335,1089,2258,26613,08,80903,80903
20168,18484,245,1823,31179,08,80904,80904
16237,13267,1030,3003,31070,08,80905,80905
37608,31288,1452,5078,38161,08,80906,80906
29247,24938,1085,5312,27651,08,80907,80907
18505,16168,483,1617,45714,08,80908,80908
38382,28823,3095,8957,25974,08,80909,80909
31445,18349,4330,11166,24107,08,80910,80910
36255,28782,2589,7514,31424,08,80911,80911
3728,2818,376,846,26649,08,80913,80913
455,365,38,75,25156,08,80914,80914
21548,15355,1663,5230,30967,08,80915,80915
41018,23178,5886,14604,26724,08,80916,80916
31056,24152,2279,5336,30595,08,80917,80917
48965,40068,3066,6962,31388,08,80918,80918
28039,25664,543,2254,42874,08,80919,80919
40016,35236,836,3362,43074,08,80920,80920
24087,21063,740,1832,52400,08,80921,80921
29417,22620,1662,4871,39490,08,80922,80922
30283,24109,1765,4168,42597,08,80923,80923
10138,8069,545,1766,60339,08,80924,80924
12342,8572,2142,2030,43069,08,80925,80925
1628,1495,0,336,33111,08,80926,80926
4905,3868,264,1066,51629,08,80927,80927
1268,1094,38,184,30718,08,80928,80928
97,97,0,27,,08,80929,80929
1928,1672,0,96,39648,08,80930,80930
100,100,0,0,,08,80938,80938
0,0,0,0,,08,80939,80939
4456,2989,928,587,47516,08,80951,80951
30169,22174,638,16173,21433,08,81001,81001
14797,10772,699,6837,20337,08,81003,81003
26581,19518,882,13375,20736,08,81004,81004
31963,25686,389,15528,26418,08,81005,81005
12081,10479,60,4548,26992,08,81006,81006
31849,28866,419,8330,32556,08,81007,81007
11632,9396,404,5037,30008,08,81008,81008
1674,1658,0,311,20417,08,81019,81019
902,788,0,329,21067,08,81020,81020
44,44,0,0,32500,08,81021,81021
1624,1414,0,586,20802,08,81022,81022
1345,1320,0,165,34342,08,81023,81023
231,220,0,11,9242,08,81024,81024
741,708,3,166,25605,08,81025,81025
169,163,0,19,37946,08,81027,81027
314,307,0,33,25764,08,81029,81029
161,159,0,61,30417,08,81030,81030
195,142,0,110,18250,08,81033,81033
1081,1029,6,26,25417,08,81036,81036
0,0,0,0,,08,81038,81038
1642,1611,0,366,20588,08,81039,81039
295,235,0,186,30563,08,81040,81040
811,792,0,569,22823,08,81041,81041
49,43,0,12,13542,08,81043,81043
311,297,0,104,22298,08,81044,81044
51,51,0,0,31500,08,81045,81045
1473,1462,0,601,22763,08,81047,81047
240,238,0,21,23000,08,81049,81049
9310,8311,85,3351,23332,08,81050,81050
9028,8434,95,3348,27101,08,81052,81052
4904,4418,238,1659,18217,08,81054,81054
1602,1531,3,88,25870,08,81055,81055
391,391,0,61,28125,08,81057,81057
999,960,15,425,22540,08,81058,81058
584,452,96,129,26719,08,81059,81059
1618,1334,136,515,13553,08,81062,81062
3151,2883,67,896,19574,08,81063,81063
279,256,0,24,28750,08,81064,81064
5566,4822,13,3131,17695,08,81067,81067
2139,2087,0,658,35000,08,81069,81069
313,309,0,46,26786,08,81071,81071
1818,1725,34,128,22089,08,81073,81073
721,682,0,315,16830,08,81076,81076
781,781,0,353,25455,08,81077,81077
77,71,0,47,53750,08,81081,81081
11369,9587,29,5107,23550,08,81082,81082
101,88,0,12,17431,08,81084,81084
136,136,0,43,33929,08,81087,81087
4467,4072,31,1908,21673,08,81089,81089
928,860,0,150,21444,08,81090,81090
693,591,0,258,26786,08,81091,81091
847,806,0,74,29792,08,81092,81092
15153,13079,138,7300,20291,08,81101,81101
2271,1996,21,1762,20515,08,81120,81120
323,209,0,94,27614,08,81121,81121
8798,8149,4,1104,38978,08,81122,81122
1026,923,0,437,17165,08,81123,81123
166,164,0,161,,08,81124,81124
3469,3086,33,2440,24294,08,81125,81125
152,152,0,129,23438,08,81126,81126
109,109,0,29,38000,08,81128,81128
65,53,0,51,14423,08,81129,81129
769,694,9,78,30893,08,81130,81130
1344,1123,0,90,21111,08,81131,81131
3253,2828,59,1216,22202,08,81132,81132
1035,972,0,502,20162,08,81133,81133
211,201,6,80,22125,08,81136,81136
5891,4174,77,1569,27329,08,81137,81137
45,16,14,12,15234,08,81138,81138
2223,1962,0,894,24356,08,81140,81140
1280,1069,16,676,19547,08,81141,81141
782,774,0,28,22008,08,81143,81143
7047,6599,46,3378,21100,08,81144,81144
791,697,0,139,31375,08,81146,81146
12587,10643,230,2273,26070,08,81147,81147
305,273,0,241,13750,08,81148,81148
815,763,0,201,24115,08,81149,81149
1902,1763,3,546,25391,08,81151,81151
1310,1091,0,1169,18125,08,81152,81152
1022,930,1,79,27656,08,81154,81154
230,216,0,0,31518,08,81155,81155
9543,8957,5,1225,30363,08,81201,81201
310,310,0,14,45972,08,81210,81210
8281,7653,325,627,28125,08,81211,81211
30986,28570,1244,4248,28587,08,81212,81212
155,155,0,19,40750,08,81220,81220
306,305,0,9,21000,08,81221,81221
387,387,0,31,23393,08,81222,81222
1244,1206,1,53,17639,08,81223,81223
3207,3039,0,184,40682,08,81224,81224
1452,1449,2,54,31742,08,81225,81225
9295,7164,899,1602,20869,08,81226,81226
0,0,0,0,,08,81227,81227
10041,9720,1,1218,27075,08,81230,81230
640,571,69,94,5294,08,81231,81231
17,17,0,0,,08,81232,81232
1005,889,13,53,30269,08,81233,81233
795,745,0,46,30921,08,81235,81235
1271,1271,0,45,36061,08,81236,81236
26,26,0,0,61111,08,81237,81237
83,83,0,0,,08,81239,81239
3547,3448,18,286,30929,08,81240,81240
107,104,0,0,,08,81241,81241
465,446,0,66,29688,08,81242,81242
74,74,0,0,43750,08,81243,81243
388,372,2,6,25000,08,81244,81244
95,95,0,0,47850,08,81248,81248
173,173,0,6,44722,08,81251,81251
3962,3627,138,187,25766,08,81252,81252
611,611,0,0,32361,08,81253,81253
30887,27523,133,3127,35083,08,81301,81301
8157,7350,61,1035,33562,08,81303,81303
262,227,0,0,28250,08,81320,81320
14863,11938,47,2498,26935,08,81321,81321
4542,4195,1,438,30417,08,81323,81323
1295,1273,0,111,26982,08,81324,81324
145,145,0,11,26708,08,81325,81325
2306,2102,1,359,26379,08,81326,81326
416,416,0,0,28889,08,81327,81327
4410,4208,6,310,26922,08,81328,81328
65,47,18,9,,08,81330,81330
322,322,0,0,38750,08,81331,81331
207,202,0,12,36667,08,81332,81332
1525,52,0,24,16573,08,81334,81334
45,45,0,0,47386,08,81335,81335
22534,20927,21,4938,25813,08,81401,81401
11412,10836,73,1856,31421,08,81403,81403
1506,1427,0,263,20087,08,81410,81410
41,41,0,0,,08,81411,81411
5426,5286,16,210,22353,08,81413,81413
1237,1235,0,327,36071,08,81415,81415
14218,13092,190,3377,24773,08,81416,81416
1793,1602,161,247,32269,08,81418,81418
3666,3576,0,81,26486,08,81419,81419
664,655,0,29,24766,08,81422,81422
1764,1764,0,141,24899,08,81423,81423
1034,985,42,20,26765,08,81424,81424
5660,5461,42,1702,25129,08,81425,81425
163,146,0,5,51042,08,81426,81426
1117,1076,0,2,35625,08,81427,81427
3214,3135,0,176,28833,08,81428,81428
47,47,0,0,19306,08,81429,81429
825,810,0,12,36591,08,81430,81430
362,347,0,0,27037,08,81431,81431
2977,2937,0,95,35979,08,81432,81432
558,542,0,50,31827,08,81433,81433
274,160,5,0,15915,08,81434,81434
5252,4854,1,690,39392,08,81435,81435
24002,21864,224,4939,20787,08,81501,81501
15518,14841,54,2544,30978,08,81503,81503
29358,27666,480,5490,29972,08,81504,81504
10454,9729,129,1686,35008,08,81505,81505
12298,11492,36,1090,30828,08,81506,81506
14953,14372,0,751,39535,08,81507,81507
14080,13371,20,2492,21429,08,81520,81520
16299,15307,0,1787,29713,08,81521,81521
123,123,0,0,14917,08,81522,81522
912,912,0,0,41926,08,81523,81523
1714,1604,0,307,39639,08,81524,81524
1301,1264,0,8,23709,08,81525,81525
5439,5017,11,547,30747,08,81526,81526
1785,1756,4,96,41802,08,81527,81527
15325,13479,98,3971,36033,08,81601,81601
268,268,0,19,30461,08,81610,81610
11154,10079,45,1048,44920,08,81611,81611
0,0,0,0,,08,81612,81612
2783,2731,4,137,35462,08,81615,81615
11113,8831,562,3526,38668,08,81620,81620
5652,5216,141,1082,47043,08,81621,81621
17173,13766,87,5647,38764,08,81623,81623
1361,1274,62,165,24130,08,81624,81624
12601,11867,158,2002,30157,08,81625,81625
1054,1020,0,66,32500,08,81630,81630
8903,8364,34,2094,44430,08,81631,81631
9299,8127,0,3659,32692,08,81632,81632
0,0,0,0,,08,81633,81633
6735,5661,33,1765,32134,08,81635,81635
8500,7799,0,3189,37049,08,81637,81637
72,72,0,0,43250,08,81638,81638
2695,2588,9,266,36838,08,81639,81639
129,124,0,23,30469,08,81640,81640
3668,3455,3,347,30207,08,81641,81641
10,10,0,0,,08,81642,81642
412,412,0,0,33266,08,81643,81643
1101,1056,0,177,37344,08,81645,81645
234,218,0,20,31467,08,81646,81646
7304,6557,41,1635,38934,08,81647,81647
2688,2415,27,308,29231,08,81648,81648
345,309,0,150,33350,08,81649,81649
13843,12138,34,4692,35945,08,81650,81650
4958,4577,11,1042,36966,08,81652,81652
9,9,0,0,,08,81653,81653
1487,1173,0,549,26111,08,81654,81654
77,77,0,77,12083,08,81655,81655
223,223,0,0,47697,08,81656,81656
5847,5719,30,356,39553,08,81657,81657
36214,32285,737,5073,34068,56,82001,82001
623,375,132,174,23304,56,82005,82005
22326,19287,426,6244,27859,56,82007,82007
34061,31391,742,2427,43811,56,82009,82009
256,249,0,68,35066,56,82050,82050
61,61,0,0,11813,56,82051,82051
0,0,0,0,,56,82052,82052
1077,1027,27,59,40833,56,82053,82053
1510,1434,40,12,19844,56,82054,82054
308,302,0,40,,56,82055,82055
7,7,0,0,,56,82058,82058
181,181,0,32,,56,82059,82059
443,443,0,0,41409,56,82060,82060
0,0,0,0,,56,82061,82061
192,192,0,0,38232,56,82063,82063
20630,18812,220,1698,25218,56,82070,82070
16922,14742,434,1854,21401,56,82072,82072
48,37,2,15,,56,82073,82073
151,151,0,0,55263,56,82081,82081
1494,1408,0,290,30511,56,82082,82082
259,252,0,51,21719,56,82083,82083
7,7,0,0,,56,82084,82084
1103,975,27,53,22071,56,82190,82190
6858,6585,0,594,28483,56,82201,82201
345,341,0,4,22900,56,82210,82210
636,585,0,19,27386,56,82212,82212
386,377,0,28,18125,56,82213,82213
1078,1042,1,67,26719,56,82214,82214
80,78,0,5,19091,56,82215,82215
20,20,0,0,,56,82217,82217
28,28,0,0,250000,56,82219,82219
379,363,1,20,13306,56,82221,82221
37,37,0,0,26563,56,82222,82222
968,944,0,58,30588,56,82223,82223
13,13,0,0,,56,82224,82224
1957,1812,14,68,19435,56,82225,82225
294,294,0,27,25417,56,82227,82227
1,1,0,0,,56,82229,82229
10563,9735,40,1270,28152,56,82240,82240
29,29,0,0,52000,56,82242,82242
126,126,0,0,2499,56,82243,82243
565,534,11,46,22708,56,82244,82244
8964,7884,138,2304,33866,56,82301,82301
738,738,0,131,32167,56,82321,82321
178,178,0,0,40833,56,82322,82322
148,148,0,1,18333,56,82323,82323
232,232,0,31,36250,56,82324,82324
930,922,0,12,21594,56,82325,82325
916,843,23,16,31932,56,82327,82327
347,339,0,0,25550,56,82329,82329
2112,2031,0,139,28314,56,82331,82331
214,143,0,56,,56,82332,82332
492,485,2,88,39700,56,82334,82334
52,52,0,0,47500,56,82335,82335
171,154,0,33,41000,56,82336,82336
7336,6526,3,1142,29673,56,82401,82401
2122,2002,3,47,24222,56,82410,82410
571,536,0,60,30463,56,82411,82411
519,517,0,27,30506,56,82412,82412
15212,14513,59,726,32453,56,82414,82414
757,742,0,30,29583,56,82420,82420
293,291,0,8,30156,56,82421,82421
17,17,0,0,,56,82422,82422
171,159,0,15,15417,56,82423,82423
3083,2663,0,511,28253,56,82426,82426
163,128,0,0,32212,56,82428,82428
69,65,0,3,19375,56,82430,82430
3478,3305,30,338,27683,56,82431,82431
272,272,0,8,20333,56,82432,82432
1214,1072,113,18,31324,56,82433,82433
158,158,0,0,11116,56,82434,82434
12147,11452,16,853,29259,56,82435,82435
218,218,0,0,,56,82440,82440
163,143,19,2,,56,82441,82441
796,783,0,0,26131,56,82442,82442
4518,4333,0,172,28125,56,82443,82443
141,141,0,0,30884,56,82450,82450
19493,14183,159,2146,26962,56,82501,82501
388,35,0,6,12067,56,82510,82510
206,140,0,0,19643,56,82512,82512
1757,1697,28,43,30946,56,82513,82513
1592,82,7,40,18281,56,82514,82514
463,429,0,29,28068,56,82515,82515
429,277,0,5,20833,56,82516,82516
13444,10172,20,407,30295,56,82520,82520
934,834,0,29,32155,56,82523,82523
28121,26279,255,2231,31262,56,82601,82601
28064,26108,432,2510,34247,56,82604,82604
17850,17257,176,1400,36370,56,82609,82609
278,278,0,6,49318,56,82620,82620
0,0,0,0,,56,82630,82630
9858,9356,0,896,32672,56,82633,82633
153,153,0,0,17813,56,82635,82635
4080,3841,77,450,38561,56,82636,82636
4076,3965,0,232,36576,56,82637,82637
0,0,0,0,,56,82638,82638
757,695,0,12,29861,56,82639,82639
45,45,0,0,,56,82640,82640
63,63,0,0,,56,82642,82642
256,253,0,8,31917,56,82643,82643
1589,1578,0,182,25771,56,82644,82644
0,0,0,0,,56,82646,82646
27,27,0,0,,56,82648,82648
1043,981,0,53,29125,56,82649,82649
5338,5258,7,62,27488,56,82701,82701
212,212,0,0,30096,56,82710,82710
127,127,0,0,56719,56,82711,82711
375,374,0,1,26750,56,82712,82712
68,68,0,0,,56,82714,82714
0,0,0,0,,56,82715,82715
17245,15823,69,1657,32185,56,82716,82716
26691,25398,89,2268,47174,56,82718,82718
759,739,10,12,22528,56,82720,82720
3053,2924,0,19,39832,56,82721,82721
289,289,0,0,,56,82723,82723
607,564,0,43,,56,82725,82725
1224,1224,0,0,28939,56,82727,82727
2752,2592,0,55,28448,56,82729,82729
1607,1505,9,32,32692,56,82730,82730
230,230,0,0,60559,56,82731,82731
1412,1321,12,142,64803,56,82732,82732
25656,24228,110,1184,34143,56,82801,82801
313,309,0,2,25729,56,82831,82831
750,737,0,29,60441,56,82832,82832
96,96,0,0,,56,82833,82833
7422,6935,49,191,31515,56,82834,82834
295,295,0,3,35000,56,82835,82835
933,922,0,9,30726,56,82836,82836
38,38,0,0,,56,82837,82837
294,288,6,6,38854,56,82838,82838
1320,1320,0,39,37083,56,82839,82839
660,660,0,29,40188,56,82842,82842
20,20,0,0,,56,82844,82844
28,28,0,0,,56,82845,82845
29114,27377,502,4667,37472,56,82901,82901
249,249,0,0,53625,56,82922,82922
484,484,0,0,34545,56,82923,82923
213,213,0,0,,56,82925,82925
87,45,0,42,51972,56,82929,82929
14105,13064,16,1551,27388,56,82930,82930
347,347,0,9,36467,56,82932,82932
523,523,0,8,48170,56,82933,82933
40,40,0,4,,56,82934,82934
12771,11750,0,2089,33646,56,82935,82935
0,0,0,0,,56,82936,82936
4215,4081,0,236,29270,56,82937,82937
310,310,0,0,28333,56,82938,82938
1527,1355,7,75,34777,56,82939,82939
5262,5216,0,457,31106,56,82941,82941
56,56,0,0,45700,56,82942,82942
192,130,0,24,,56,82943,82943
118,118,0,0,25347,56,82944,82944
255,255,0,45,25938,56,82945,82945
17448,15313,194,3368,39928,56,83001,83001
133,133,0,0,,56,83011,83011
208,208,0,36,35417,56,83012,83012
315,306,1,0,,56,83013,83013
2931,2824,78,38,51807,56,83014,83014
903,773,0,12,49417,56,83025,83025
3095,2991,2,172,35445,56,83101,83101
4871,4518,0,206,23877,56,83110,83110
696,696,0,0,50592,56,83111,83111
489,463,0,0,,56,83112,83112
2609,2286,0,258,28875,56,83113,83113
1102,1074,0,48,19028,56,83114,83114
1028,1028,0,0,39297,56,83115,83115
636,561,4,55,28333,56,83116,83116
770,770,0,28,,56,83118,83118
298,298,0,0,11942,56,83119,83119
748,748,0,47,72097,56,83120,83120
0,0,0,0,,56,83121,83121
980,950,0,47,15341,56,83122,83122
470,438,0,17,31354,56,83123,83123
164,157,0,0,35438,56,83124,83124
329,305,0,0,45139,56,83126,83126
3597,3524,0,65,31897,56,83127,83127
1194,1155,3,196,45744,56,83128,83128
38506,34037,365,3624,23615,16,83201,83201
22714,18729,52,2289,27378,16,83202,83202
278,79,0,92,9808,16,83203,83203
18761,17129,100,1416,23532,16,83204,83204
1105,830,50,144,7463,16,83209,83209
3576,2366,0,1921,22220,16,83210,83210
5600,4581,0,2331,27725,16,83211,83211
182,182,0,0,29167,16,83212,83212
1340,1337,3,111,17727,16,83213,83213
678,550,0,128,30990,16,83214,83214
43,41,0,0,20000,16,83215,83215
813,787,0,38,26944,16,83217,83217
313,294,0,22,21786,16,83218,83218
137,132,5,8,28250,16,83220,83220
26950,22360,143,4619,25128,16,83221,83221
119,118,0,0,26250,16,83223,83223
2072,1968,0,108,17293,16,83226,83226
16,13,3,0,,16,83227,83227
643,619,0,40,23313,16,83228,83228
603,540,0,73,27500,16,83232,83232
47,47,0,0,,16,83233,83233
1475,1375,3,86,24681,16,83234,83234
230,129,0,0,,16,83235,83235
2422,2182,0,216,25398,16,83236,83236
916,865,0,74,25223,16,83237,83237
86,69,0,17,31900,16,83238,83238
620,588,17,8,28487,16,83239,83239
2357,2210,0,227,25448,16,83241,83241
42,42,0,0,,16,83243,83243
300,299,1,11,26838,16,83244,83244
2269,2218,39,24,29950,16,83245,83245
1009,951,0,38,36111,16,83246,83246
1733,1729,0,30,35861,16,83250,83250
1193,1123,2,22,18821,16,83251,83251
4343,4251,5,197,24206,16,83252,83252
83,58,0,25,31382,16,83253,83253
3651,3464,31,139,24734,16,83254,83254
1274,1219,0,55,31607,16,83255,83255
644,571,0,71,22457,16,83261,83261
1212,1212,0,84,21148,16,83262,83262
9638,9073,35,697,21730,16,83263,83263
526,523,0,46,25833,16,83271,83271
304,284,0,8,47708,16,83272,83272
9627,8818,0,1112,24958,16,83274,83274
3733,3589,0,140,24872,16,83276,83276
219,213,0,22,48056,16,83277,83277
379,340,0,0,45528,16,83278,83278
77,77,0,0,,16,83281,83281
276,276,0,8,,16,83283,83283
107,87,2,0,,16,83285,83285
1388,1375,0,17,29138,16,83286,83286
237,231,0,6,50417,16,83287,83287
57340,52027,666,9654,26478,16,83301,83301
282,281,0,85,22849,16,83302,83302
981,970,0,90,30227,16,83311,83311
114,114,0,0,19792,16,83312,83312
4026,3710,0,741,31632,16,83313,83313
1011,963,0,202,27760,16,83314,83314
9780,8875,4,1588,24728,16,83316,83316
17014,15664,18,5195,25028,16,83318,83318
1218,1161,0,158,30065,16,83320,83320
474,450,0,98,24712,16,83321,83321
28,28,0,0,,16,83322,83322
1847,1806,7,339,31069,16,83323,83323
785,766,0,179,25341,16,83324,83324
844,690,0,282,25511,16,83325,83325
950,947,0,17,25640,16,83327,83327
5871,5625,10,608,26180,16,83328,83328
6469,5994,0,1662,25510,16,83330,83330
2604,2395,13,455,24810,16,83332,83332
10109,9656,50,2770,31516,16,83333,83333
2139,1988,0,576,26783,16,83334,83334
1655,1530,19,400,23608,16,83335,83335
5526,5137,13,2151,28814,16,83336,83336
29,29,0,0,61625,16,83337,83337
21286,19996,22,8056,24843,16,83338,83338
5052,4757,29,1279,32167,16,83340,83340
7992,7771,9,910,25235,16,83341,83341
1181,1109,0,72,16677,16,83342,83342
1381,1316,0,418,30429,16,83344,83344
2024,1875,27,499,24960,16,83346,83346
3163,3063,0,749,26132,16,83347,83347
357,357,0,0,,16,83348,83348
1336,1232,0,243,24837,16,83349,83349
12948,12105,19,4670,22129,16,83350,83350
3227,2978,0,1222,24125,16,83352,83352
1295,1249,19,79,27713,16,83353,83353
0,0,0,0,,16,83354,83354
4875,4550,0,1878,24245,16,83355,83355
43718,38366,274,6497,25374,16,83401,83401
24676,21436,139,4655,25504,16,83402,83402
23821,21747,34,2324,30408,16,83404,83404
18742,17389,134,1248,30814,16,83406,83406
465,465,0,0,,56,83414,83414
2260,2146,0,180,22121,16,83420,83420
356,356,0,0,36750,16,83421,83421
3444,3148,0,553,34538,16,83422,83422
834,748,5,443,22500,16,83423,83423
501,501,0,0,,16,83424,83424
536,489,0,135,23083,16,83425,83425
2125,2108,0,105,35230,16,83427,83427
412,407,0,21,27313,16,83428,83428
519,508,0,0,28661,16,83429,83429
650,603,0,63,26579,16,83431,83431
6,6,0,0,,16,83433,83433
1718,1634,0,283,28832,16,83434,83434
662,580,2,98,30750,16,83435,83435
557,544,4,50,27431,16,83436,83436
36635,33931,59,2700,12958,16,83440,83440
22372,20305,0,1958,29877,16,83442,83442
914,904,0,54,21620,16,83443,83443
981,877,0,302,20426,16,83444,83444
8005,7489,12,1075,23142,16,83445,83445
24,24,0,0,18125,16,83446,83446
2648,2565,6,456,19855,16,83448,83448
177,177,0,0,35066,16,83449,83449
942,886,0,165,23194,16,83450,83450
748,742,6,95,25435,16,83451,83451
2148,1482,0,621,31792,16,83452,83452
658,658,0,12,23295,16,83454,83454
5333,5022,0,754,34599,16,83455,83455
163,118,0,37,3453,16,83460,83460
509,509,0,7,16184,16,83462,83462
68,68,0,0,,16,83463,83463
396,389,0,30,25302,16,83464,83464
128,105,0,18,37500,16,83465,83465
200,200,0,0,23017,16,83466,83466
6245,5883,3,188,22448,16,83467,83467
144,144,0,0,29833,16,83468,83468
25,25,0,0,,16,83469,83469
34948,32967,137,1368,29770,16,83501,83501
279,268,0,0,21750,16,83520,83520
2291,2158,7,124,21431,16,83522,83522
823,780,0,18,26136,16,83523,83523
954,780,0,16,24769,16,83524,83524
331,286,0,47,18438,16,83525,83525
379,375,0,0,25385,16,83526,83526
5515,5184,0,116,22459,16,83530,83530
301,301,0,0,46250,16,83533,83533
1201,962,0,47,28750,16,83535,83535
4517,3760,0,268,20288,16,83536,83536
1098,1011,0,16,31208,16,83537,83537
2177,2090,3,108,23171,16,83539,83539
2386,651,6,145,24256,16,83540,83540
985,928,0,12,30721,16,83541,83541
111,111,0,0,16985,16,83542,83542
788,719,3,27,30069,16,83543,83543
6183,5644,46,298,25988,16,83544,83544
387,343,0,29,21750,16,83545,83545
575,562,0,20,28854,16,83546,83546
375,359,0,0,20671,16,83547,83547
129,120,0,8,30179,16,83548,83548
685,677,0,0,24091,16,83549,83549
834,800,0,0,17247,16,83552,83552
970,920,0,41,19890,16,83553,83553
359,354,5,0,14907,16,83554,83554
508,454,2,17,25100,16,83555,83555
12,12,0,0,,16,83601,83601
6,6,0,0,,16,83602,83602
522,451,0,46,30515,16,83604,83604
46763,33182,130,18819,23064,16,83605,83605
26344,23293,0,5840,25811,16,83607,83607
880,874,0,18,23523,16,83610,83610
2004,1949,4,83,22412,16,83611,83611
1927,1858,16,43,22245,16,83612,83612
1576,1576,0,0,33659,16,83615,83615
27982,26107,122,1430,40188,16,83616,83616
15268,13641,20,1376,22718,16,83617,83617
7796,6619,0,1050,30000,16,83619,83619
2324,2223,19,75,26605,16,83622,83622
1359,1290,0,295,16986,16,83623,83623
1398,1202,5,360,25893,16,83624,83624
1315,1201,0,313,23969,16,83626,83626
599,514,0,99,22917,16,83627,83627
4403,3368,0,1513,21068,16,83628,83628
2106,1988,0,144,30184,16,83629,83629
873,847,0,30,25958,16,83631,83631
384,345,0,17,30972,16,83632,83632
728,573,0,211,24044,16,83633,83633
28678,26318,144,3532,30523,16,83634,83634
333,299,0,0,30792,16,83636,83636
185,173,0,0,16429,16,83637,83637
7025,6942,2,445,25955,16,83638,83638
3435,2869,52,776,24523,16,83639,83639
3098,2725,8,513,25957,16,83641,83641
46193,42394,212,3784,34454,16,83642,83642
140,140,0,0,19107,16,83643,83643
12582,11762,0,749,31466,16,83644,83644
811,806,0,9,21987,16,83645,83645
63945,58035,842,3577,37220,16,83646,83646
20860,17899,519,3311,28197,16,83647,83647
3009,2296,201,496,26949,16,83648,83648
608,420,4,175,22379,16,83650,83650
34548,27180,94,10396,23954,16,83651,83651
1572,1499,0,54,31502,16,83654,83654
4486,4121,0,495,26504,16,83655,83655
705,567,0,294,22174,16,83656,83656
444,432,0,0,,16,83657,83657
5987,4877,5,1744,25430,16,83660,83660
9941,8932,19,2027,25084,16,83661,83661
41,41,0,8,37143,16,83666,83666
11066,10533,31,818,31565,16,83669,83669
520,520,0,0,13466,16,83670,83670
5,5,0,0,,16,83671,83671
8328,7116,19,1686,20663,16,83672,83672
5132,3830,0,1808,24233,16,83676,83676
246,246,0,0,11693,16,83677,83677
48971,43536,211,8352,26461,16,83686,83686
35172,30432,445,6949,24935,16,83687,83687
22775,20949,258,1575,38601,16,83702,83702
16967,15230,372,878,33166,16,83703,83703
40234,35869,610,5345,28737,16,83704,83704
28969,25218,532,3416,28122,16,83705,83705
32904,29640,364,2686,26492,16,83706,83706
58391,52130,1493,4133,35654,16,83709,83709
9746,8949,87,461,44309,16,83712,83712
30121,26833,746,3199,30995,16,83713,83713
23109,21930,137,1709,33139,16,83714,83714
17494,14835,324,1070,44131,16,83716,83716
7616,7219,0,212,25524,16,83801,83801
201,166,15,17,,16,83802,83802
942,895,0,0,25786,16,83803,83803
1867,1704,0,65,21370,16,83804,83804
8700,8136,58,436,23823,16,83805,83805
274,263,0,14,23750,16,83806,83806
139,133,0,0,18125,16,83808,83808
388,388,0,0,47132,16,83809,83809
1228,1202,9,14,29063,16,83810,83810
1304,1231,0,6,15337,16,83811,83811
38,38,0,0,17813,16,83812,83812
1297,1283,0,136,31667,16,83813,83813
26448,25105,69,1307,27149,16,83814,83814
35142,32745,109,2112,29061,16,83815,83815
252,237,0,0,49327,16,83821,83821
1954,1761,0,24,15410,16,83822,83822
1588,1547,0,32,30326,16,83823,83823
303,139,0,70,17083,16,83824,83824
214,203,0,15,34250,16,83825,83825
0,0,0,0,,16,83826,83826
154,154,0,0,22188,16,83827,83827
368,327,0,0,11954,16,83830,83830
1622,1509,0,46,35352,16,83832,83832
1373,1335,2,41,32426,16,83833,83833
159,154,0,0,,16,83834,83834
21683,20823,99,364,31192,16,83835,83835
902,895,0,0,28157,16,83836,83836
3161,2957,0,94,22319,16,83837,83837
1282,1260,0,0,23715,16,83839,83839
287,287,0,3,19659,16,83840,83840
398,398,0,0,24176,16,83841,83841
183,183,0,18,18654,16,83842,83842
26986,24678,386,1228,21872,16,83843,83843
1886,1639,11,148,3841,16,83844,83844
1592,1531,0,18,29688,16,83845,83845
884,836,3,44,23882,16,83846,83846
1553,1478,5,136,27267,16,83847,83847
160,160,0,0,26103,16,83848,83848
2065,1789,11,202,22863,16,83849,83849
1838,1764,0,25,20238,16,83850,83850
1913,1200,4,153,22449,16,83851,83851
869,757,33,48,21900,16,83852,83852
42643,39928,124,2149,28107,16,83854,83854
1934,1783,4,22,25843,16,83855,83855
6185,5887,0,137,25758,16,83856,83856
1140,1060,43,108,39432,16,83857,83857
15714,14977,81,850,30685,16,83858,83858
6088,5868,46,205,31139,16,83860,83860
6618,6397,2,149,25851,16,83861,83861
18523,17623,48,695,25932,16,83864,83864
58,58,0,0,13041,16,83866,83866
457,456,0,2,,16,83867,83867
790,739,0,44,18125,16,83868,83868
5116,4877,0,128,25293,16,83869,83869
262,172,0,0,22381,16,83870,83870
1867,1798,0,13,34612,16,83871,83871
709,678,18,66,51957,16,83872,83872
1671,1571,14,21,18115,16,83873,83873
27,27,0,0,,16,83874,83874
1829,1023,1,55,25491,16,83876,83876
568,562,0,10,41583,49,84001,84001
335,328,0,6,36250,49,84002,84002
50222,46935,345,3083,32111,49,84003,84003
10553,10171,15,167,39959,49,84004,84004
31383,28843,112,3713,36755,49,84005,84005
894,840,0,132,41705,49,84006,84006
639,593,0,46,31648,49,84007,84007
46218,43385,194,3073,33113,49,84010,84010
1163,1156,4,12,33409,49,84013,84013
