zipcode,state,totalValidRegistrations,ihpReferrals,ihpEligible,ihpAmount,FIP_disaster_count,average_project,approved_rate
74301,OK,74.0,60.0,28.0,112142.2,58,4005.078571428571,0.3783783783783784
74330,OK,27.0,17.0,12.0,72421.59000000001,75,6035.132500000001,0.4444444444444444
74331,OK,98.0,75.0,36.0,176323.64,169,4897.878888888889,0.3673469387755102
74332,OK,14.0,13.0,6.0,27480.429999999997,87,4580.071666666666,0.42857142857142855
74333,OK,7.0,5.0,3.0,2878.88,62,959.6266666666667,0.42857142857142855
74335,OK,13.0,11.0,4.0,13942.12,33,3485.53,0.3076923076923077
74337,OK,88.0,71.0,37.0,176627.02000000002,61,4773.703243243243,0.42045454545454547
74338,OK,92.0,81.0,38.0,233761.47,31,6151.617631578947,0.41304347826086957
74339,OK,7.0,6.0,1.0,1712.37,33,1712.37,0.14285714285714285
74340,OK,8.0,7.0,4.0,39192.06999999999,60,9798.017499999998,0.5
74342,OK,14.0,11.0,6.0,13146.04,31,2191.0066666666667,0.42857142857142855
74343,OK,34.0,28.0,14.0,94928.6,33,6780.614285714286,0.4117647058823529
74344,OK,174.0,144.0,82.0,378801.97,31,4619.536219512195,0.47126436781609193
74345,OK,4.0,4.0,2.0,16175.63,31,8087.815,0.5
74346,OK,104.0,84.0,34.0,414127.88,31,12180.231764705883,0.3269230769230769
74347,OK,71.0,56.0,27.0,133828.89,31,4956.625555555556,0.38028169014084506
74352,OK,29.0,26.0,12.0,32215.17,59,2684.5975,0.41379310344827586
74354,OK,1012.0,840.0,656.0,5119536.55,33,7804.171570121951,0.6482213438735178
74355,OK,8.0,6.0,5.0,47481.45,33,9496.289999999999,0.625
74358,OK,2.0,2.0,2.0,9251.74,33,4625.87,1.0
74359,OK,7.0,7.0,4.0,24592.82,94,6148.205,0.5714285714285714
74360,OK,231.0,204.0,131.0,886270.1,33,6765.420610687022,0.5670995670995671
74361,OK,53.0,44.0,25.0,100854.20999999999,29,4034.1683999999996,0.4716981132075472
74363,OK,92.0,85.0,32.0,148238.24,33,4632.445,0.34782608695652173
74364,OK,59.0,55.0,25.0,75835.79000000001,90,3033.4316000000003,0.423728813559322
74365,OK,36.0,28.0,13.0,51884.88,60,3991.144615384615,0.3611111111111111
74366,OK,13.0,12.0,3.0,10377.640000000001,29,3459.2133333333336,0.23076923076923078
74367,OK,19.0,17.0,9.0,126834.75,29,14092.75,0.47368421052631576
74368,OK,20.0,17.0,12.0,50703.73,31,4225.310833333334,0.6
74369,OK,21.0,19.0,2.0,2816.48,49,1408.24,0.09523809523809523
74370,OK,28.0,24.0,14.0,72446.33,33,5174.737857142857,0.5
74401,OK,257.0,239.0,128.0,782501.06,107,6113.28953125,0.4980544747081712
74402,OK,2.0,2.0,1.0,315.07,31,315.07,0.5
74403,OK,209.0,165.0,82.0,650130.5599999999,131,7928.421463414634,0.3923444976076555
74404,OK,1.0,1.0,1.0,3513.63,46,3513.63,1.0
74421,OK,56.0,44.0,20.0,82019.85,84,4100.9925,0.35714285714285715
74422,OK,30.0,25.0,15.0,25736.820000000003,69,1715.7880000000002,0.5
74423,OK,15.0,9.0,2.0,9393.789999999999,31,4696.8949999999995,0.13333333333333333
74425,OK,17.0,13.0,3.0,23108.96,32,7702.986666666667,0.17647058823529413
74426,OK,141.0,117.0,44.0,198839.67,30,4519.083409090909,0.3120567375886525
74427,OK,10.0,8.0,1.0,2408.0,30,2408.0,0.1
74428,OK,15.0,13.0,4.0,20482.96,61,5120.74,0.26666666666666666
74429,OK,105.0,92.0,27.0,108028.33,32,4001.0492592592595,0.2571428571428571
74431,OK,29.0,26.0,20.0,174778.88,38,8738.944,0.6896551724137931
74432,OK,151.0,124.0,38.0,90714.61,62,2387.2265789473686,0.25165562913907286
74434,OK,246.0,196.0,152.0,2700294.15,93,17765.093092105264,0.6178861788617886
74435,OK,10.0,8.0,4.0,18690.79,62,4672.6975,0.4
74436,OK,56.0,41.0,20.0,272448.22,101,13622.410999999998,0.35714285714285715
74437,OK,240.0,193.0,80.0,291938.72000000003,68,3649.2340000000004,0.3333333333333333
74441,OK,37.0,30.0,4.0,5830.69,30,1457.6725,0.10810810810810811
74442,OK,4.0,3.0,2.0,7148.299999999999,32,3574.1499999999996,0.5
74445,OK,40.0,33.0,7.0,29226.29,69,4175.184285714286,0.175
74446,OK,14.0,10.0,3.0,32759.17,32,10919.723333333333,0.21428571428571427
74447,OK,445.0,391.0,161.0,539127.3300000001,38,3348.6169565217397,0.36179775280898874
74450,OK,8.0,7.0,2.0,20608.96,31,10304.48,0.25
74451,OK,20.0,16.0,9.0,25058.17,30,2784.241111111111,0.45
74452,OK,24.0,19.0,6.0,13628.47,30,2271.4116666666664,0.25
74454,OK,45.0,38.0,21.0,229187.44,63,10913.68761904762,0.4666666666666667
74455,OK,41.0,34.0,13.0,58367.16,61,4489.781538461539,0.3170731707317073
74457,OK,5.0,5.0,1.0,920.0,57,920.0,0.2
74460,OK,8.0,7.0,6.0,20560.36,38,3426.726666666667,0.75
74461,OK,1.0,1.0,1.0,55.97,30,55.97,1.0
74462,OK,16.0,13.0,3.0,22044.55,65,7348.183333333333,0.1875
74463,OK,8.0,7.0,3.0,2898.38,31,966.1266666666667,0.375
74464,OK,158.0,143.0,63.0,340906.95,30,5411.221428571429,0.3987341772151899
74467,OK,108.0,85.0,41.0,282439.84,32,6888.776585365854,0.37962962962962965
74468,OK,3.0,2.0,1.0,1672.0,31,1672.0,0.3333333333333333
74469,OK,9.0,6.0,5.0,7578.47,61,1515.694,0.5555555555555556
74470,OK,182.0,143.0,109.0,1034573.95,62,9491.504128440367,0.5989010989010989
74471,OK,3.0,2.0,2.0,17291.989999999998,30,8645.994999999999,0.6666666666666666
74480,OK,1.0,1.0,1.0,2767.5,38,2767.5,1.0
74501,OK,420.0,365.0,131.0,540067.07,79,4122.649389312976,0.3119047619047619
74523,OK,46.0,41.0,21.0,68367.46999999999,55,3255.593809523809,0.45652173913043476
74524,OK,1.0,1.0,1.0,4467.78,27,4467.78,1.0
74525,OK,744.0,661.0,265.0,1901563.76,27,7175.712301886792,0.35618279569892475
74531,OK,6.0,2.0,1.0,311.03,26,311.03,0.16666666666666666
74533,OK,48.0,41.0,15.0,103860.73000000001,27,6924.0486666666675,0.3125
74534,OK,2.0,1.0,1.0,8342.6,26,8342.6,0.5
74536,OK,18.0,14.0,4.0,18443.29,79,4610.8225,0.2222222222222222
74538,OK,26.0,21.0,9.0,44916.83,53,4990.7588888888895,0.34615384615384615
74540,OK,8.0,8.0,3.0,2333.44,27,777.8133333333334,0.375
74543,OK,4.0,2.0,1.0,28200.0,28,28200.0,0.25
74546,OK,11.0,9.0,3.0,5394.06,32,1798.0200000000002,0.2727272727272727
74547,OK,46.0,43.0,15.0,103668.01999999999,32,6911.2013333333325,0.32608695652173914
74549,OK,4.0,3.0,2.0,26118.74,60,13059.37,0.5
74553,OK,17.0,13.0,5.0,25649.45,32,5129.89,0.29411764705882354
74554,OK,7.0,6.0,1.0,10726.6,63,10726.6,0.14285714285714285
74555,OK,23.0,20.0,8.0,11794.789999999999,27,1474.3487499999999,0.34782608695652173
74556,OK,5.0,4.0,1.0,667.45,26,667.45,0.2
74557,OK,7.0,5.0,1.0,3070.67,28,3070.67,0.14285714285714285
74558,OK,9.0,6.0,2.0,9470.65,28,4735.325,0.2222222222222222
74560,OK,12.0,10.0,6.0,9440.57,32,1573.4283333333333,0.5
74561,OK,11.0,7.0,1.0,5166.72,32,5166.72,0.09090909090909091
74562,OK,10.0,7.0,2.0,24872.83,28,12436.415,0.2
74563,OK,4.0,4.0,3.0,4067.41,30,1355.8033333333333,0.75
74565,OK,4.0,3.0,1.0,1684.56,32,1684.56,0.25
74569,OK,33.0,31.0,13.0,25240.96,27,1941.6123076923077,0.3939393939393939
74570,OK,9.0,8.0,3.0,17206.57,58,5735.5233333333335,0.3333333333333333
74571,OK,31.0,26.0,6.0,16841.93,90,2806.9883333333332,0.1935483870967742
74574,OK,43.0,40.0,20.0,222629.97999999998,90,11131.499,0.46511627906976744
74576,OK,3.0,3.0,2.0,4584.98,59,2292.49,0.6666666666666666
74577,OK,2.0,2.0,2.0,991.94,32,495.97,1.0
74578,OK,22.0,18.0,9.0,44339.5,30,4926.611111111111,0.4090909090909091
74601,OK,147.0,127.0,83.0,329244.37,103,3966.799638554217,0.564625850340136
74604,OK,89.0,70.0,40.0,165880.89,74,4147.02225,0.449438202247191
74630,OK,3.0,2.0,2.0,1431.64,29,715.82,0.6666666666666666
74631,OK,71.0,57.0,42.0,136249.45,35,3244.034523809524,0.5915492957746479
74632,OK,9.0,7.0,6.0,8609.74,35,1434.9566666666667,0.6666666666666666
74633,OK,8.0,7.0,3.0,2184.85,39,728.2833333333333,0.375
74637,OK,33.0,31.0,14.0,44173.47,74,3155.2478571428574,0.42424242424242425
74640,OK,3.0,3.0,2.0,4767.11,25,2383.555,0.6666666666666666
74641,OK,6.0,5.0,3.0,4613.96,35,1537.9866666666667,0.5
74644,OK,1.0,1.0,1.0,263.97,29,263.97,1.0
74647,OK,25.0,17.0,7.0,33984.28,35,4854.897142857143,0.28
74651,OK,7.0,6.0,3.0,17531.98,29,5843.993333333333,0.42857142857142855
74653,OK,45.0,36.0,21.0,31460.230000000003,35,1498.1061904761907,0.4666666666666667
74701,OK,245.0,218.0,101.0,588737.95,70,5829.088613861386,0.4122448979591837
74702,OK,2.0,2.0,1.0,3800.28,25,3800.28,0.5
74720,OK,11.0,11.0,3.0,15328.16,25,5109.386666666666,0.2727272727272727
74723,OK,9.0,7.0,5.0,8302.8,25,1660.56,0.5555555555555556
74726,OK,22.0,18.0,7.0,44257.45,25,6322.492857142856,0.3181818181818182
74727,OK,28.0,18.0,8.0,40650.35,53,5081.29375,0.2857142857142857
74728,OK,59.0,37.0,17.0,93105.79000000001,49,5476.811176470589,0.288135593220339
74729,OK,42.0,33.0,14.0,49292.65,99,3520.9035714285715,0.3333333333333333
74730,OK,40.0,37.0,19.0,87578.47,25,4609.393157894737,0.475
74731,OK,46.0,44.0,17.0,75178.58,25,4422.269411764706,0.3695652173913043
74733,OK,37.0,31.0,15.0,95120.51,25,6341.367333333333,0.40540540540540543
74734,OK,10.0,7.0,1.0,21054.05,21,21054.05,0.1
74735,OK,11.0,6.0,4.0,26026.31,54,6506.5775,0.36363636363636365
74736,OK,6.0,6.0,1.0,4635.34,21,4635.34,0.16666666666666666
74738,OK,4.0,1.0,1.0,32900.0,26,32900.0,0.25
74740,OK,52.0,40.0,8.0,19356.38,21,2419.5475,0.15384615384615385
74741,OK,8.0,3.0,1.0,3717.5,25,3717.5,0.125
74743,OK,49.0,43.0,20.0,139973.33,26,6998.666499999999,0.40816326530612246
74745,OK,78.0,66.0,31.0,147947.68,21,4772.505806451612,0.3974358974358974
74748,OK,5.0,5.0,3.0,26882.17,45,8960.723333333333,0.6
74756,OK,10.0,9.0,4.0,7679.32,26,1919.83,0.4
74759,OK,16.0,11.0,2.0,34238.71,26,17119.355,0.125
74764,OK,16.0,16.0,5.0,22081.04,21,4416.2080000000005,0.3125
74766,OK,5.0,4.0,1.0,5058.1,21,5058.1,0.2
74801,OK,618.0,530.0,224.0,1004134.44,86,4482.743035714286,0.36245954692556637
74802,OK,6.0,4.0,2.0,3380.92,39,1690.46,0.3333333333333333
74804,OK,641.0,566.0,277.0,1999847.64,39,7219.666570397111,0.43213728549141966
74808,OK,1.0,1.0,1.0,18727.04,39,18727.04,1.0
74820,OK,367.0,298.0,139.0,571229.2699999999,129,4109.563093525179,0.3787465940054496
74825,OK,24.0,19.0,16.0,50756.45999999999,49,3172.2787499999995,0.6666666666666666
74826,OK,33.0,27.0,7.0,42991.63,39,6141.661428571429,0.21212121212121213
74829,OK,71.0,60.0,21.0,56531.100000000006,38,2691.957142857143,0.29577464788732394
74830,OK,10.0,10.0,5.0,11860.7,33,2372.1400000000003,0.5
74831,OK,8.0,7.0,1.0,643.11,96,643.11,0.125
74832,OK,68.0,56.0,18.0,268200.16000000003,40,14900.008888888891,0.2647058823529412
74833,OK,22.0,21.0,10.0,14352.31,38,1435.231,0.45454545454545453
74834,OK,43.0,32.0,11.0,78833.45999999999,40,7166.678181818181,0.2558139534883721
74836,OK,5.0,2.0,2.0,3386.11,20,1693.055,0.4
74837,OK,17.0,14.0,5.0,14028.0,33,2805.6,0.29411764705882354
74839,OK,12.0,9.0,4.0,30973.12,102,7743.28,0.3333333333333333
74840,OK,113.0,99.0,40.0,396269.11,72,9906.72775,0.35398230088495575
74843,OK,4.0,4.0,1.0,177.38,23,177.38,0.25
74844,OK,12.0,9.0,5.0,6408.56,23,1281.712,0.4166666666666667
74848,OK,108.0,86.0,39.0,195462.06999999998,59,5011.847948717948,0.3611111111111111
74849,OK,87.0,69.0,37.0,81675.54000000001,95,2207.447027027027,0.42528735632183906
74851,OK,292.0,263.0,134.0,381606.2,166,2847.8074626865673,0.4589041095890411
74852,OK,64.0,56.0,35.0,68004.5,79,1942.9857142857143,0.546875
74854,OK,41.0,32.0,13.0,19563.32,72,1504.8707692307692,0.3170731707317073
74855,OK,45.0,39.0,18.0,58070.7,79,3226.1499999999996,0.4
74856,OK,6.0,4.0,2.0,5678.04,44,2839.02,0.3333333333333333
74857,OK,1174.0,1066.0,520.0,2081810.92,126,4003.4825384615383,0.44293015332197616
74859,OK,183.0,158.0,89.0,343005.8,109,3853.9977528089885,0.48633879781420764
74860,OK,23.0,20.0,8.0,19719.65,77,2464.95625,0.34782608695652173
74864,OK,78.0,70.0,22.0,112376.89,117,5108.040454545455,0.28205128205128205
74865,OK,24.0,18.0,10.0,16322.089999999998,47,1632.2089999999998,0.4166666666666667
74867,OK,32.0,29.0,17.0,61184.850000000006,33,3599.108823529412,0.53125
74868,OK,513.0,425.0,208.0,1089616.42,112,5238.54048076923,0.40545808966861596
74871,OK,24.0,22.0,8.0,17062.51,23,2132.81375,0.3333333333333333
74872,OK,21.0,19.0,10.0,37986.15,96,3798.6150000000002,0.47619047619047616
74873,OK,502.0,434.0,186.0,474561.38,39,2551.405268817204,0.3705179282868526
74875,OK,8.0,7.0,2.0,26715.3,40,13357.65,0.25
74878,OK,46.0,41.0,25.0,40805.06,79,1632.2024,0.5434782608695652
74880,OK,97.0,83.0,47.0,244983.06999999998,106,5212.40574468085,0.4845360824742268
74881,OK,79.0,71.0,35.0,277214.95,114,7920.427142857143,0.4430379746835443
74883,OK,26.0,20.0,6.0,10628.460000000001,64,1771.41,0.23076923076923078
74884,OK,170.0,147.0,71.0,209524.84,59,2951.0540845070423,0.4176470588235294
74901,OK,11.0,10.0,6.0,22397.39,32,3732.898333333333,0.5454545454545454
74902,OK,27.0,20.0,15.0,109986.12,32,7332.407999999999,0.5555555555555556
74930,OK,31.0,27.0,10.0,54152.880000000005,32,5415.2880000000005,0.3225806451612903
74931,OK,3.0,1.0,1.0,2053.06,27,2053.06,0.3333333333333333
74932,OK,16.0,12.0,3.0,39958.89,32,13319.63,0.1875
74937,OK,53.0,41.0,21.0,279662.24,32,13317.249523809523,0.39622641509433965
74939,OK,2.0,2.0,1.0,27963.79,32,27963.79,0.5
74940,OK,15.0,14.0,4.0,37690.97,32,9422.7425,0.26666666666666666
74941,OK,4.0,3.0,1.0,3656.31,32,3656.31,0.25
74942,OK,4.0,3.0,2.0,7972.48,32,3986.24,0.5
74946,OK,80.0,71.0,58.0,761011.61,31,13120.889827586207,0.725
74948,OK,25.0,18.0,7.0,87480.73999999999,31,12497.24857142857,0.28
74951,OK,11.0,11.0,5.0,23265.63,32,4653.126,0.45454545454545453
74953,OK,97.0,82.0,20.0,103534.90000000001,32,5176.745000000001,0.20618556701030927
74954,OK,14.0,5.0,1.0,7000.0,31,7000.0,0.07142857142857142
74955,OK,15.0,15.0,6.0,31830.46,78,5305.076666666667,0.4
74956,OK,29.0,24.0,2.0,1282.65,32,641.325,0.06896551724137931
74957,OK,1.0,1.0,1.0,4669.75,32,4669.75,1.0
74959,OK,49.0,37.0,17.0,97524.86,32,5736.756470588235,0.3469387755102041
74960,OK,42.0,37.0,24.0,56104.04,57,2337.6683333333335,0.5714285714285714
74962,OK,12.0,10.0,4.0,23293.48,31,5823.37,0.3333333333333333
74963,OK,1.0,1.0,1.0,2744.93,21,2744.93,1.0
74964,OK,4.0,3.0,2.0,1600.22,27,800.11,0.5
74965,OK,9.0,6.0,4.0,11556.47,27,2889.1175,0.4444444444444444
74966,OK,30.0,28.0,6.0,44120.31,32,7353.384999999999,0.2
