disasterNumber,state,county,city,zipcode,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,id,county_type
1712,OK,McClain,GOLDSBY,73093,4.0,1,3,0,3.0,1.0,6079.4,2,1,6079.4,2,0,0,623ecc45cbab24a500f10e13,County)
1712,OK,McClain,LINDSAY,73052,2.0,2,0,0,2.0,2.0,2445.8199999999997,2,2,2445.8199999999997,1,0,0,623ecc45cbab24a500f10e14,County)
1712,OK,Muskogee,FORT GIBSON,74434,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10e1c,County)
1712,OK,Muskogee,HASKELL,74436,1.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10e1d,County)
1712,OK,Muskogee,MUSKOGEE,74402,1.0,1,0,0,1.0,1.0,315.07,1,1,315.07,1,0,0,623ecc45cbab24a500f10e20,County)
1712,OK,Muskogee,MUSKOGEE,74403,34.0,26,8,0,29.0,14.0,106923.81999999999,29,14,98012.84,12,2,8910.98,623ecc45cbab24a500f10e21,County)
1712,OK,Muskogee,OKTAHA,74450,1.0,0,1,0,1.0,0.0,0.0,0,0,0,1,0,0,623ecc45cbab24a500f10e22,County)
1712,OK,Muskogee,TAFT,74463,2.0,2,0,0,2.0,1.0,1773.62,2,1,1773.62,0,0,0,623ecc45cbab24a500f10e24,County)
1712,OK,Nowata,LENAPAH,74042,13.0,10,3,0,6.0,3.0,9876.960000000001,6,3,3227.84,2,1,6649.12,623ecc45cbab24a500f10e2a,County)
1712,OK,Nowata,NOWATA,74048,25.0,20,5,0,12.0,10.0,156822.6,11,10,145448.13,4,2,11374.470000000001,623ecc45cbab24a500f10e2b,County)
1712,OK,Okfuskee,BOLEY,74829,1.0,1,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10e2f,County)
1712,OK,Okfuskee,PADEN,74860,4.0,3,1,0,4.0,0.0,0.0,4,0,0,2,0,0,623ecc45cbab24a500f10e32,County)
1712,OK,Oklahoma,HARRAH,73045,6.0,4,2,0,6.0,2.0,4328.16,6,2,4328.16,2,0,0,623ecc45cbab24a500f10e3c,County)
1712,OK,Oklahoma,MIDWEST CITY,73110,12.0,7,5,0,12.0,10.0,82746.9,12,9,80176.84,7,4,2570.06,623ecc45cbab24a500f10e3f,County)
1712,OK,Oklahoma,NEWALLA,74857,2.0,2,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10e42,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73104,4.0,2,2,0,3.0,1.0,483.0,3,1,483,2,0,0,623ecc45cbab24a500f10e46,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73109,8.0,8,0,0,7.0,2.0,4854.8,7,2,4854.8,2,0,0,623ecc45cbab24a500f10e4b,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73131,4.0,4,0,0,3.0,2.0,4699.4800000000005,3,2,4699.4800000000005,0,0,0,623ecc45cbab24a500f10e5b,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73150,4.0,3,1,0,4.0,2.0,1061.22,3,2,1061.22,2,0,0,623ecc45cbab24a500f10e62,County)
1712,OK,Oklahoma,WARR ACRES,73122,1.0,1,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10e6a,County)
1712,OK,Okmulgee,DEWAR,74431,4.0,2,2,0,3.0,3.0,11994.900000000001,3,3,6337.14,1,1,5657.76,623ecc45cbab24a500f10e6c,County)
1712,OK,Ottawa,CARDIN,74335,1.0,1,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10e74,County)
1712,OK,Ottawa,QUAPAW,74363,1.0,1,0,0,1.0,1.0,637.78,1,1,637.78,0,0,0,623ecc45cbab24a500f10e7a,County)
1712,OK,Payne,CUSHING,74023,4.0,3,1,0,4.0,2.0,10783.2,4,2,10783.2,3,0,0,623ecc45cbab24a500f10e7c,County)
1712,OK,Payne,GLENCOE,74032,2.0,1,1,0,2.0,1.0,6333.77,2,1,5899.72,1,1,434.05,623ecc45cbab24a500f10e7d,County)
1712,OK,Payne,RIPLEY,74062,2.0,2,0,0,2.0,1.0,14463.2,2,1,14463.2,0,0,0,623ecc45cbab24a500f10e7f,County)
1712,OK,Payne,STILLWATER,74076,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10e82,County)
1712,OK,Pontotoc,ALLEN,74825,6.0,4,2,0,5.0,4.0,15057.25,5,4,15057.25,3,0,0,623ecc45cbab24a500f10e85,County)
1712,OK,Pottawatomie,SHAWNEE,74801,124.0,110,14,0,102.0,52.0,133802.09,97,47,122588.82,53,12,11213.27,623ecc45cbab24a500f10e95,County)
1712,OK,Pottawatomie,SHAWNEE,74804,99.0,73,26,0,93.0,55.0,248605.66,90,52,225757.37,42,12,22848.29,623ecc45cbab24a500f10e97,County)
1712,OK,Pushmataha,MOYERS,74557,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10e9c,County)
1712,OK,Seminole,SEMINOLE,74868,50.0,42,8,0,42.0,16.0,39580.31,42,16,39149.42,9,1,430.89,623ecc45cbab24a500f10eac,County)
1712,OK,Stephens,MARLOW,73055,14.0,12,2,0,10.0,6.0,22616.03,10,6,22616.03,3,0,0,623ecc45cbab24a500f10eb3,County)
1712,OK,Washington,BARTLESVILLE,74003,155.0,133,22,0,120.0,78.0,594409.48,118,78,478555.34,72,39,115854.14,623ecc45cbab24a500f10eb5,County)
1712,OK,Washington,BARTLESVILLE,74006,49.0,40,9,0,33.0,17.0,91686.48,30,16,65497.04,19,6,26189.44,623ecc45cbab24a500f10eb6,County)
1712,OK,Washington,COLLINSVILLE,74021,2.0,2,0,0,2.0,0.0,0.0,2,0,0,2,0,0,623ecc45cbab24a500f10eb7,County)
1712,OK,Washington,COPAN,74022,16.0,15,1,0,12.0,7.0,75659.84,12,7,51257.33,9,3,24402.510000000002,623ecc45cbab24a500f10eb8,County)
1712,OK,Washington,WANN,74083,2.0,1,1,0,2.0,2.0,19756.0,2,2,18798.79,1,1,957.21,623ecc45cbab24a500f10ebb,County)
1712,OK,Washita,CORDELL,73632,1.0,0,1,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10ebd,County)
1712,OK,Woods,ALVA,73717,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10ec0,County)
1712,OK,Woods,WAYNOKA,73860,1.0,0,1,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10ec1,County)
1712,OK,Mayes,ADAIR,74330,2.0,2,0,0,2.0,1.0,423.0,2,1,423,2,0,0,623ecc45cbab24a500f10e0a,County)
1712,OK,Muskogee,MORRIS,74445,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10e1e,County)
1712,OK,Nowata,DELAWARE,74027,25.0,21,4,0,16.0,11.0,209987.89,15,10,174737.39,13,8,35250.5,623ecc45cbab24a500f10e29,County)
1712,OK,Nowata,S COFFEYVILLE,74072,44.0,43,1,0,22.0,20.0,299970.22,22,19,277239.55,11,7,22730.67,623ecc45cbab24a500f10e2c,County)
1712,OK,Nowata,SOUTH COFFEYVILLE,74072,8.0,0,8,0,5.0,2.0,47275.57,3,2,44973.09,3,1,2302.48,623ecc45cbab24a500f10e2d,County)
1712,OK,Okfuskee,CASTLE,74833,1.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,623ecc45cbab24a500f10e30,County)
1712,OK,Okfuskee,OKEMAH,74859,5.0,5,0,0,3.0,2.0,3042.8,3,2,3042.8,0,0,0,623ecc45cbab24a500f10e31,County)
1712,OK,Oklahoma,ARCADIA,73007,2.0,2,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10e34,County)
1712,OK,Oklahoma,CHOCTAW,73020,22.0,15,7,0,20.0,10.0,36172.4,20,10,36172.4,9,0,0,623ecc45cbab24a500f10e36,County)
1712,OK,Oklahoma,EDMOND,73034,20.0,15,5,0,19.0,8.0,15474.77,18,8,14484.79,8,1,989.98,623ecc45cbab24a500f10e3a,County)
1712,OK,Oklahoma,JONES,73049,5.0,3,2,0,5.0,3.0,9498.99,5,3,9498.99,2,0,0,623ecc45cbab24a500f10e3d,County)
1712,OK,Oklahoma,MIDWEST CITY,73130,19.0,12,7,0,17.0,7.0,11720.36,17,7,9776.72,7,2,1943.64,623ecc45cbab24a500f10e40,County)
1712,OK,Oklahoma,MIDWEST CITY  ,73130,1.0,0,1,0,1.0,1.0,610.2,1,1,610.2,1,0,0,623ecc45cbab24a500f10e41,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73115,1.0,1,0,0,1.0,1.0,2169.97,1,1,792,1,1,1377.97,623ecc45cbab24a500f10e50,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73118,9.0,7,2,0,9.0,3.0,4687.49,8,3,4192.49,6,1,495,623ecc45cbab24a500f10e53,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73132,4.0,1,3,0,4.0,1.0,4836.1,4,1,4836.1,2,0,0,623ecc45cbab24a500f10e5c,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73135,7.0,2,5,0,6.0,2.0,1849.82,5,2,1849.82,4,0,0,623ecc45cbab24a500f10e5d,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73149,3.0,2,1,0,2.0,1.0,3578.36,2,1,3578.36,1,0,0,623ecc45cbab24a500f10e61,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73169,1.0,0,1,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10e66,County)
1712,OK,Oklahoma,OKLAHOMA CITY,73170,3.0,2,1,0,3.0,0.0,0.0,2,0,0,3,0,0,623ecc45cbab24a500f10e67,County)
1712,OK,Okmulgee,OKMULGEE,74447,32.0,23,9,0,27.0,10.0,17556.32,26,10,15550.32,16,1,2006,623ecc45cbab24a500f10e70,County)
1712,OK,Ottawa,FAIRLAND,74343,9.0,8,1,0,6.0,5.0,75627.53,6,5,75242.29,2,1,385.24,623ecc45cbab24a500f10e76,County)
1712,OK,Ottawa,MIAMI,74355,4.0,3,1,0,2.0,2.0,26233.32,2,2,25397.86,1,1,835.46,623ecc45cbab24a500f10e78,County)
1712,OK,Pontotoc,ADA,74820,93.0,76,17,0,83.0,23.0,69760.3,78,21,55475.14,36,4,14285.16,623ecc45cbab24a500f10e84,County)
1712,OK,Pontotoc,KONAWA,74849,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10e88,County)
1712,OK,Pontotoc,STONEWALL,74871,11.0,9,2,0,10.0,3.0,6636.63,10,3,3988.8,3,1,2647.83,623ecc45cbab24a500f10e8a,County)
1712,OK,Pottawatomie,ASHER,74826,8.0,8,0,0,6.0,1.0,584.52,6,1,584.52,3,0,0,623ecc45cbab24a500f10e8c,County)
1712,OK,Pottawatomie,EARLSBORO,74840,4.0,3,1,0,4.0,1.0,2337.59,4,1,2337.59,3,0,0,623ecc45cbab24a500f10e8d,County)
1712,OK,Pottawatomie,KONAWA,74849,1.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10e8e,County)
1712,OK,Pottawatomie,NEWALLA,74857,1.0,1,0,0,1.0,1.0,461.96,1,1,461.96,0,0,0,623ecc45cbab24a500f10e92,County)
1712,OK,Pottawatomie,PRAGUE,74864,5.0,3,2,0,5.0,2.0,4340.93,5,2,4340.93,4,0,0,623ecc45cbab24a500f10e93,County)
1712,OK,Pottawatomie,SHAWNEE,74802,3.0,3,0,0,2.0,2.0,3380.92,2,2,3380.92,1,0,0,623ecc45cbab24a500f10e96,County)
1712,OK,Pushmataha,FINLEY,74543,3.0,3,0,0,1.0,1.0,28200.0,1,1,28200,1,0,0,623ecc45cbab24a500f10e9b,County)
1712,OK,Rogers,CLAREMORE,74019,2.0,2,0,0,2.0,1.0,2046.93,2,1,2046.93,0,0,0,623ecc45cbab24a500f10e9f,County)
1712,OK,Seminole,HOLDENVILLE,74848,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10ea7,County)
1712,OK,Seminole,OKEMAH,74859,2.0,2,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10eaa,County)
1712,OK,Seminole,SASAKWA,74867,4.0,4,0,0,4.0,2.0,5159.58,4,2,3336.14,3,1,1823.44,623ecc45cbab24a500f10eab,County)
1712,OK,Stephens,DUNCAN,73533,142.0,103,39,0,126.0,55.0,188100.51,124,53,177882.69,68,9,10217.82,623ecc45cbab24a500f10eaf,County)
1712,OK,Stephens,FOSTER,73434,2.0,2,0,0,2.0,0.0,0.0,2,0,0,0,0,0,623ecc45cbab24a500f10eb0,County)
1712,OK,Stephens,STEPHENS,73533,1.0,0,1,0,1.0,1.0,641.0,1,1,641,0,0,0,623ecc45cbab24a500f10eb4,County)
1712,OK,Washita,COLONY,73021,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10ebc,County)
1712,OK,Washita,ROCKY,73661,1.0,1,0,0,1.0,1.0,993.05,1,1,993.05,0,0,0,623ecc45cbab24a500f10ebe,County)
1718,OK,Blaine,EL RENO,73036,1.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,623ecc45cbab24a500f10f1e,County)
1718,OK,Blaine,LONGDALE,73755,1.0,1,0,0,1.0,1.0,2616.96,1,1,2616.96,1,0,0,623ecc45cbab24a500f10f25,County)
1718,OK,Caddo,HYDRO,73048,13.0,12,1,0,9.0,3.0,1719.31,9,2,1609.32,2,1,109.99,623ecc45cbab24a500f10f35,County)
1718,OK,Blaine,FAY,73646,8.0,7,1,0,8.0,2.0,830.64,8,2,830.64,2,0,0,623ecc45cbab24a500f10f1f,County)
1718,OK,Blaine,GREENFIELD,73043,31.0,27,4,0,29.0,17.0,200988.01,29,17,178190.74,19,7,22797.27,623ecc45cbab24a500f10f21,County)
1718,OK,Blaine,OMEGA,73764,1.0,0,1,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10f27,County)
1718,OK,Caddo,BINGER,73009,42.0,30,12,0,31.0,16.0,77176.57,29,15,72038.28,11,2,5138.29,623ecc45cbab24a500f10f2c,County)
1718,OK,Caddo,EAKLY,73033,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10f30,County)
1718,OK,Caddo,GRACEMONT,73042,44.0,36,8,0,34.0,15.0,114493.3,30,14,83415.72,15,7,31077.58,623ecc45cbab24a500f10f33,County)
1718,OK,Caddo,VERDEN,73092,5.0,3,2,0,2.0,1.0,6017.98,2,1,6017.98,2,0,0,623ecc45cbab24a500f10f39,County)
1718,OK,Canadian,CALUMET,73014,16.0,12,4,0,15.0,6.0,32650.84,14,5,32480.85,8,1,169.99,623ecc45cbab24a500f10f3a,County)
1718,OK,Canadian,EL RENO,73036,243.0,209,34,0,212.0,152.0,782680.48,200,128,577399.33,160,73,205281.15,623ecc45cbab24a500f10f3b,County)
1718,OK,Canadian,GEARY,73040,8.0,7,1,0,8.0,5.0,6485.56,8,4,5332.93,6,3,1152.63,623ecc45cbab24a500f10f3c,County)
1718,OK,Cleveland,MOORE,73160,5.0,2,3,0,3.0,1.0,1303.72,3,1,1303.72,2,0,0,623ecc45cbab24a500f10f44,County)
1718,OK,Cleveland,NOBLE,73068,18.0,15,3,0,17.0,9.0,5892.38,15,9,5892.38,3,0,0,623ecc45cbab24a500f10f46,County)
1718,OK,Cleveland,OKLAHOMA CITY,73159,1.0,0,1,0,1.0,1.0,2775.24,1,1,2775.24,0,0,0,623ecc45cbab24a500f10f4b,County)
1718,OK,Cleveland,OKLAHOMA CITY,73160,2.0,2,0,0,2.0,0.0,0.0,2,0,0,0,0,0,623ecc45cbab24a500f10f4c,County)
1718,OK,Comanche,CACHE,73527,1.0,1,0,0,1.0,1.0,3348.22,1,1,2848.22,1,1,500,623ecc45cbab24a500f10f52,County)
1718,OK,Comanche,ELGIN,73538,1.0,0,1,0,1.0,1.0,2931.47,1,1,2931.47,1,0,0,623ecc45cbab24a500f10f54,County)
1718,OK,Comanche,FLETCHER,73541,3.0,2,1,0,3.0,1.0,575.66,3,1,575.66,1,0,0,623ecc45cbab24a500f10f55,County)
1718,OK,Comanche,LAWTON,73505,10.0,8,2,0,7.0,2.0,3118.98,7,2,3118.98,4,0,0,623ecc45cbab24a500f10f58,County)
1718,OK,Custer,CUSTER CITY,73639,2.0,2,0,0,2.0,1.0,2911.1,2,1,2911.1,1,0,0,623ecc45cbab24a500f10f5e,County)
1718,OK,Custer,FAY,73646,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10f5f,County)
1718,OK,Custer,WEATHERFORD,73096,49.0,29,20,0,41.0,16.0,67501.67,40,16,67501.67,14,0,0,623ecc45cbab24a500f10f62,County)
1718,OK,Kingfisher,LOYAL,73762,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10f72,County)
1718,OK,Kingfisher,OMEGA,73764,5.0,5,0,0,3.0,1.0,3107.38,2,1,3107.38,1,0,0,623ecc45cbab24a500f10f75,County)
1718,OK,Kiowa,MOUNTAIN VIEW,73062,6.0,5,1,0,6.0,2.0,31494.88,5,2,31494.88,3,0,0,623ecc45cbab24a500f10f78,County)
1718,OK,Okfuskee,PADEN,74860,2.0,1,1,0,2.0,0.0,0.0,2,0,0,1,0,0,623ecc45cbab24a500f10f7e,County)
1718,OK,Okfuskee,WELEETKA,74880,3.0,3,0,0,3.0,2.0,1393.52,3,2,1393.52,2,0,0,623ecc45cbab24a500f10f7f,County)
1718,OK,Oklahoma,EDMOND,73003,7.0,4,3,0,7.0,2.0,5154.6,7,2,5154.6,1,0,0,623ecc45cbab24a500f10f83,County)
1718,OK,Oklahoma,EDMOND,73034,3.0,3,0,0,2.0,1.0,4217.88,2,1,4217.88,0,0,0,623ecc45cbab24a500f10f86,County)
1718,OK,Oklahoma,NICOMA PARK,73066,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10f8a,County)
1718,OK,Oklahoma,OKLAHOMA,73162,1.0,0,1,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10f8b,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73109,6.0,5,1,0,3.0,1.0,19581.15,3,1,17493.18,2,1,2087.97,623ecc45cbab24a500f10f8e,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73121,2.0,2,0,0,2.0,0.0,0.0,2,0,0,1,0,0,623ecc45cbab24a500f10f97,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73162,2.0,1,1,0,2.0,0.0,0.0,2,0,0,2,0,0,623ecc45cbab24a500f10fa4,County)
1718,OK,Okmulgee,DEWAR,74431,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10fab,County)
1718,OK,Okmulgee,HENRYETTA,74437,8.0,8,0,0,5.0,1.0,465.99,5,1,356,3,1,109.99,623ecc45cbab24a500f10fac,County)
1718,OK,Pottawatomie,MACOMB,74852,3.0,2,1,0,2.0,2.0,2180.2,2,2,2180.2,0,0,0,623ecc45cbab24a500f10fb3,County)
1718,OK,Seminole,BOWLEGS,74830,1.0,1,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10fbc,County)
1718,OK,Seminole,SEMINOLE,74818,2.0,2,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10fc0,County)
1718,OK,Stephens,COMANCHE,73529,2.0,2,0,0,2.0,0.0,0.0,2,0,0,0,0,0,623ecc45cbab24a500f10fc3,County)
1718,OK,Stephens,DUNCAN,73533,38.0,28,10,0,33.0,8.0,24012.14,32,8,23880.44,18,1,131.7,623ecc45cbab24a500f10fc4,County)
1718,OK,Caddo,LOOKEBA,73053,15.0,12,3,0,12.0,5.0,58168.19,12,5,50385.490000000005,6,2,7782.7,623ecc45cbab24a500f10f36,County)
1718,OK,Caddo,POCASSET,73079,5.0,2,3,0,4.0,3.0,7410.280000000001,4,3,7210.289999999999,2,1,199.99,623ecc45cbab24a500f10f38,County)
1718,OK,Canadian,UNION CITY,73090,17.0,15,2,0,15.0,7.0,67874.78,14,7,57467.72,6,2,10407.06,623ecc45cbab24a500f10f40,County)
1718,OK,Cleveland,NEWALLA,74857,11.0,10,1,0,8.0,2.0,1812.23,8,2,1702.2399999999998,2,1,109.99,623ecc45cbab24a500f10f45,County)
1718,OK,Cleveland,NORMAN,73072,20.0,14,6,0,17.0,10.0,47777.16,16,9,42577.17,8,2,5199.99,623ecc45cbab24a500f10f4a,County)
1718,OK,Comanche,LAWTON,73651,1.0,0,1,0,1.0,1.0,500.0,0,0,0,1,1,500,623ecc45cbab24a500f10f5a,County)
1718,OK,Comanche,STERLING,73567,2.0,1,1,0,2.0,0.0,0.0,2,0,0,1,0,0,623ecc45cbab24a500f10f5b,County)
1718,OK,Custer,CLINTON,73601,5.0,4,1,0,5.0,3.0,3685.56,5,3,3225.97,1,1,459.59,623ecc45cbab24a500f10f5d,County)
1718,OK,Grady,AMBER,73004,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10f63,County)
1718,OK,Grady,MINCO,73059,33.0,26,7,0,23.0,12.0,63428.57,23,12,62946.48,10,1,482.09,623ecc45cbab24a500f10f67,County)
1718,OK,Grady,NINNEKAH,73067,3.0,1,2,0,3.0,1.0,4622.9,3,1,4622.9,2,0,0,623ecc45cbab24a500f10f68,County)
1718,OK,Grady,POCASSET,73079,6.0,6,0,0,4.0,1.0,2885.56,4,1,2885.56,1,0,0,623ecc45cbab24a500f10f69,County)
1718,OK,Grady,RUSH SPRINGS,73082,3.0,3,0,0,3.0,2.0,5242.27,3,2,5242.27,1,0,0,623ecc45cbab24a500f10f6a,County)
1718,OK,Grady,VERDEN,73092,3.0,2,1,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10f6c,County)
1718,OK,Kingfisher,LOYAL,73756,3.0,3,0,0,2.0,1.0,380.67,2,0,0,1,1,380.67,623ecc45cbab24a500f10f71,County)
1718,OK,Kingfisher,OKARCHE,73762,2.0,2,0,0,2.0,1.0,2435.66,2,1,2435.66,1,0,0,623ecc45cbab24a500f10f73,County)
1718,OK,Kiowa,HOBART,73651,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10f77,County)
1718,OK,Kiowa,ROOSEVELT,73564,1.0,1,0,0,1.0,1.0,2913.61,1,1,2913.61,1,0,0,623ecc45cbab24a500f10f79,County)
1718,OK,Okfuskee,CLEARVIEW,74880,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10f7b,County)
1718,OK,Oklahoma,CHOCTAW,73020,3.0,3,0,0,3.0,1.0,1070.72,3,1,1070.72,0,0,0,623ecc45cbab24a500f10f81,County)
1718,OK,Oklahoma,DEL CITY,73115,3.0,2,1,0,2.0,0.0,0.0,2,0,0,1,0,0,623ecc45cbab24a500f10f82,County)
1718,OK,Oklahoma,LUTHER,73054,2.0,1,1,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10f89,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73114,4.0,4,0,0,4.0,1.0,500.0,4,0,0,1,1,500,623ecc45cbab24a500f10f91,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73115,2.0,2,0,0,2.0,0.0,0.0,2,0,0,0,0,0,623ecc45cbab24a500f10f92,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73122,3.0,1,2,0,2.0,1.0,860.76,2,1,860.76,0,0,0,623ecc45cbab24a500f10f98,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73130,4.0,4,0,0,4.0,0.0,0.0,4,0,0,1,0,0,623ecc45cbab24a500f10f9b,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73132,3.0,3,0,0,1.0,1.0,4393.39,1,1,4393.39,1,0,0,623ecc45cbab24a500f10f9d,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73139,8.0,6,2,0,8.0,5.0,29654.07,7,3,28643.61,7,2,1010.46,623ecc45cbab24a500f10f9f,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73141,3.0,2,1,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10fa0,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73149,3.0,1,2,0,2.0,0.0,0.0,2,0,0,0,0,0,623ecc45cbab24a500f10fa1,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73173,2.0,2,0,0,2.0,2.0,24069.59,2,2,15049.86,2,2,9019.73,623ecc45cbab24a500f10fa7,County)
1718,OK,Okmulgee,OKMULGEE,74447,170.0,152,18,0,152.0,64.0,212860.94,148,57,166525.4,87,25,46335.54,623ecc45cbab24a500f10fae,County)
1718,OK,Okmulgee,PRESTON,74456,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10faf,County)
1718,OK,Pottawatomie,SAINT LOUIS,74866,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10fb7,County)
1718,OK,Pottawatomie,SHAWNEE,74801,22.0,18,4,0,19.0,9.0,18981.58,18,7,13481.58,8,2,5500,623ecc45cbab24a500f10fb8,County)
1718,OK,Pottawatomie,TECUMSEH,74873,20.0,19,1,0,15.0,3.0,11492.78,15,3,4290.82,3,1,7201.96,623ecc45cbab24a500f10fba,County)
1718,OK,Seminole,KONAWA,74849,6.0,5,1,0,5.0,3.0,2739.95,5,3,2739.95,3,0,0,623ecc45cbab24a500f10fbe,County)
1718,OK,Stephens,FOSTER,73434,3.0,3,0,0,1.0,1.0,1282.67,1,1,1282.67,0,0,0,623ecc45cbab24a500f10fc5,County)
1718,OK,Stephens,MARLOW,73055,8.0,7,1,0,4.0,0.0,0.0,4,0,0,2,0,0,623ecc45cbab24a500f10fc6,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73159,6.0,4,2,0,6.0,3.0,24840.96,6,3,23491.77,5,2,1349.19,623ecc45cbab24a500f10fa3,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73169,1.0,1,0,0,1.0,1.0,2725.52,1,1,2725.52,1,0,0,623ecc45cbab24a500f10fa5,County)
1718,OK,Oklahoma,OKLAHOMA CITY,73190,1.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc45cbab24a500f10fa8,County)
1718,OK,Okmulgee,BEGGS,74421,1.0,1,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10faa,County)
1718,OK,Pottawatomie,ASHER,74826,2.0,2,0,0,2.0,1.0,355.27,2,1,355.27,2,0,0,623ecc45cbab24a500f10fb1,County)
1718,OK,Pottawatomie,MAUD,74854,4.0,3,1,0,4.0,0.0,0.0,4,0,0,2,0,0,623ecc45cbab24a500f10fb4,County)
1718,OK,Pottawatomie,MCLOUD,74851,13.0,9,4,0,12.0,6.0,17010.75,12,6,17010.75,3,0,0,623ecc45cbab24a500f10fb5,County)
1718,OK,Pottawatomie,PRAGUE,74864,1.0,0,1,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc45cbab24a500f10fb6,County)
1718,OK,Pottawatomie,WANETTE,74878,1.0,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc45cbab24a500f10fbb,County)
