disasterNumber,state,county,city,zipcode,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,id,county_type
1465,OK,Canadian,OKLAHOMA CITY,73127,11.0,0,0,0,11.0,5.0,18203.47,11,5,15692.670000000002,4,2,2510.8,623ecc41cbab24a500f0537e,County)
1465,OK,Carter,WILSON,73463,8.0,0,0,0,5.0,3.0,9506.83,5,2,2102,2,2,7404.83,623ecc41cbab24a500f05386,County)
1465,OK,Cherokee,PARK HILL,74451,5.0,0,0,0,4.0,3.0,6933.66,4,3,5290.4800000000005,2,1,1643.18,623ecc41cbab24a500f05389,County)
1465,OK,Cleveland,MOORE,73170,3.0,0,0,0,2.0,1.0,533.67,2,1,533.67,1,0,0,623ecc41cbab24a500f0538f,County)
1465,OK,Cleveland,NOBLE,73068,2.0,0,0,0,2.0,0.0,0.0,2,0,0,1,0,0,623ecc41cbab24a500f05391,County)
1465,OK,Cleveland,NORMAN,73072,5.0,0,0,0,1.0,1.0,5000.0,0,0,0,1,1,5000,623ecc41cbab24a500f05397,County)
1465,OK,Cleveland,OKLAHOMA CITY,73139,12.0,0,0,0,1.0,0.0,0.0,0,0,0,1,0,0,623ecc41cbab24a500f05399,County)
1465,OK,Creek,KELLYVILLE,74039,2.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053a2,County)
1465,OK,Delaware,KANSAS,74347,11.0,0,0,0,6.0,5.0,31258.75,5,4,10426.41,5,5,20832.34,623ecc41cbab24a500f053a9,County)
1465,OK,Garvin,FOSTER,73434,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053ab,County)
1465,OK,Grady,CEMENT,73017,1.0,0,0,0,1.0,1.0,1933.74,1,1,1724.66,1,1,209.08,623ecc41cbab24a500f053b1,County)
1465,OK,Grady,CHICKASHA,73018,17.0,0,0,0,15.0,3.0,2767.9,15,1,43.44,7,2,2724.46,623ecc41cbab24a500f053b2,County)
1465,OK,Canadian,UNION CITY,73090,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0537f,County)
1465,OK,Canadian,YUKON,73099,36.0,0,0,0,24.0,6.0,8937.16,21,2,1895.82,5,4,7041.34,623ecc41cbab24a500f05380,County)
1465,OK,Carter,ARDMORE,73401,24.0,0,0,0,23.0,10.0,7253.85,22,8,5753.85,5,3,1500,623ecc41cbab24a500f05381,County)
1465,OK,Carter,HEALDTON,73438,13.0,0,0,0,11.0,7.0,4071.4,8,3,1772.47,8,4,2298.93,623ecc41cbab24a500f05383,County)
1465,OK,Kay,PONCA CITY,74604,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053ba,County)
1465,OK,Kay,TONKAWA,74653,1.0,0,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f053bb,County)
1465,OK,Lincoln,CHANDLER,74834,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053bf,County)
1465,OK,Lincoln,LUTHER,73054,1.0,0,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f053c1,County)
1465,OK,Lincoln,WELLSTON,74881,2.0,0,0,0,2.0,1.0,770.67,1,0,0,1,1,770.67,623ecc41cbab24a500f053c5,County)
1465,OK,Logan,GUTHRIE,73044,3.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053c7,County)
1465,OK,McClain,NEWCASTLE,73065,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053cd,County)
1465,OK,McClain,PURCELL,73080,3.0,0,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f053ce,County)
1465,OK,Muskogee,BRAGGS,74423,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053d0,County)
1465,OK,Muskogee,COUNCIL HILL,74428,5.0,0,0,0,3.0,0.0,0.0,3,0,0,2,0,0,623ecc41cbab24a500f053d1,County)
1465,OK,Muskogee,FORT GIBSON,74434,2.0,0,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f053d2,County)
1465,OK,Muskogee,HASKELL,74436,2.0,0,0,0,2.0,1.0,1060.64,2,1,1060.64,0,0,0,623ecc41cbab24a500f053d3,County)
1465,OK,Muskogee,PORUM,74455,6.0,0,0,0,5.0,3.0,7296.44,5,3,7296.44,2,0,0,623ecc41cbab24a500f053d8,County)
1465,OK,Muskogee,WEBBERS FALLS,74470,2.0,0,0,0,1.0,1.0,1052.41,1,1,1052.41,0,0,0,623ecc41cbab24a500f053dc,County)
1465,OK,Nowata,NOWATA,74048,13.0,0,0,0,12.0,3.0,16240.98,12,3,8527.31,2,1,7713.67,623ecc41cbab24a500f053dd,County)
1465,OK,Nowata,WANN,74083,3.0,0,0,0,3.0,1.0,10090.24,3,1,915,1,1,9175.24,623ecc41cbab24a500f053de,County)
1465,OK,Oklahoma,BETHANY,73008,302.0,0,0,0,250.0,84.0,139007.65,234,61,86278.61,106,45,52729.04,623ecc41cbab24a500f053e6,County)
1465,OK,Oklahoma,MIDWEST CITY,73110,14.0,0,0,0,5.0,2.0,700.86,4,1,200.86,1,1,500,623ecc41cbab24a500f053f1,County)
1465,OK,Oklahoma,MOORE,73119,1.0,0,0,0,1.0,1.0,1118.0,1,1,1118,1,0,0,623ecc41cbab24a500f053f4,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73102,2.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053f9,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73122,30.0,0,0,0,26.0,5.0,5060.099999999999,24,3,4116.32,8,2,943.78,623ecc41cbab24a500f0540b,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73129,18.0,0,0,0,6.0,1.0,172.53,6,0,0,6,1,172.53,623ecc41cbab24a500f05410,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73142,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05418,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73154,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f0541f,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73162,13.0,0,0,0,7.0,2.0,2857.99,7,2,2857.99,3,0,0,623ecc41cbab24a500f05423,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73169,167.0,0,0,0,5.0,0.0,0.0,4,0,0,1,0,0,623ecc41cbab24a500f05425,County)
1465,OK,Pottawatomie,ADA,74820,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0543a,County)
1465,OK,Pottawatomie,MCLOUD,74851,2.0,0,0,0,1.0,1.0,2847.43,1,1,2847.43,0,0,0,623ecc41cbab24a500f0543d,County)
1465,OK,Pottawatomie,SHAWNEE,74804,6.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0543f,County)
1465,OK,Seminole,CROMWELL,74837,1.0,0,0,0,1.0,1.0,255.3,1,0,0,1,1,255.3,623ecc41cbab24a500f05445,County)
1465,OK,Seminole,SEMINOLE,74868,4.0,0,0,0,2.0,2.0,11479.37,2,2,7128,2,2,4351.37,623ecc41cbab24a500f05448,County)
1465,OK,Texas,GUYMON,73942,11.0,0,0,0,9.0,4.0,21555.47,9,4,17653.72,1,1,3901.75,623ecc41cbab24a500f0544c,County)
1465,OK,Washington,BARTLESVILLE,74003,53.0,0,0,0,46.0,18.0,19306.3,45,18,18057.84,15,2,1248.46,623ecc41cbab24a500f05450,County)
1465,OK,Carter,MARIETTA,73448,1.0,0,0,0,1.0,0.0,0.0,0,0,0,1,0,0,623ecc41cbab24a500f05385,County)
1465,OK,Cherokee,HULBERT,74441,2.0,0,0,0,2.0,0.0,0.0,2,0,0,2,0,0,623ecc41cbab24a500f05388,County)
1465,OK,Cleveland,MOOR,73160,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0538c,County)
1465,OK,Cleveland,NORMAN,73026,5.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f05393,County)
1465,OK,Cleveland,NORMAN,73071,8.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05396,County)
1465,OK,Cleveland,OKLAHOMA CITY,73159,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0539a,County)
1465,OK,Cleveland,OKLAHOMA CITY,73165,6.0,0,0,0,4.0,1.0,770.67,2,0,0,2,1,770.67,623ecc41cbab24a500f0539c,County)
1465,OK,Delaware,JAY,74346,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053a8,County)
1465,OK,Garvin,LINDSAY,73052,2.0,0,0,0,1.0,1.0,1826.03,1,1,405.57,1,1,1420.46,623ecc41cbab24a500f053ad,County)
1465,OK,Grady,RUSH SPRINGS,73082,2.0,0,0,0,2.0,1.0,983.15,2,1,983.15,0,0,0,623ecc41cbab24a500f053b5,County)
1465,OK,Grady,TUTTLE,73089,3.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053b6,County)
1465,OK,Lincoln,MEEKER,74855,3.0,0,0,0,1.0,1.0,5915.0,1,1,5915,0,0,0,623ecc41cbab24a500f053c2,County)
1465,OK,Lincoln,STROUD,74079,104.0,0,0,0,89.0,24.0,31362.36,88,22,26862.01,25,4,4500.35,623ecc41cbab24a500f053c4,County)
1465,OK,McClain,BYARS,74831,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053cb,County)
1465,OK,Muskogee,BOYNTON,74422,23.0,0,0,0,20.0,13.0,18827.95,20,11,14794.83,8,4,4033.12,623ecc41cbab24a500f053cf,County)
1465,OK,Muskogee,MUSKOGEE,74401,18.0,0,0,0,17.0,6.0,28081.350000000002,17,6,19756.19,6,2,8325.16,623ecc41cbab24a500f053d4,County)
1465,OK,Muskogee,MUSKOGEE,74403,11.0,0,0,0,9.0,5.0,4948.24,9,4,4448.24,3,1,500,623ecc41cbab24a500f053d6,County)
1465,OK,Muskogee,OKTAHA,74450,2.0,0,0,0,2.0,1.0,9306.96,2,1,762,1,1,8544.96,623ecc41cbab24a500f053d7,County)
1465,OK,Muskogee,TAFT,74463,4.0,0,0,0,4.0,2.0,1124.76,4,2,1124.76,1,0,0,623ecc41cbab24a500f053d9,County)
1465,OK,Oklahoma,ARCADIA,73007,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053e5,County)
1465,OK,Oklahoma,DEL CITY,73115,6.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053e8,County)
1465,OK,Oklahoma,DEL CITY,73135,6.0,0,0,0,1.0,1.0,500.0,0,0,0,1,1,500,623ecc41cbab24a500f053e9,County)
1465,OK,Oklahoma,EDMOND,73034,7.0,0,0,0,5.0,3.0,7449.03,3,1,2296.66,4,3,5152.37,623ecc41cbab24a500f053ec,County)
1465,OK,Oklahoma,MIDWEST CITY,73130,8.0,0,0,0,3.0,1.0,684.9,3,0,0,2,1,684.9,623ecc41cbab24a500f053f2,County)
1465,OK,Oklahoma,MOORE,73160,2.0,0,0,0,2.0,1.0,2637.31,2,1,1118,1,1,1519.31,623ecc41cbab24a500f053f5,County)
1465,OK,Oklahoma,NEWALLA,74857,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053f6,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73106,7.0,0,0,0,3.0,1.0,610.96,2,1,610.96,2,0,0,623ecc41cbab24a500f053fd,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73107,12.0,0,0,0,4.0,2.0,8641.779999999999,3,2,6828.82,3,1,1812.96,623ecc41cbab24a500f053fe,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73108,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053ff,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73111,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05402,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73115,11.0,0,0,0,5.0,1.0,5000.0,3,0,0,2,1,5000,623ecc41cbab24a500f05405,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73116,3.0,0,0,0,1.0,1.0,1118.0,1,1,1118,0,0,0,623ecc41cbab24a500f05406,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73131,34.0,0,0,0,27.0,4.0,15917.210000000001,26,1,862,12,4,15055.210000000001,623ecc41cbab24a500f05412,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73135,400.0,0,0,0,65.0,24.0,23566.899999999998,45,11,10526.69,36,17,13040.21,623ecc41cbab24a500f05415,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73141,3.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f05417,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73149,9.0,0,0,0,2.0,1.0,5000.0,1,0,0,1,1,5000,623ecc41cbab24a500f0541b,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73159,13.0,0,0,0,5.0,0.0,0.0,4,0,0,2,0,0,623ecc41cbab24a500f05421,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73160,3.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f05422,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73179,4.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05427,County)
1465,OK,Okmulgee,DEWAR,74431,1.0,0,0,0,1.0,1.0,1457.6,1,1,1457.6,0,0,0,623ecc41cbab24a500f0542c,County)
1465,OK,Okmulgee,HOFFMAN,74437,1.0,0,0,0,1.0,1.0,1499.72,1,1,1499.72,0,0,0,623ecc41cbab24a500f0542e,County)
1465,OK,Okmulgee,OKMULGEE,74447,2.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f05430,County)
1465,OK,Osage,HOMINY,74035,2.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f05433,County)
1465,OK,Seminole,WEWOKA,74884,6.0,0,0,0,6.0,4.0,9647.86,6,3,8239.43,5,4,1408.43,623ecc41cbab24a500f05449,County)
1465,OK,Texas,TEXHOMA,73949,6.0,0,0,0,3.0,0.0,0.0,3,0,0,3,0,0,623ecc41cbab24a500f0544e,County)
1465,OK,Washington,BARTLESVILLE,74006,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05451,County)
1465,OK,Canadian,EL RENO,73036,1.0,0,0,0,1.0,1.0,671.46,1,1,671.46,1,0,0,623ecc41cbab24a500f0537c,County)
1465,OK,Canadian,MUSTANG,73064,5.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0537d,County)
1465,OK,Carter,LONE GROVE,73443,57.0,0,0,0,54.0,20.0,36119.82,54,19,32607.95,17,6,3511.87,623ecc41cbab24a500f05384,County)
1465,OK,Carter,WILSON,73643,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f05387,County)
1465,OK,Cherokee,STILWELL,74960,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0538a,County)
1465,OK,Cleveland,MOORE,73119,1.0,0,0,0,1.0,1.0,12185.54,1,1,1118,1,1,11067.54,623ecc41cbab24a500f0538d,County)
1465,OK,Cleveland,NORMAN,     ,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05392,County)
1465,OK,Creek,BRISTOW,74010,6.0,0,0,0,4.0,2.0,2891.3,4,2,2891.3,1,0,0,623ecc41cbab24a500f053a0,County)
1465,OK,Creek,MANNFORD,74044,1.0,0,0,0,1.0,1.0,199.32,1,1,199.32,0,0,0,623ecc41cbab24a500f053a3,County)
1465,OK,Creek,OILTON,74052,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053a4,County)
1465,OK,Carter,FOX,73435,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f05382,County)
1465,OK,Cherokee,TAHLEQUAH,74464,5.0,0,0,0,3.0,1.0,764.64,3,1,764.64,1,0,0,623ecc41cbab24a500f0538b,County)
1465,OK,Cleveland,MOORE,73160,722.0,0,0,0,621.0,225.0,602039.22,589,182,277364.69,309,95,324674.53,623ecc41cbab24a500f0538e,County)
1465,OK,Cleveland,NEWALLA,74857,4.0,0,0,0,1.0,0.0,0.0,0,0,0,1,0,0,623ecc41cbab24a500f05390,County)
1465,OK,Cleveland,NORMAN,73069,6.0,0,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f05394,County)
1465,OK,Cleveland,NORMAN,73070,1.0,0,0,0,1.0,1.0,3176.0,0,0,0,1,1,3176,623ecc41cbab24a500f05395,County)
1465,OK,Cleveland,OKLAHOMA CITY,73135,6.0,0,0,0,3.0,0.0,0.0,2,0,0,2,0,0,623ecc41cbab24a500f05398,County)
1465,OK,Delaware,COLCORD,74338,30.0,0,0,0,26.0,11.0,39999.77,20,10,18478.28,14,4,21521.489999999998,623ecc41cbab24a500f053a5,County)
1465,OK,Garvin,ELMORE CITY,73433,7.0,0,0,0,6.0,3.0,7272.900000000001,5,3,7272.900000000001,3,0,0,623ecc41cbab24a500f053aa,County)
1465,OK,Garvin,PAULS VALLEY,73075,8.0,0,0,0,6.0,4.0,5982.16,6,4,4230.4400000000005,4,2,1751.72,623ecc41cbab24a500f053ae,County)
1465,OK,Grady,NINNEKAH,73067,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053b3,County)
1465,OK,Kay,FAIRFAX,74637,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053b8,County)
1465,OK,Kay,PONCA CITY,74601,8.0,0,0,0,8.0,5.0,24425.480000000003,8,5,7603.48,5,2,16822,623ecc41cbab24a500f053b9,County)
1465,OK,Kingfisher,HENNESSEY,73742,10.0,0,0,0,8.0,4.0,6017.12,7,4,6017.12,5,0,0,623ecc41cbab24a500f053bc,County)
1465,OK,Lincoln,AGRA,74824,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053be,County)
1465,OK,Lincoln,DAVENPORT,74026,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053c0,County)
1465,OK,Lincoln,PRAGUE,74864,10.0,0,0,0,9.0,5.0,9652.91,8,3,3748.0499999999997,4,3,5904.860000000001,623ecc41cbab24a500f053c3,County)
1465,OK,Logan,LANGSTON,73050,2.0,0,0,0,2.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f053c8,County)
1465,OK,Muskogee,MUSKOGEE,74402,1.0,0,0,0,1.0,0.0,0.0,0,0,0,1,0,0,623ecc41cbab24a500f053d5,County)
1465,OK,Muskogee,WAINWRIGHT,74468,2.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053da,County)
1465,OK,Muskogee,WARNER,74469,1.0,0,0,0,1.0,1.0,896.9,1,1,896.9,0,0,0,623ecc41cbab24a500f053db,County)
1465,OK,Okfuskee,OKEMAH,74859,9.0,0,0,0,8.0,5.0,11121.06,8,5,9085.03,5,3,2036.03,623ecc41cbab24a500f053e1,County)
1465,OK,Okfuskee,PRAGUE,74864,1.0,0,0,0,1.0,1.0,920.49,1,1,920.49,1,0,0,623ecc41cbab24a500f053e3,County)
1465,OK,Oklahoma,EDMOND,73083,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053ed,County)
1465,OK,Oklahoma,HARRAH,73045,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053ee,County)
1465,OK,Oklahoma,LUTHER,73054,13.0,0,0,0,11.0,3.0,2093.32,11,3,2093.32,3,0,0,623ecc41cbab24a500f053f0,County)
1465,OK,Oklahoma,MIDWEST CITY,73140,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053f3,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73101,2.0,0,0,0,2.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f053f8,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73104,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053fb,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73109,7.0,0,0,0,2.0,2.0,4827.64,2,2,3072.2400000000002,2,2,1755.4,623ecc41cbab24a500f05400,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73114,58.0,0,0,0,50.0,29.0,46419.51,47,15,17390.22,39,24,29029.29,623ecc41cbab24a500f05404,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73124,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f0540c,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73126,131.0,0,0,0,3.0,0.0,0.0,1,0,0,2,0,0,623ecc41cbab24a500f0540e,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73130,10.0,0,0,0,3.0,0.0,0.0,1,0,0,2,0,0,623ecc41cbab24a500f05411,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73134,3.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05414,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73145,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f0541a,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73150,164.0,0,0,0,145.0,41.0,163685.4,144,26,61902.87,58,27,101782.53,623ecc41cbab24a500f0541c,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73153,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f0541e,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73155,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05420,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73164,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05424,County)
1465,OK,Oklahoma,OKLAHOMA CITY,73170,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05426,County)
1465,OK,Oklahoma,SHAWNEE,74801,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05429,County)
1465,OK,Oklahoma,SPENCER,73084,16.0,0,0,0,14.0,7.0,8074.79,13,5,3451,9,6,4623.79,623ecc41cbab24a500f0542a,County)
1465,OK,Okmulgee,MORRIS,74445,3.0,0,0,0,2.0,1.0,610.0,2,1,610,2,0,0,623ecc41cbab24a500f0542f,County)
1465,OK,Osage,FAIRFAX,74637,3.0,0,0,0,3.0,3.0,8912.01,3,3,8912.01,2,0,0,623ecc41cbab24a500f05432,County)
1465,OK,Pontotoc,ADA,74820,56.0,0,0,0,22.0,4.0,6968.7300000000005,21,3,5300.1900000000005,11,2,1668.54,623ecc41cbab24a500f05436,County)
1465,OK,Pontotoc,ALLEN,74825,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f05437,County)
1465,OK,Pontotoc,ROFF,74865,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f05439,County)
1465,OK,Pottawatomie,ASHER,74826,4.0,0,0,0,3.0,0.0,0.0,3,0,0,3,0,0,623ecc41cbab24a500f0543b,County)
1465,OK,Pottawatomie,EARLSBORO,74840,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f0543c,County)
1465,OK,Pottawatomie,SHAWNEE,74801,9.0,0,0,0,6.0,6.0,11914.119999999999,6,5,11358.83,3,2,555.29,623ecc41cbab24a500f0543e,County)
1465,OK,Pottawatomie,TECUMSEH,74873,9.0,0,0,0,6.0,2.0,6097.08,6,2,6097.08,4,0,0,623ecc41cbab24a500f05440,County)
1465,OK,RogerMills,CHEYENNE,73628,42.0,0,0,0,36.0,19.0,70127.26,35,19,65424.85,8,3,4702.41,623ecc41cbab24a500f05441,County)
1465,OK,RogerMills,REYDON,73660,2.0,0,0,0,2.0,1.0,4489.56,2,1,4489.56,0,0,0,623ecc41cbab24a500f05442,County)
1465,OK,RogerMills,SWEETWATER,73666,16.0,0,0,0,14.0,8.0,20880.68,14,8,20380.68,5,1,500,623ecc41cbab24a500f05443,County)
1465,OK,Seminole,BOWLEGS,74830,1.0,0,0,0,1.0,1.0,788.56,1,1,788.56,0,0,0,623ecc41cbab24a500f05444,County)
1465,OK,Cleveland,OKLAHOMA CITY,73160,354.0,0,0,0,294.0,108.0,345762.3,274,89,133089.05,145,48,212673.25,623ecc41cbab24a500f0539b,County)
1465,OK,Cleveland,OKLAHOMA CITY,73169,9.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0539d,County)
1465,OK,Cleveland,OKLAHOMA CITY,73170,47.0,0,0,0,31.0,7.0,5214.67,26,2,1361.32,12,5,3853.35,623ecc41cbab24a500f0539e,County)
1465,OK,Cleveland,OKLAHOMA CITY,73173,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f0539f,County)
1465,OK,Creek,DEPEW,74028,4.0,0,0,0,4.0,3.0,10220.56,4,3,9043.69,3,1,1176.87,623ecc41cbab24a500f053a1,County)
1465,OK,Delaware,DISNEY,74340,1.0,0,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f053a6,County)
1465,OK,Delaware,GROVE,74344,1.0,0,0,0,1.0,0.0,0.0,0,0,0,1,0,0,623ecc41cbab24a500f053a7,County)
1465,OK,Garvin,HENNEPIN,73444,1.0,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,623ecc41cbab24a500f053ac,County)
1465,OK,Garvin,STRATFORD,74872,2.0,0,0,0,2.0,1.0,950.4,2,1,950.4,2,0,0,623ecc41cbab24a500f053af,County)
1465,OK,Garvin,WYNNEWOOD,73098,2.0,0,0,0,1.0,1.0,547.82,1,1,547.82,1,0,0,623ecc41cbab24a500f053b0,County)
1465,OK,Grady,POCASSET,73079,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053b4,County)
1465,OK,Kay,BRAMAN,74632,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053b7,County)
1465,OK,Kingfisher,LOYAL,73756,4.0,0,0,0,4.0,2.0,3290.63,4,2,1343.76,1,1,1946.87,623ecc41cbab24a500f053bd,County)
1465,OK,Logan,CRESCENT,73028,1.0,0,0,0,1.0,1.0,3648.06,1,1,3648.06,1,0,0,623ecc41cbab24a500f053c6,County)
1465,OK,Logan,MARSHALL,73056,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,623ecc41cbab24a500f053c9,County)
1465,OK,McClain,BLANCHARD,73010,2.0,0,0,0,1.0,0.0,0.0,1,0,0,1,0,0,623ecc41cbab24a500f053ca,County)
