femaDeclarationString,disaster_number,state,declarationType,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,placeCode,designatedArea,declarationRequestNumber,hash,lastRefresh,id,GEOID,county,type,county_state
DR-3-LA,3,LA,DR,1953,Flood,FLOOD,0,1,1,1,1953-05-29T00:00:00.000Z,1953-05-29T00:00:00.000Z,1960-02-01T00:00:00.000Z,0,Statewide,53005,4fb19699fdbba1387ffa2263fcc4a4e37a1de6d6,2021-07-13T23:01:19.145Z,60c3b7a9a0ee349d71025777,22000,Statewide,None,"Statewide,LA"
DR-64-LA,64,LA,DR,1957,Hurricane,HURRICANE,0,1,1,1,1956-10-04T00:00:00.000Z,1956-10-04T00:00:00.000Z,1960-03-01T00:00:00.000Z,0,Statewide,56017,8bb79d31423656355770ed32806d143065e9bb60,2021-07-13T23:01:19.213Z,60c3b7aaa0ee349d71025ed2,22000,Statewide,None,"Statewide,LA"
DR-73-LA,73,LA,DR,1957,Hurricane,FLOODS & HURRICANE,0,1,1,1,1957-05-16T00:00:00.000Z,1957-05-16T00:00:00.000Z,1960-08-01T00:00:00.000Z,0,Statewide,57022,b1548a5309026d9d2eb0baa0afb5141fa7fe9aed,2021-07-13T23:01:19.244Z,60c3b7aaa0ee349d71026121,22000,Statewide,None,"Statewide,LA"
DR-84-LA,84,LA,DR,1958,Flood,FLOODS,0,1,1,1,1958-05-20T00:00:00.000Z,1958-05-20T00:00:00.000Z,1960-09-01T00:00:00.000Z,0,Statewide,58014,995e9f96c8a041089ac4e9550b587f27fcc486ec,2021-07-13T23:01:19.258Z,60c3b7aaa0ee349d71026187,22000,Statewide,None,"Statewide,LA"
DR-139-LA,139,LA,DR,1963,Toxic Substances,CHLORINE BARGE ACCIDENT,0,1,1,1,1962-11-05T00:00:00.000Z,1962-11-05T00:00:00.000Z,1963-07-12T00:00:00.000Z,0,Statewide,62024,60cc6064de86a040b477f90bbea088aa7b50b76f,2021-07-13T23:01:19.552Z,60c3b7aba0ee349d7102684a,22000,Statewide,None,"Statewide,LA"
DR-178-LA,178,LA,DR,1965,Hurricane,HURRICANE HILDA,0,1,1,1,1964-10-03T00:00:00.000Z,1964-10-03T00:00:00.000Z,1967-01-17T00:00:00.000Z,0,Statewide,64025,025ad2f128b6b169d03b40dfa2057a2004698010,2021-07-13T23:01:19.651Z,60c3b7aca0ee349d71026dd9,22000,Statewide,None,"Statewide,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99025,Catahoula (Parish),65034,146575feabec2809765284427b950d00581287c1,2021-07-13T23:01:20.981Z,60c3b7baa0ee349d7102cf54,22025,Catahoula ,Parish),"Catahoula,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99005,Ascension (Parish),65034,4c171802a859b2925d36a0ab7b4e15ec788e0471,2021-07-13T23:01:20.978Z,60c3b7baa0ee349d7102d13e,22005,Ascension ,Parish),"Ascension,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99007,Assumption (Parish),65034,fd3fd693888833dece7e7c469b59d2c755d66222,2021-07-13T23:01:20.978Z,60c3b7baa0ee349d7102d087,22007,Assumption ,Parish),"Assumption,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,93440,Ward 9 (Police Jury Ward),65034,61392c48e2f5fec73978d628511eea496952ffcc,2021-07-13T23:01:20.976Z,60c3b7baa0ee349d7102d1b9,22005,Ward 9 ,Police Jury Ward),"Ward9,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99001,Acadia (Parish),65034,cc276431acf507f310993c70e6d318c0ac921215,2021-07-13T23:01:20.975Z,60c3b7baa0ee349d7102d0af,22001,Acadia ,Parish),"Acadia,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99021,Caldwell (Parish),65034,a58e844756463d17f83b63648253cc8bdc0e39fc,2021-07-13T23:01:20.980Z,60c3b7baa0ee349d7102d242,22021,Caldwell ,Parish),"Caldwell,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99009,Avoyelles (Parish),65034,b0699ab86da8a0fc62a8ab490264704a6b798b3d,2021-07-13T23:01:20.979Z,60c3b7baa0ee349d7102d0b7,22009,Avoyelles ,Parish),"Avoyelles,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99041,Franklin (Parish),65034,68ec2b0f915e8ce95d1b6c4b70ebd76b340fb881,2021-07-13T23:01:20.983Z,60c3b7baa0ee349d7102d0fc,22041,Franklin ,Parish),"Franklin,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99045,Iberia (Parish),65034,e7e6fc15c96fc83c9796c8d00f06b2e5c2f8f970,2021-07-13T23:01:20.985Z,60c3b7baa0ee349d7102d212,22045,Iberia ,Parish),"Iberia,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99037,East Feliciana (Parish),65034,65c20f3cff8a3259089a719cdd999ca4984e49de,2021-07-13T23:01:20.982Z,60c3b7baa0ee349d7102d16f,22037,East Feliciana ,Parish),"EastFeliciana,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99033,East Baton Rouge (Parish),65034,73498f81eab50fd127c4dcffc51398cde970882a,2021-07-13T23:01:20.982Z,60c3b7baa0ee349d7102d190,22033,East Baton Rouge ,Parish),"EastBatonRouge,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99057,Lafourche (Parish),65034,bd67d267fa8812fb29edd6fdbc7863cef9f8975b,2021-07-13T23:01:20.988Z,60c3b7baa0ee349d7102d2d0,22057,Lafourche ,Parish),"Lafourche,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99047,Iberville (Parish),65034,367e839f43811cf16ecbaeeee3d93ccb93b19601,2021-07-13T23:01:20.986Z,60c3b7baa0ee349d7102d284,22047,Iberville ,Parish),"Iberville,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99063,Livingston (Parish),65034,5496bca2911f05e27b7033552df9b30302b2910f,2021-07-13T23:01:20.989Z,60c3b7baa0ee349d7102d2b3,22063,Livingston ,Parish),"Livingston,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99075,Plaquemines (Parish),65034,059c7cc396205b959372643d831622e827625ed1,2021-07-13T23:01:20.992Z,60c3b7baa0ee349d7102d301,22075,Plaquemines ,Parish),"Plaquemines,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99083,Richland (Parish),65034,444f04dbee0b1de7684d2fdee456134dc729d799,2021-07-13T23:01:20.996Z,60c3b7baa0ee349d7102d32a,22083,Richland ,Parish),"Richland,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99073,Ouachita (Parish),65034,5a5a6797960a58f24502d63c0b1ab61f02540465,2021-07-13T23:01:20.991Z,60c3b7baa0ee349d7102d4ea,22073,Ouachita ,Parish),"Ouachita,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99051,Jefferson (Parish),65034,38890f45f8d21634f4d9fb64d3fde4a249a8aeb6,2021-07-13T23:01:20.987Z,60c3b7baa0ee349d7102d2ff,22051,Jefferson ,Parish),"Jefferson,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99087,St. Bernard (Parish),65034,c18e1f0415de2c4531f6fa72968e87a49be8953f,2021-07-13T23:01:20.996Z,60c3b7baa0ee349d7102d438,22087,St. Bernard ,Parish),"St.Bernard,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99077,Pointe Coupee (Parish),65034,b06bb3aa919a703d5e43fcc321a28613f3ea5980,2021-07-13T23:01:20.993Z,60c3b7baa0ee349d7102d5a4,22077,Pointe Coupee ,Parish),"PointeCoupee,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99079,Rapides (Parish),65034,d374e54efdb8158a60ff5e29b5ba710b02a548e2,2021-07-13T23:01:20.994Z,60c3b7baa0ee349d7102d60d,22079,Rapides ,Parish),"Rapides,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99089,St. Charles (Parish),65034,32335a69afeb5c5cf669399e0629824c0be339a9,2021-07-13T23:01:20.997Z,60c3b7baa0ee349d7102d466,22089,St. Charles ,Parish),"St.Charles,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99055,Lafayette (Parish),65034,6ae7710733f0ed6f656c1a7fa03ec011fa6726f5,2021-07-13T23:01:20.988Z,60c3b7baa0ee349d7102d3af,22055,Lafayette ,Parish),"Lafayette,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99099,St. Martin (Parish),65034,2c5b8343538a9efc1170f112317cbaa0c34c7d5a,2021-07-13T23:01:21.002Z,60c3b7baa0ee349d7102d5b6,22099,St. Martin ,Parish),"St.Martin,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99091,St. Helena (Parish),65034,7634eaafc108d3290a74ebf8d209181aeed22113,2021-07-13T23:01:20.998Z,60c3b7baa0ee349d7102d6b7,22091,St. Helena ,Parish),"St.Helena,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99097,St. Landry (Parish),65034,c103647429e0a287f96a59a9fbe69cc467d94896,2021-07-13T23:01:21.001Z,60c3b7baa0ee349d7102d6d9,22097,St. Landry ,Parish),"St.Landry,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99095,St. John the Baptist (Parish),65034,3f5e3313024f6955d061fea45529e424d16edb28,2021-07-13T23:01:21.000Z,60c3b7baa0ee349d7102d6b1,22095,St. John the Baptist ,Parish),"St.JohntheBaptist,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99105,Tangipahoa (Parish),65034,0fa8676ace3496e906655045486001017640d149,2021-07-13T23:01:21.005Z,60c3b7baa0ee349d7102d675,22105,Tangipahoa ,Parish),"Tangipahoa,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99121,West Baton Rouge (Parish),65034,04e06fe1b0b0d8a34c3ad508a040f4949fdd0e9d,2021-07-13T23:01:21.008Z,60c3b7baa0ee349d7102d695,22121,West Baton Rouge ,Parish),"WestBatonRouge,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99093,St. James (Parish),65034,1481e0440802e31528a731a9863a61adf4e10839,2021-07-13T23:01:20.999Z,60c3b7baa0ee349d7102d7c4,22093,St. James ,Parish),"St.James,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99109,Terrebonne (Parish),65034,e39f5cc01d5cb81a88ef936691ec6ca097e16fc3,2021-07-13T23:01:21.006Z,60c3b7baa0ee349d7102d852,22109,Terrebonne ,Parish),"Terrebonne,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99103,St. Tammany (Parish),65034,f15d776aedea1372e8d0a63f354c80e4236c7e18,2021-07-13T23:01:21.004Z,60c3b7baa0ee349d7102d6da,22103,St. Tammany ,Parish),"St.Tammany,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99117,Washington (Parish),65034,00fc9e975a513bfd0f064f1b5801d577a7d856ba,2021-07-13T23:01:21.007Z,60c3b7bba0ee349d7102d898,22117,Washington ,Parish),"Washington,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99101,St. Mary (Parish),65034,ad71a166f60ca35be7dc3bbb8018b46cc346639a,2021-07-13T23:01:21.003Z,60c3b7baa0ee349d7102d62c,22101,St. Mary ,Parish),"St.Mary,LA"
DR-208-LA,208,LA,DR,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-10T00:00:00.000Z,1965-09-10T00:00:00.000Z,1974-03-27T00:00:00.000Z,99125,West Feliciana (Parish),65034,82583477003cbf4710373f99d07a268c26a27ad3,2021-07-13T23:01:21.031Z,60c3b7baa0ee349d7102d806,22125,West Feliciana ,Parish),"WestFeliciana,LA"
DR-272-LA,272,LA,DR,1969,Hurricane,HURRICANE CAMILLE,0,1,1,0,1969-08-19T00:00:00.000Z,1969-08-19T00:00:00.000Z,1972-06-22T00:00:00.000Z,99087,St. Bernard (Parish),69035,e3b6a660a658e2cf68604f6d37c629462ba32f3a,2021-07-13T23:01:22.708Z,60c3b7d8a0ee349d7103e7d1,22087,St. Bernard ,Parish),"St.Bernard,LA"
DR-272-LA,272,LA,DR,1969,Hurricane,HURRICANE CAMILLE,0,1,1,0,1969-08-19T00:00:00.000Z,1969-08-19T00:00:00.000Z,1972-06-22T00:00:00.000Z,99103,St. Tammany (Parish),69035,98bc99509d1dc2f46eba303e9f65c8e763d57d9c,2021-07-13T23:01:22.709Z,60c3b7d8a0ee349d7103e7c8,22103,St. Tammany ,Parish),"St.Tammany,LA"
DR-272-LA,272,LA,DR,1969,Hurricane,HURRICANE CAMILLE,0,1,1,0,1969-08-19T00:00:00.000Z,1969-08-19T00:00:00.000Z,1972-06-22T00:00:00.000Z,99075,Plaquemines (Parish),69035,ba951b9fe3b1e8b50c2c1a97b9f991ea18c8517a,2021-07-13T23:01:22.708Z,60c3b7d8a0ee349d7103e80a,22075,Plaquemines ,Parish),"Plaquemines,LA"
DR-272-LA,272,LA,DR,1969,Hurricane,HURRICANE CAMILLE,0,1,1,0,1969-08-19T00:00:00.000Z,1969-08-19T00:00:00.000Z,1972-06-22T00:00:00.000Z,93440,Ward 9 (Police Jury Ward),69035,5e4937ab3c817e39e75c304a7bb6975b02bd7151,2021-07-13T23:01:22.707Z,60c3b7d9a0ee349d7103ea00,22005,Ward 9 ,Police Jury Ward),"Ward9,LA"
DR-272-LA,272,LA,DR,1969,Hurricane,HURRICANE CAMILLE,0,1,1,0,1969-08-19T00:00:00.000Z,1969-08-19T00:00:00.000Z,1972-06-22T00:00:00.000Z,99117,Washington (Parish),69035,2fbc625a2d7c82c71de7c183444bd54624755da6,2021-07-13T23:01:22.710Z,60c3b7d9a0ee349d7103e9ba,22117,Washington ,Parish),"Washington,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99005,Ascension (Parish),71056,43f9545608e9d54e320dfb4deae0213514b04cc5,2021-07-13T23:01:23.354Z,60c3b7e9a0ee349d7104a09c,22005,Ascension ,Parish),"Ascension,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99001,Acadia (Parish),71056,5ed36ee68581f33fbd27292fc80fbb25652a0d60,2021-07-13T23:01:23.353Z,60c3b7e8a0ee349d71049f8b,22001,Acadia ,Parish),"Acadia,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99033,East Baton Rouge (Parish),71056,117a4303ae5c500e720f62c3587d3a7348c3d3ae,2021-07-13T23:01:23.383Z,60c3b7e9a0ee349d7104a1cf,22033,East Baton Rouge ,Parish),"EastBatonRouge,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99023,Cameron (Parish),71056,aa1628b7122e189d37b546d2990c313e4783b168,2021-07-13T23:01:23.356Z,60c3b7e9a0ee349d7104a1e8,22023,Cameron ,Parish),"Cameron,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99089,St. Charles (Parish),71056,7831d4c28cdfaa1ed5ba4742c217d8a7fa371563,2021-07-13T23:01:23.390Z,60c3b7e9a0ee349d7104a447,22089,St. Charles ,Parish),"St.Charles,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99019,Calcasieu (Parish),71056,7be7dd7895564614b1a956751e6e3a29026f5ba1,2021-07-13T23:01:23.356Z,60c3b7e9a0ee349d7104a250,22019,Calcasieu ,Parish),"Calcasieu,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99055,Lafayette (Parish),71056,91095d0c3740d237033ad2a6d13a2338823ca2f1,2021-07-13T23:01:23.388Z,60c3b7e9a0ee349d7104a44c,22055,Lafayette ,Parish),"Lafayette,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99047,Iberville (Parish),71056,1a43bb6a4384ef9f63e81a71a3cbaca2bed57748,2021-07-13T23:01:23.386Z,60c3b7e9a0ee349d7104a36c,22047,Iberville ,Parish),"Iberville,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99053,Jefferson Davis (Parish),71056,6615402d87caad3920f66e3ad12f307182d43472,2021-07-13T23:01:23.387Z,60c3b7e9a0ee349d7104a443,22053,Jefferson Davis ,Parish),"JeffersonDavis,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99039,Evangeline (Parish),71056,ab64622d8b90c855e611e2e7a66923157fad0b33,2021-07-13T23:01:23.384Z,60c3b7e9a0ee349d7104a445,22039,Evangeline ,Parish),"Evangeline,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99007,Assumption (Parish),71056,c7cfb0b901c0b4c04e27408e931da85a8e8ee414,2021-07-13T23:01:23.355Z,60c3b7e9a0ee349d7104a321,22007,Assumption ,Parish),"Assumption,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99077,Pointe Coupee (Parish),71056,249647663179ddc9b67245f0a34749bc978636b0,2021-07-13T23:01:23.389Z,60c3b7e9a0ee349d7104a453,22077,Pointe Coupee ,Parish),"PointeCoupee,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99045,Iberia (Parish),71056,3f735183fa4ee0e132e61bb51efee007e8cfd6d0,2021-07-13T23:01:23.385Z,60c3b7e9a0ee349d7104a448,22045,Iberia ,Parish),"Iberia,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99109,Terrebonne (Parish),71056,2ff3891132933131f5527316c0f3441e71f50c3a,2021-07-13T23:01:23.395Z,60c3b7e9a0ee349d7104a550,22109,Terrebonne ,Parish),"Terrebonne,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99093,St. James (Parish),71056,a7b772c33e19ea7c3da7c4cc4fa9fcb494d5aa05,2021-07-13T23:01:23.391Z,60c3b7e9a0ee349d7104a497,22093,St. James ,Parish),"St.James,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99095,St. John the Baptist (Parish),71056,620667f8fce38541899f7666612eb42223391e01,2021-07-13T23:01:23.392Z,60c3b7e9a0ee349d7104a6dc,22095,St. John the Baptist ,Parish),"St.JohntheBaptist,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99101,St. Mary (Parish),71056,9a4e6291c942c1436da73cecf1d89a0ec794b31c,2021-07-13T23:01:23.394Z,60c3b7e9a0ee349d7104a6ee,22101,St. Mary ,Parish),"St.Mary,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99097,St. Landry (Parish),71056,2dfca3932f099f67647184862ef3bdb71822a6eb,2021-07-13T23:01:23.392Z,60c3b7e9a0ee349d7104a6ef,22097,St. Landry ,Parish),"St.Landry,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99113,Vermilion (Parish),71056,e5f9f4b94dfbd99461c05950d68e388469ffc4ab,2021-07-13T23:01:23.395Z,60c3b7e9a0ee349d7104a5c0,22113,Vermilion ,Parish),"Vermilion,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99099,St. Martin (Parish),71056,84013a67eb0409f65c46d54d69bcd4e669e7c1d5,2021-07-13T23:01:23.393Z,60c3b7e9a0ee349d7104a613,22099,St. Martin ,Parish),"St.Martin,LA"
DR-315-LA,315,LA,DR,1972,Hurricane,HURRICANE EDITH,0,0,1,0,1971-10-13T00:00:00.000Z,1971-10-13T00:00:00.000Z,1973-06-18T00:00:00.000Z,99121,West Baton Rouge (Parish),71056,f56f4a5029bb7559be5385237964e8fd78357476,2021-07-13T23:01:23.397Z,60c3b7e9a0ee349d7104a9ce,22121,West Baton Rouge ,Parish),"WestBatonRouge,LA"
DR-374-LA,374,LA,DR,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-04-27T00:00:00.000Z,1973-04-27T00:00:00.000Z,1977-08-25T00:00:00.000Z,99005,Ascension (Parish),73034,b7bed6b90edf339bff7e6e511392a9379792a2c8,2021-07-13T23:01:24.628Z,60c3b7fba0ee349d71057303,22005,Ascension ,Parish),"Ascension,LA"
DR-374-LA,374,LA,DR,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-04-27T00:00:00.000Z,1973-04-27T00:00:00.000Z,1977-08-25T00:00:00.000Z,99029,Concordia (Parish),73034,4556ebbc4532e0ee27da68684a4eb134580de07c,2021-07-13T23:01:24.637Z,60c3b7fba0ee349d710573b2,22029,Concordia ,Parish),"Concordia,LA"
